commons_f,ecod_uid,domain_id,rep_type,is_reassign,old_f,commons_f_pfam,domain_arch,verdict
109.4.1.2793,3825527,B0M1H3_F1_nD1,provisional,t,109.4.1.465,"PF08631,PF13181","PF08631,PF13181",supports_commons
109.4.1.2873,3899300,E7EXK7_F1_nD1,provisional,t,109.4.1.567,"PF06060,PF21058","PF06060,PF21058",supports_commons
109.4.1.2877,4235833,E9Q6P5_nD1,provisional,f,,"PF07719,PF12895,PF13181,PF13432,PF14559,PF19440","PF07719,PF12895,PF13181,PF14559,PF19440",supports_commons
109.4.1.2893,3900498,F1R3B9_F1_nD1,provisional,t,109.4.1.461,"PF14674,PF14675",PF14674,supports_old
109.4.1.2894,3917988,F1R3B9_F1_nD2,provisional,t,109.4.1.406,"PF14675,PF14676,PF14677,PF14679,PF14680","PF14675,PF14676,PF14677,PF14679,PF14680",supports_commons
109.4.1.3165,3169496,Q04781_F1_nD2,provisional,t,109.4.1.881,"PF22958,PF22999","PF22958,PF22999",ambiguous_both
109.4.1.3304,3604197,Q57711_F1_nD2,provisional,t,109.4.1.734,"PF12895,PF13174,PF13181,PF13414,PF13424,PF13432","PF12895,PF13414,PF13424",points_other
109.4.1.3380,3394514,Q7KN74_F1_nD2,provisional,t,109.4.1.557,"PF13428,PF13432,PF19440","PF13428,PF13432,PF19440",supports_commons
109.4.1.3393,3463224,Q7XAM6_F1_nD3,provisional,t,109.4.1.336,"PF12717,PF12765,PF12922","PF12717,PF12765",supports_old
109.4.1.3424,4030489,Q8I2U0_F1_nD1,provisional,t,109.4.1.730,"PF20724,PF20725",PF20725,points_other
109.4.1.3569,3918871,X1WD61_F1_nD1,provisional,t,109.4.1.867,"PF13424,PF22883","PF13424,PF22883",ambiguous_both
109.4.1.3572,4560,e1w3bA1,manual,t,109.4.1.5,"PF00515,PF07721,PF13181,PF13374,PF13414,PF13424,PF13432,PF14559",,no_arch
109.4.1.3579,1758348,e3zkvA1,provisional,t,109.4.1.113,"PF08389,PF18773,PF18806,PF24139",,no_arch
109.7.1.25,3428374,Q6ZLD6_F1_nD3,provisional,t,,PF01535,PF01535,supports_commons
11.1.1.1023,3221682,A0A5S9MN87_F1_nD5,provisional,t,,PF00917,PF00917,supports_commons
11.1.1.1057,3753073,P01026_F1_nD2,provisional,t,11.1.1.403,"PF00207,PF01835,PF07703,PF17789,PF17790","PF00207,PF01835,PF07703,PF17789,PF17790",supports_commons
11.1.1.1188,3825031,A0A219HZL6_F1_nD2,provisional,t,,PF11016,PF11016,supports_commons
11.1.1.1195,3494631,A0A5K4FEI4_F1_nD10,provisional,t,11.1.1.551,"PF03160,PF16184",,no_arch
11.1.1.1218,3879896,F1Q750_F1_nD1,provisional,t,11.1.1.544,"PF00041,PF01344,PF13854",PF13854,points_other
11.1.1.1291,4480160,Q06247_nD2,provisional,f,,PF20775,PF20775,supports_commons
11.1.1.1361,3971194,Q9HT93_F1_nD3,provisional,t,11.1.1.420,"PF11141,PF19346",PF11141,supports_old
11.1.1.850,3902508,F1R501_F1_nD3,provisional,t,11.1.1.415,PF28354,PF28354,supports_commons
11.1.1.860,3882607,A0A2R8QL11_F1_nD3,provisional,t,10.1.1.68,PF19699,PF19699,supports_commons
11.1.1.861,1125473,e4ij2F1,manual,t,11.1.1.72,"PF05031,PF10049",,no_arch
11.1.1.864,3465075,Q6L4Z4_F1_nD1,provisional,t,,"PF04571,PF08235","PF04571,PF08235",supports_commons
11.1.1.877,3774377,Q03626_F1_nD2,provisional,t,11.1.1.382,"PF00207,PF01835,PF07703,PF17789","PF00207,PF01835,PF07703,PF17789",supports_commons
11.1.1.886,3778736,A0A0G2JW79_F1_nD1,provisional,t,11.1.1.417,PF28679,PF28679,supports_commons
11.1.1.888,3584829,A0A3P7E9E0_F1_nD5,provisional,t,11.1.1.437,"PF00041,PF01682","PF00041,PF01682",supports_commons
11.1.1.927,3842059,A0A2R8VKG2_F1_nD3,provisional,t,11.1.1.789,PF29951,PF29951,supports_commons
11.1.1.931,2592160,e6ppoU1,provisional,t,,PF31191,,no_arch
11.1.1.951,3777702,Q63041_F1_nD3,provisional,t,11.1.1.406,"PF00207,PF07703,PF17789","PF00207,PF07703,PF17789",supports_commons
1.1.1.30,3421072,A0A0P0VKJ5_F1_nD5,provisional,t,1.1.1.17,PF30863,PF30863,supports_commons
11.1.4.130,3950412,Q9CBC7_F1_nD1,provisional,t,,PF07210,PF07210,supports_commons
11.2.1.113,3405939,Q8IRH9_F1_nD1,provisional,t,11.2.1.38,"PF14924,PF22576",,no_arch
11.2.1.77,3764996,A0A0G2K7B6_F1_nD5,provisional,t,,PF08165,PF08165,supports_commons
1134.1.2.19,3336273,I1M2Z2_F1_nD2,provisional,t,1134.1.2.2,PF24994,PF24994,supports_commons
1.1.5.73,3213899,P91484_F1_nD1,provisional,t,1.1.5.49,"PF00089,PF03761",PF03761,supports_old
12.1.1.114,3603232,Q58865_F1_nD2,provisional,t,,PF10102,PF10102,supports_commons
1.2.1.4,1693513,e1ihmA2,manual,t,1.2.1.2,"PF00915,PF08435",,no_arch
12.3.1.50,4886069,Q2U5P7_nD1,provisional,f,,PF28395,,no_arch
130.1.1.33,184739,e2kngA1,manual,t,130.1.1.9,PF23359,,no_arch
139.2.1.18,2576201,e6i5bA2,manual,t,139.2.1.2,"PF02335,PF13435,PF14522",,no_arch
145.1.1.68,3831253,Q9SD60_F1_nD1,provisional,t,,PF08268,PF08268,supports_commons
148.1.3.208,4885911,Q2IBF7_nD6,provisional,f,,PF25408,,no_arch
150.1.1.100,3265748,Q54P13_F1_nD1,provisional,t,150.1.1.21,PF24357,PF24357,supports_commons
150.1.1.103,3817447,Q9LZ73_F1_nD1,provisional,t,,PF04305,PF04305,supports_commons
150.1.1.104,4002117,A0A158Q5L0_F1_nD10,provisional,t,4207.1.1.22,PF24874,PF24874,supports_commons
150.1.1.105,3634113,C1H2H7_F1_nD5,provisional,t,150.1.1.33,PF13329,,supports_commons
150.1.1.122,3768875,D3ZMR5_F1_nD1,provisional,t,,PF14997,PF14997,supports_commons
150.1.2.21,3678595,A0A1D6MFX8_F1_nD4,provisional,t,,PF04305,PF04305,supports_commons
150.5.1.119,3704953,Q4CXA6_F1_nD4,provisional,t,150.5.1.32,PF11040,PF11040,ambiguous_both
150.5.1.76,3467691,A0A0P0VY08_F1_nD1,provisional,t,,PF06533,PF06533,supports_commons
150.8.1.5,4473372,P9WJE1_nD1,provisional,f,,PF18879,PF18879,supports_commons
159.1.1.5,2322931,e5n0pA3,provisional,t,,PF31221,,no_arch
170.1.1.22,2797118,e7lgaA1,provisional,t,170.1.1.3,PF30901,,no_arch
170.1.1.30,3295851,A0A0R0ELD9_F1_nD1,provisional,t,170.1.1.8,"PF14223,PF14244","PF14223,PF14244",supports_commons
174.1.1.53,4638641,P0AD47_nD1,provisional,f,,PF07681,PF07681,supports_commons
174.1.1.58,3816910,Q56Y76_F1_nD1,provisional,t,,PF14780,PF14780,supports_commons
187.1.1.14,1390914,e3cf4A4,provisional,t,187.1.1.2,"PF12800,PF12838",,no_arch
192.1.1.47,3643501,K7TWQ5_F1_nD2,provisional,t,,PF04859,PF04859,supports_commons
192.15.1.46,4393970,Q54HG9_nD4,provisional,f,,PF25147,PF25147,supports_commons
192.18.1.12,3650916,B4FAA5_F1_nD1,provisional,t,,PF12159,PF12159,supports_commons
192.24.1.6,3630104,A0A044V8V3_F1_nD3,provisional,t,192.24.1.5,"PF05645,PF08221,PF22536","PF05645,PF08221,PF22536",ambiguous_both
192.29.1.167,3975330,Q8ZRA5_F1_nD6,provisional,t,,PF12794,PF12794,supports_commons
192.29.1.191,3650079,K7VCK5_F1_nD1,provisional,t,,PF12552,PF12552,supports_commons
192.29.1.232,3469983,A0A5K4F914_F1_nD4,provisional,t,,PF16533,PF16533,supports_commons
192.29.1.270,3825907,Q2HIG7_F1_nD1,provisional,t,,PF04178,PF04178,supports_commons
192.29.1.298,2967092,e8a3kUNK1,provisional,t,,PF30778,,no_arch
192.7.1.29,3181675,U7PIY3_F1_nD4,provisional,t,192.7.1.16,"PF12621,PF14703",PF12621,supports_old
192.8.1.14,3869592,Q80ST9_F1_nD2,provisional,f,,PF15619,,supports_commons
192.8.1.372,3388565,Q9VKW4_F1_nD2,provisional,t,192.8.1.248,"PF23203,PF25764","PF23203,PF25764",supports_commons
192.8.1.394,3947112,A0A0H3GLB4_F1_nD1,provisional,t,,PF12795,PF12795,supports_commons
192.8.1.420,3778270,F1LTT6_F1_nD1,provisional,t,,PF14988,PF14988,supports_commons
192.8.1.423,3776016,G3V7R6_F1_nD1,provisional,t,,PF12180,PF12180,supports_commons
192.8.1.449,3602448,Q58651_F1_nD2,provisional,t,192.8.1.130,PF24034,PF24034,supports_commons
192.8.1.450,3237896,Q17912_F1_nD3,provisional,t,,PF12537,PF12537,supports_commons
192.8.1.476,3831508,Q9SJ23_F1_nD1,provisional,t,,PF05617,PF05617,supports_commons
2002.1.1.269,1240413,e3rlgA2,provisional,t,2002.1.1.175,"PF13653,PF31089",,no_arch
2002.1.1.301,8818,e1gcyA2,manual,t,2002.1.1.5,PF09081,,no_arch
2002.1.1.413,4886542,Q3SHE7_nD2,provisional,f,,PF22617,,no_arch
2003.1.1.155,184980,e2x58A2,manual,t,2003.1.1.36,"PF02737,PF03807",,no_arch
2003.1.11.7,4886087,B0KGD9_nD2,provisional,f,,PF02826,,no_arch
2003.1.1.192,4006212,P39829_F1_nD3,provisional,t,2003.1.1.89,PF20629,PF20629,supports_commons
2003.1.1.210,3663186,A0A1D6HQF5_F1_nD1,provisional,t,2003.1.1.27,"PF01370,PF07993,PF08338",PF08338,points_other
2003.1.1.291,4886526,B0KRH6_nD1,provisional,f,,PF22660,,no_arch
2003.1.2.103,3616040,A0A044TD92_F1_nD1,provisional,t,2003.1.2.34,"PF07156,PF13450","PF07156,PF13450",supports_commons
2003.1.2.120,3187402,U7Q5I9_F1_nD1,provisional,t,2003.1.2.41,"PF12831,PF13450",PF12831,supports_old
2003.1.2.59,4885952,Q3SRR6_nD1,provisional,f,,"PF01134,PF13450",,no_arch
2003.1.2.63,9224,e1kdgA2,manual,t,2003.1.2.3,"PF00732,PF05199,PF13450",,no_arch
2003.1.2.69,9280,e1w4xA1,manual,t,2003.1.2.29,"PF13450,PF13738",,no_arch
2003.1.5.200,1278961,e3g07A2,provisional,t,2003.1.5.58,"PF06859,PF13649",,no_arch
2003.1.5.368,3201008,C0P138_F1_nD1,provisional,t,2003.1.5.104,"PF01135,PF12589,PF13649","PF12589,PF13649",points_other
2003.1.9.8,1870442,e3cmmA1,manual,t,2003.1.9.1,"PF00899,PF16191",,no_arch
2004.1.1.415,9774,e1iqpA3,manual,t,2004.1.1.1,"PF00004,PF05496",,no_arch
2004.1.1.418,2132493,e5bk472,provisional,t,2004.1.1.46,"PF00493,PF01078",,no_arch
2004.1.1.424,4886486,A4W7A9_nD2,provisional,f,,"PF01078,PF07724,PF07728",,no_arch
2004.1.1.427,3704662,Q4CRR5_F1_nD13,provisional,t,2004.1.1.246,"PF07999,PF20445",PF20445,supports_old
2004.1.1.432,3583537,A0A3P7DR85_F1_nD1,provisional,t,2004.1.1.337,"PF00004,PF03215",PF03215,supports_old
2004.1.1.437,375982,e3kb1B1,provisional,t,2004.1.1.175,"PF10609,PF13614",,no_arch
2004.1.1.457,234135,e4ernA1,provisional,t,2004.1.1.210,"PF00271,PF16203",,no_arch
2004.1.1.462,9749,e1qvrC4,manual,t,2004.1.1.1,PF23569,,no_arch
2004.1.1.463,2420114,e6a1zA1,provisional,t,2004.1.1.27,"PF00225,PF16183,PF16796",,no_arch
2004.1.1.465,143810,e2xitA1,provisional,t,2004.1.1.167,"PF09140,PF13614",,no_arch
2004.1.1.474,9605,e1wf3A2,manual,t,2004.1.1.73,"PF00350,PF01926",,no_arch
2004.1.1.485,1105357,e2vsfA2,provisional,t,2004.1.1.145,"PF00270,PF06733",,no_arch
2004.1.1.500,1117696,e3vkhA3,manual,t,2004.1.1.156,"PF07728,PF12774",,no_arch
2004.1.1.507,3964459,Q5FAB0_F1_nD3,provisional,t,,"PF00270,PF00271,PF19833","PF00270,PF00271,PF19833",supports_commons
2004.1.1.514,1779584,e5dnyB1,manual,t,2004.1.1.198,"PF13476,PF13555,PF13558",,no_arch
2004.1.1.528,3812750,F4JTF6_F1_nD4,provisional,t,2004.1.1.291,"PF00176,PF00271,PF06465,PF11496","PF00271,PF06465,PF11496",supports_commons
2004.1.1.535,3600560,A4HVY4_F1_nD2,provisional,t,2004.1.1.240,"PF06862,PF22916","PF06862,PF22916",supports_commons
2004.1.1.552,3280179,K0EV34_F1_nD2,provisional,t,2004.1.1.286,"PF02534,PF12696","PF02534,PF12696",supports_commons
2004.1.1.560,3412769,Q9V453_F1_nD1,provisional,t,,"PF13871,PF13872","PF13871,PF13872",supports_commons
2004.1.1.602,2116453,e5x0yO2,provisional,t,2004.1.1.25,"PF00176,PF00271,PF11496,PF14619",,no_arch
2004.1.1.731,3980729,Q8ZMZ3_F1_nD1,provisional,t,2004.1.1.275,"PF05876,PF20454",PF05876,supports_old
2004.1.1.761,4885915,B0K7T0_nD2,provisional,f,,PF22740,,no_arch
2004.1.1.923,4886574,A4WEY3_nD6,provisional,f,,PF22042,,no_arch
2004.5.1.16,3175840,P36090_F1_nD2,provisional,t,2004.5.1.6,"PF09804,PF14831",PF14831,supports_old
2005.1.1.91,4886124,Q3SL86_nD1,provisional,f,,PF13603,,no_arch
2006.1.4.32,3740632,Q9UTN2_F1_nD1,provisional,t,2006.1.4.19,"PF00752,PF12247",PF00752,supports_old
2007.12.1.5,4886474,Q2U9M7_nD2,provisional,f,,PF07691,,no_arch
2007.1.3.42,2491385,e5wlpA1,provisional,t,,PF29921,,no_arch
2007.15.1.11,2041636,e5ulmA1,manual,t,109.4.1.193,PF13281,PF13281,supports_commons
2007.15.1.9,3559955,O95382_F1_nD1,provisional,t,,"PF13281,PF20309",PF20309,supports_commons
2007.1.7.7,4886429,Q088S6_nD2,provisional,f,,PF24621,,no_arch
2007.2.3.21,10114,e2shpA3,manual,t,2007.2.3.1,"PF00102,PF22784",,no_arch
2007.2.5.3,3423043,Q2QNJ3_F1_nD2,provisional,t,2007.2.5.2,"PF00581,PF12368",PF12368,supports_old
2007.6.1.17,4885869,A7GD48_nD1,provisional,f,,"PF01380,PF22645",,no_arch
2008.1.1.156,4223715,Q5VXU9_nD3,provisional,f,,PF29906,PF29906,supports_commons
2008.1.1.203,4885968,Q1JCJ8_nD1,provisional,f,,"PF00580,PF13245,PF13361",,no_arch
2011.1.1.23,4886215,A7GR91_nD2,provisional,f,,PF07687,,no_arch
205.1.1.39,2573473,e5odcA3,provisional,t,205.1.1.15,"PF00037,PF14697",,no_arch
205.1.1.42,5478,e3c8yA3,manual,t,205.1.1.16,"PF00037,PF12837,PF12838",PF12838,supports_old
205.1.1.71,1107951,e1h0hB2,manual,t,205.1.1.17,"PF12838,PF13247",,no_arch
205.1.1.81,1167701,e3j15B8,provisional,t,205.1.1.7,"PF00037,PF04068,PF12838",,no_arch
206.1.1.226,4199525,P39405_nD1,provisional,f,,"PF06276,PF11575","PF06276,PF11575",supports_commons
206.1.1.74,3671474,A0A1X7YG27_F1_nD1,provisional,t,206.1.1.59,"PF00069,PF07714","PF00069,PF07714",ambiguous_both
206.1.1.88,3520924,A0A077Z471_F1_nD4,provisional,t,206.1.1.44,"PF02958,PF07914","PF02958,PF07914",supports_commons
206.1.1.97,4111346,P27240_nD1,provisional,f,,"PF03109,PF06176",PF06176,points_other
207.1.1.130,7192,e1oznA1,manual,t,207.1.1.24,"PF00560,PF13306,PF13855",,no_arch
207.1.1.131,3341551,A0A0R0GIF6_F1_nD1,provisional,t,207.1.1.76,"PF00560,PF08263,PF13855,PF23598","PF00560,PF08263,PF23598",points_other
207.1.1.132,3302627,I1NHU2_F1_nD2,provisional,t,207.1.1.63,"PF00560,PF13516,PF13855","PF00560,PF13516,PF13855",supports_commons
207.1.1.135,1406783,e4q3gB1,provisional,t,207.1.1.3,"PF00560,PF08263,PF23598","PF08263,PF23598",supports_commons
207.1.1.137,3990384,A0A0N4U9Q2_F1_nD1,provisional,t,207.1.1.45,"PF00560,PF12799,PF13855","PF12799,PF13855",supports_old
207.1.1.140,7194,e1xkuA1,manual,t,207.1.1.24,"PF00560,PF01462,PF13855",,no_arch
207.1.1.142,1030869,e1h6tA3,manual,t,207.1.1.20,"PF00560,PF12799,PF13516,PF13855",,no_arch
207.1.1.148,4478398,Q15435_nD1,provisional,f,,"PF00560,PF12799,PF14580","PF12799,PF14580",points_other
207.1.1.149,3481383,A0A3Q0KKP4_F1_nD3,provisional,t,207.1.1.91,"PF12799,PF14580","PF12799,PF14580",supports_commons
207.1.1.151,2141472,e5y9wB1,provisional,t,207.1.1.13,"PF00560,PF08263,PF12799,PF13855",,no_arch
207.1.1.163,3295711,A0A0R0G173_F1_nD1,provisional,t,207.1.1.57,"PF00560,PF08263,PF13516,PF13855,PF23598","PF00560,PF08263,PF13855,PF23598",points_other
207.1.1.164,7193,e1w8aA1,manual,t,207.1.1.11,"PF00560,PF01462,PF01463,PF13855",,no_arch
207.1.1.167,3369990,I1N8B7_F1_nD1,provisional,t,207.1.1.75,"PF00560,PF08263,PF12799,PF23598","PF08263,PF23598",points_other
207.1.1.172,3450762,Q7F0P3_F1_nD2,provisional,t,207.1.1.77,"PF08387,PF24758","PF08387,PF24758",supports_commons
207.1.1.179,1255183,e2z62A4,provisional,t,207.1.1.15,"PF00560,PF12799,PF13306,PF13516,PF13855",,no_arch
207.1.1.187,3528379,Q8IUZ0_F1_nD1,provisional,t,207.1.1.88,"PF12799,PF13855,PF14580","PF12799,PF14580",supports_old
207.1.1.189,3628024,A0A044V984_F1_nD1,provisional,t,207.1.1.89,"PF00560,PF12799,PF13516,PF14580","PF12799,PF14580",supports_old
207.1.1.193,3665969,B4FI01_F1_nD1,provisional,t,207.1.1.40,"PF00560,PF08263,PF12799,PF13855,PF23598","PF08263,PF13855,PF23598",points_other
207.1.1.197,7198,e1dceA3,manual,t,207.1.1.29,"PF00560,PF14580",,no_arch
207.1.1.200,1284444,e4mqwX1,provisional,t,207.1.1.17,"PF01462,PF12369,PF13306",,no_arch
207.1.1.237,4579952,Q8R5M3_nD1,provisional,f,,"PF00560,PF13306,PF13855,PF23598","PF13306,PF13855",points_other
207.1.1.243,3686677,A0A1C1D165_F1_nD1,provisional,t,207.1.1.44,PF24864,PF24864,supports_commons
207.1.1.283,3556549,Q16288_F1_nD1,provisional,t,207.1.1.49,"PF00560,PF01462,PF13855,PF16920","PF01462,PF13855,PF16920",supports_old
207.1.1.317,3303926,I1LEG9_F1_nD1,provisional,t,207.1.1.93,"PF14580,PF20919",PF20919,supports_old
207.1.1.332,1759149,e4cilA2,provisional,t,207.1.1.19,"PF12468,PF12799,PF13516,PF13855",,no_arch
207.2.1.70,2849216,e7o17A1,provisional,t,207.2.1.13,"PF05048,PF13229",PF05048,supports_old
207.2.1.80,3987210,Q59947_F1_nD4,provisional,t,207.2.1.42,"PF05342,PF07581",PF07581,supports_old
207.2.1.83,3838480,O25331_F1_nD2,provisional,t,,PF03077,PF03077,supports_commons
207.4.1.5,3571723,P59991_F1_nD1,provisional,t,207.4.1.4,"PF05287,PF13885",PF05287,supports_old
207.6.1.26,3531139,Q8N307_F1_nD1,provisional,t,207.6.1.11,PF21824,PF21824,ambiguous_both
207.9.1.6,3249938,Q55EY9_F1_nD2,provisional,t,207.9.1.3,"PF00805,PF13599","PF00805,PF13599",supports_commons
208.2.1.12,4152117,P9WIF3_nD2,provisional,f,,PF21526,PF21526,supports_commons
2.1.1.225,3701262,Q4CQP2_F1_nD3,provisional,t,2.1.1.212,PF30388,PF30388,supports_commons
2.1.1.250,3362433,K7L8G1_F1_nD3,provisional,t,2.1.1.149,PF30827,PF30827,supports_commons
2.1.1.262,168820,e2k14A1,provisional,t,,PF31148,PF31148,supports_commons
2.1.1.315,3357873,K7L3K2_F1_nD2,provisional,t,2.1.1.124,"PF17244,PF17245,PF17246","PF17244,PF17245,PF17246",supports_commons
213.1.1.75,11106,e1lrzA3,manual,t,213.1.1.7,"PF02388,PF13480",,no_arch
219.1.1.117,2491409,e6hv6A2,provisional,t,219.1.1.21,PF30660,,no_arch
219.1.1.163,2625578,e6winA1,provisional,t,,PF31135,,no_arch
220.1.1.167,3855031,D4AFX7_F1_nD2,provisional,t,220.1.1.80,PF29707,PF29707,supports_commons
220.1.1.187,3426886,A0A0P0VIW0_F1_nD3,provisional,t,220.1.1.117,PF25037,PF25037,supports_commons
221.1.1.198,3785666,A0A1D8PC56_F1_nD2,provisional,t,221.1.1.98,PF11055,PF11055,ambiguous_both
221.1.1.208,3296798,A0A0R0LEX6_F1_nD1,provisional,t,221.1.1.158,PF00614,PF00614,supports_commons
221.1.1.209,3601745,A4I8D6_F1_nD3,provisional,t,,"PF01926,PF08438","PF01926,PF08438",supports_commons
223.1.1.103,4008916,P76330_F1_nD1,provisional,t,223.1.1.67,"PF17151,PF30448","PF17151,PF30448",supports_commons
223.1.1.117,2491423,e6dgaA1,provisional,t,,PF30418,,no_arch
223.1.1.156,4010374,P37649_F1_nD2,provisional,t,,PF17154,PF17154,supports_commons
223.1.1.98,3500172,A0A3Q0KM99_F1_nD4,provisional,t,223.1.1.71,PF30670,"PF08473,PF30670",points_other
223.2.1.46,3921891,B8A4V9_F1_nD1,provisional,t,223.2.1.30,"PF14636,PF14637",PF14636,supports_old
229.1.1.10,3615546,Q57YE8_F1_nD2,provisional,t,229.1.1.5,PF29595,PF29595,supports_commons
230.3.1.3,4886682,Q4USR1_nD1,provisional,f,,PF25025,,no_arch
234.3.1.6,3839094,O34410_F1_nD2,provisional,t,234.3.1.5,"PF12033,PF18812",PF18812,supports_old
241.9.1.2,3164368,P44169_F1_nD2,provisional,t,,PF18899,PF18899,supports_commons
243.1.1.109,3216011,O44775_F1_nD1,provisional,t,243.1.1.46,"PF17354,PF20839","PF17354,PF20839",supports_commons
243.1.1.77,3963115,X8F2F3_F1_nD1,provisional,t,243.1.1.73,PF29518,PF29518,supports_commons
244.4.1.3,6738,e1ublL5,manual,t,244.4.1.2,"PF00374,PF27537",,no_arch
246.2.1.22,3590176,A0A132Z5D2_F1_nD3,provisional,t,246.2.1.14,"PF00149,PF06874",PF06874,supports_old
247.1.1.40,2579494,e6tt5AAA1,provisional,t,247.1.1.9,"PF07522,PF23023",,no_arch
2484.1.1.202,3587928,A0A4U3ZUY4_F1_nD5,provisional,t,2484.1.1.127,"PF00665,PF13333","PF00665,PF13333",supports_commons
2484.1.1.211,3953828,I6Y263_F1_nD2,provisional,t,,"PF01385,PF07282","PF01385,PF07282",supports_commons
2484.1.1.212,3935951,A0A0K0EK66_F1_nD6,provisional,t,,PF17917,PF17919,points_other
2484.1.1.231,3986558,Q328A0_F1_nD4,provisional,t,2484.1.1.121,"PF03050,PF13817",PF13817,supports_old
2484.1.1.233,3236742,P91440_F1_nD3,provisional,t,,PF06918,PF06918,supports_commons
2484.1.1.248,3979705,Q8ZQ96_F1_nD2,provisional,t,,PF20454,PF20454,supports_commons
2484.1.1.302,4210651,Q58161_nD2,provisional,f,,PF07282,PF07282,supports_commons
2484.1.1.315,3570901,Q9H5L6_F1_nD3,provisional,t,2484.1.1.173,"PF21787,PF21788,PF21789","PF21787,PF21788,PF21789",ambiguous_both
2485.3.1.18,3977985,Q8ZQG9_F1_nD3,provisional,t,2485.3.1.15,PF25209,PF25209,supports_commons
2486.1.1.14,149006,e3rstA1,provisional,t,2486.1.1.5,"PF00574,PF01343",,no_arch
2486.1.1.22,4089356,Q58890_nD1,provisional,f,,"PF01972,PF25145",PF01972,points_other
2498.1.1.147,3388388,Q0P9Y5_F1_nD2,provisional,t,2498.1.1.67,PF25448,PF25448,supports_commons
274.1.1.51,3943050,A0A0H3GSM5_F1_nD1,provisional,t,274.1.1.28,PF27121,"PF07963,PF27121",ambiguous_both
283.2.1.10,3513463,A0A077ZHG9_F1_nD7,provisional,t,283.2.1.6,PF29514,,no_arch
292.2.1.15,2136730,e5xynC1,provisional,t,,PF29923,,no_arch
296.1.1.3,1180600,e3noyA4,provisional,t,296.1.1.2,PF26540,,no_arch
300.1.1.16,3830114,P58766_F1_nD2,provisional,t,300.1.1.13,"PF00614,PF13091",PF00614,points_other
300.1.1.17,3791796,A0A0K0JPB3_F1_nD2,provisional,t,300.1.1.11,"PF13091,PF13918",PF13918,supports_old
304.156.1.4,3444368,Q6YZK5_F1_nD2,provisional,t,,PF11016,PF11016,supports_commons
304.28.1.25,3658501,A0A1D6HZA5_F1_nD2,provisional,t,304.28.1.10,"PF14214,PF23343",PF14214,supports_old
304.7.1.25,4135575,P0DN74_nD1,provisional,f,,PF11823,PF11823,supports_commons
304.9.1.112,3753958,F1LQS0_F1_nD2,provisional,t,304.9.1.44,"PF07292,PF23085","PF07292,PF23085",supports_commons
304.9.1.139,3532878,Q9BZB8_F1_nD2,provisional,t,304.9.1.60,"PF00076,PF16368",,no_arch
304.9.1.79,3797378,A0A0J9YAP5_F1_nD3,provisional,t,304.9.1.41,PF28976,"PF16294,PF28976",points_other
304.9.1.87,2491505,e6ffyA6,provisional,t,,PF30891,,no_arch
305.1.1.8,4886343,Q2IXN6_nD1,provisional,f,,PF01000,,no_arch
306.6.1.2,4511962,Q32EU0_nD2,provisional,f,,PF02119,,supports_commons
307.1.1.11,1497958,e2mxzA1,provisional,t,,PF31190,,no_arch
3071.1.1.7,2475125,e6rbkC4,provisional,t,,PF30637,,no_arch
309.1.1.16,3365352,A0A0R4J2L6_F1_nD1,provisional,t,309.1.1.13,"PF00675,PF05193,PF08367,PF22516","PF00675,PF05193,PF08367,PF22516",supports_commons
312.1.1.21,3272015,Q54SD6_F1_nD1,provisional,t,312.1.1.15,"PF01087,PF16269",PF16269,supports_old
314.1.1.43,4885763,C0RI89_nD3,provisional,f,,PF02938,,no_arch
316.2.1.3,3948813,A0A0H3GQB5_F1_nD2,provisional,t,316.2.1.2,"PF11459,PF17194",PF11459,supports_old
3236.2.1.10,3674572,C0PFG7_F1_nD1,provisional,t,,PF05684,PF05684,supports_commons
3236.2.1.8,3980613,Q8ZQK4_F1_nD2,provisional,t,,PF06826,PF06826,supports_commons
3236.2.1.9,3424397,Q7XBT7_F1_nD1,provisional,t,,PF04172,PF04172,supports_commons
3246.1.1.7,3628244,A0A044SLU3_F1_nD5,provisional,t,3246.1.1.6,PF25379,PF25379,supports_commons
325.1.7.44,3360137,K7KTF9_F1_nD1,provisional,t,,"PF03790,PF03791","PF03790,PF03791",supports_commons
325.1.7.55,2137466,e5nenA1,provisional,t,325.1.7.10,"PF00364,PF25984",,no_arch
327.11.2.48,3949582,Q9CD02_F1_nD1,provisional,t,604.5.1.5,PF23771,"PF10979,PF23771",supports_commons
327.11.2.86,1277253,e2cy1A2,provisional,t,327.11.2.2,PF26594,PF07650,supports_old
327.1.1.8,3677499,A0A1D6P2I2_F1_nD2,provisional,t,,PF14214,PF14214,supports_commons
327.16.1.10,2702007,e7cikA2,provisional,t,327.16.1.2,PF29189,,no_arch
327.16.1.18,4528550,Q60327_nD1,provisional,f,,PF11823,PF11823,supports_commons
3289.1.1.11,3716595,Q4DZI5_F1_nD2,provisional,t,3289.1.1.6,"PF14744,PF14745,PF14746","PF14744,PF14745,PF14746",supports_commons
3289.1.1.14,3239820,Q9NA99_F1_nD2,provisional,t,3289.1.1.9,"PF14744,PF14746","PF14744,PF14745,PF14746",points_other
3291.1.1.129,4618994,Q9VDV3_nD1,provisional,f,,PF15967,,supports_commons
3355.1.1.29,3988675,Q8DNB1_F1_nD1,provisional,t,3355.1.1.10,"PF03600,PF07158","PF03600,PF07158",supports_commons
