ecod_uid,f_id,ecod_domain_id,ecod_source_id,seqid_range,dtype
4969091,310.2.1.86,EPP00026257_nD1,EPP00026257,1-120,computed structural model
4945813,2487.1.1.26,A0A9Y1FK81_F1_nD1,A0A9Y1FK81_F1,81-225,computed structural model
3380395,109.4.1.2972,I1MGZ1_F1_nD1,I1MGZ1_F1,106-829,computed structural model
3443442,3939.1.1.149,Q40703_F1_nD2,Q40703_F1,91-145,computed structural model
4109554,109.4.1.3338,Q5ZIC8_nD1,Q5ZIC8_F1,6-950,computed structural model
4943219,205.1.1.123,A0A9Y1BIQ9_F1_nD4,A0A9Y1BIQ9_F1,436-590,computed structural model
3502023,605.1.1.201,A0A077ZH25_F1_nD2,A0A077ZH25_F1,31-100,computed structural model
4257110,256.1.1.11,O32030_nD1,O32030_F1,6-65,computed structural model
5081568,2005.1.1.127,UPI00355FFA8D_nD2,UPI00355FFA8D,326-425,computed structural model
3172548,601.3.1.12,P0CX63_F1_nD2,P0CX63_F1,261-355,computed structural model
3242356,605.4.1.19,Q11078_F1_nD1,Q11078_F1,26-115,computed structural model
4028404,3331.1.1.18,Q8IL84_F1_nD4,Q8IL84_F1,1541-1855,computed structural model
3927853,633.6.1.31,A0A0K0E4E5_F1_nD1,A0A0K0E4E5_F1,"6-90,116-165,201-350,381-440",computed structural model
3660416,109.4.1.2686,A0A1D6Q4Y6_F1_nD1,A0A1D6Q4Y6_F1,31-210,computed structural model
3817533,3939.1.1.276,A4GSN8_F1_nD4,A4GSN8_F1,171-250,computed structural model
3785667,3712.1.1.10,A0A1D8PC56_F1_nD1,A0A1D8PC56_F1,116-210,computed structural model
4134831,3755.3.1.503,Q90Z16_nD5,Q90Z16_F1,"271-325,331-390,406-435,441-485",computed structural model
3601525,603.1.1.176,A4ICL0_F1_nD1,A4ICL0_F1,"21-60,96-160,306-340,366-490",computed structural model
4085442,3291.1.1.189,P13692_nD1,P13692_F1,61-180,computed structural model
4431938,507.1.1.7,P74893_nD5,P74893_F1,461-665,computed structural model
4101956,105.2.1.95,Q75EN7_nD1,Q75EN7_F1,"86-270,276-330",computed structural model
3576349,5.1.2.52,A0A3P7DTJ1_F1_nD1,A0A3P7DTJ1_F1,21-150,computed structural model
4954719,2007.5.1.29,A5UP89_F1_nD1,A5UP89_F1,1-255,computed structural model
3217913,3911.1.1.5,O45283_F1_nD1,O45283_F1,41-195,computed structural model
4644110,11.1.1.1197,A0Q6X4_nD1,A0Q6X4_F1,36-160,computed structural model
3439727,109.7.1.23,Q10MU8_F1_nD3,Q10MU8_F1,456-530,computed structural model
3566283,4970.1.1.17,Q9P0U4_F1_nD5,Q9P0U4_F1,"401-460,516-550,591-640",computed structural model
4236831,604.6.1.50,O32073_nD1,O32073_F1,6-85,computed structural model
3786986,6026.1.1.47,Q59VF9_F1_nD1,Q59VF9_F1,121-185,computed structural model
3505505,5069.1.3.82,A0A077ZKL8_F1_nD2,A0A077ZKL8_F1,271-390,computed structural model
4179792,108.1.1.204,P33213_nD3,P33213_F1,"316-375,402-415",computed structural model
3403576,375.1.1.316,Q9W4S1_F1_nD2,Q9W4S1_F1,536-580,computed structural model
3393619,284.4.1.2,Q0E8R1_F1_nD1,Q0E8R1_F1,131-180,computed structural model
3165714,4076.3.1.10,P44228_F1_nD2,P44228_F1,86-120,computed structural model
3252114,223.2.1.56,Q55D43_F1_nD2,Q55D43_F1,"111-170,446-555",computed structural model
3801149,11.1.5.123,A0A5S6PIL5_F1_nD6,A0A5S6PIL5_F1,"1051-1270,1476-1485",computed structural model
3175250,304.9.1.164,P40523_F1_nD2,P40523_F1,"381-470,516-545,567-620",computed structural model
4129516,11.1.5.131,P25447_nD1,P25447_F1,26-163,computed structural model
3248479,109.3.1.421,Q55F81_F1_nD2,Q55F81_F1,"706-905,966-985",computed structural model
3733695,109.4.1.2513,A0A0D2GCA6_F1_nD2,A0A0D2GCA6_F1,"256-290,356-470",computed structural model
3589440,144.1.1.7,A0A5P3FYZ0_F1_nD3,A0A5P3FYZ0_F1,146-285,computed structural model
3941745,241.15.1.4,A0A0H3H5U9_F1_nD1,A0A0H3H5U9_F1,11-155,computed structural model
4100162,378.1.1.36,P25237_nD2,P25237_F1,101-190,computed structural model
3537851,375.1.1.283,O75808_F1_nD8,O75808_F1,956-1085,computed structural model
4436275,632.1.1.32,O14193_nD1,O14193_F1,6-120,computed structural model
3241773,3939.1.1.288,E2JKZ0_F1_nD5,E2JKZ0_F1,711-1165,computed structural model
3677185,4992.1.1.27,A0A1D6LHQ3_F1_nD2,A0A1D6LHQ3_F1,121-210,computed structural model
4049739,3121.1.1.14,P54469_nD2,P54469_F1,86-185,computed structural model
3404189,391.1.1.21,A0A0B4K7J4_F1_nD5,A0A0B4K7J4_F1,1021-1065,computed structural model
3848548,109.29.1.2,P41230_F1_nD7,P41230_F1,936-1040,computed structural model
3860607,109.4.1.3403,Q80XJ3_F1_nD3,Q80XJ3_F1,"171-1255,2351-2380",computed structural model
4522721,5046.1.1.237,P18169_nD3,P18169_F1,"496-520,601-680",computed structural model
3830572,5058.1.1.84,Q56X46_F1_nD5,Q56X46_F1,356-460,computed structural model
4258958,6132.1.1.11,Q5T5N4_nD1,Q5T5N4_F1,236-305,computed structural model
4937456,601.7.1.74,A0A5Q0UFW4_F1_nD1,A0A5Q0UFW4_F1,21-160,computed structural model
3211796,604.1.1.209,G5EG48_F1_nD1,G5EG48_F1,56-175,computed structural model
4413995,103.2.1.5,Q8F3P1_nD1,Q8F3P1_F1,21-165,computed structural model
3316389,4.8.1.44,K7M082_F1_nD1,K7M082_F1,76-215,computed structural model
3210983,376.1.2.36,Q09600_F1_nD3,Q09600_F1,796-845,computed structural model
3462755,101.1.3.31,Q6H5V6_F1_nD1,Q6H5V6_F1,51-110,computed structural model
4594299,2004.1.1.1037,P74442_nD1,P74442_F1,1-215,computed structural model
3357746,304.12.1.8,C6TGE0_F1_nD2,C6TGE0_F1,166-235,computed structural model
3712893,605.1.1.307,Q4D7H5_F1_nD2,Q4D7H5_F1,46-110,computed structural model
4461164,2011.2.1.18,P37521_nD1,P37521_F1,21-190,computed structural model
4941565,377.1.1.135,A0A7D6BTF2_F1_nD2,A0A7D6BTF2_F1,36-75,computed structural model
3257311,7512.1.1.131,Q54G73_F1_nD1,Q54G73_F1,"1-200,221-398",computed structural model
3275411,192.15.1.193,Q86A18_F1_nD3,Q86A18_F1,381-455,computed structural model
4945709,102.2.1.14,A0A9Y1FJI9_F1_nD2,A0A9Y1FJI9_F1,136-235,computed structural model
3785757,109.4.1.2690,A0A1D8PIR2_F1_nD1,A0A1D8PIR2_F1,1-975,computed structural model
4158787,3597.1.1.6,P38536_nD1,P38536_F1,43-140,computed structural model
4180862,3291.1.1.206,Q3JL24_nD3,Q3JL24_F1,"216-255,311-380",computed structural model
3907413,325.1.7.51,Q1LVI5_F1_nD1,Q1LVI5_F1,341-415,computed structural model
3789316,4207.1.1.54,Q5ANE4_F1_nD1,Q5ANE4_F1,"1-65,216-260",computed structural model
3279091,4019.1.1.8,K0EP09_F1_nD1,K0EP09_F1,41-190,computed structural model
3572731,389.1.3.36,Q9C0I4_F1_nD4,Q9C0I4_F1,297-335,computed structural model
3499672,1203.1.2.13,A0A5K4F9K5_F1_nD1,A0A5K4F9K5_F1,21-170,computed structural model
3835500,192.15.1.163,O24606_F1_nD2,O24606_F1,86-145,computed structural model
3415390,192.18.1.17,Q8IPM2_F1_nD2,Q8IPM2_F1,96-165,computed structural model
3851222,304.28.1.34,Q3TDN0_F1_nD1,Q3TDN0_F1,"166-240,296-680,701-1135",computed structural model
3450949,4207.1.2.63,A0A0P0WJ22_F1_nD2,A0A0P0WJ22_F1,61-160,computed structural model
3528312,3839.1.1.6,K7EJ46_F1_nD1,K7EJ46_F1,6-30,computed structural model
3548646,604.6.1.52,O60244_F1_nD1,O60244_F1,46-145,computed structural model
3572981,6006.1.1.5,Q8NCR3_F1_nD3,Q8NCR3_F1,161-255,computed structural model
4049733,3071.1.1.8,P54336_nD3,P54336_F1,196-260,computed structural model
3253299,601.33.1.20,Q54CL4_F1_nD1,Q54CL4_F1,1-110,computed structural model
3843567,3554.1.1.4,Q61312_F1_nD2,Q61312_F1,306-425,computed structural model
3647618,11.1.5.118,A0A1D6EQP6_F1_nD7,A0A1D6EQP6_F1,681-785,computed structural model
4455311,2006.1.1.69,Q55034_nD1,Q55034_F1,6-420,computed structural model
3445635,3718.1.1.23,C7IYF6_F1_nD1,C7IYF6_F1,6-120,computed structural model
3964948,1.1.16.4,Q5F9A2_F1_nD1,Q5F9A2_F1,16-140,computed structural model
4946723,7592.1.1.13,A0A9Y1FM48_F1_nD1,A0A9Y1FM48_F1,1-150,computed structural model
4027391,10.1.1.114,O97302_F1_nD15,O97302_F1,981-1085,computed structural model
3728547,611.7.1.18,A0A0D2H9N7_F1_nD1,A0A0D2H9N7_F1,1-250,computed structural model
4948692,206.1.3.120,A0AAF0IBS2_F1_nD1,A0AAF0IBS2_F1,"1-165,183-375",computed structural model
5069126,11.1.4.137,UPI003175F23D_nD1,UPI003175F23D,51-155,computed structural model
4602109,109.4.1.3063,O32286_nD1,O32286_F1,21-120,computed structural model
3570007,386.1.1.354,A7MCY6_F1_nD2,A7MCY6_F1,"96-180,226-330",computed structural model
3441331,11.1.5.115,A0A0P0VYZ5_F1_nD4,A0A0P0VYZ5_F1,681-765,computed structural model
4027168,389.1.3.34,Q8IBR8_F1_nD15,Q8IBR8_F1,1681-1725,computed structural model
3641604,244.1.1.39,A0A1D6P503_F1_nD1,A0A1D6P503_F1,126-239,computed structural model
3967499,601.33.1.23,Q9I356_F1_nD3,Q9I356_F1,"471-645,711-725",computed structural model
3847307,3939.1.1.319,P70388_F1_nD6,P70388_F1,441-910,computed structural model
5060597,633.6.1.56,UPI00275D5A76_nD3,UPI00275D5A76,"286-505,511-595",computed structural model
4511762,109.4.1.2603,A0A120KVR8_nD2,A0A120KVR8_F1,"616-830,861-905,911-945,951-1060,1091-1185,1221-1390",computed structural model
3521394,379.1.1.25,Q5HYA8_F1_nD3,Q5HYA8_F1,156-200,computed structural model
3962930,2007.1.5.16,X8EZJ1_F1_nD5,X8EZJ1_F1,526-705,computed structural model
3245037,3755.3.1.590,Q23064_F1_nD4,Q23064_F1,751-930,computed structural model
3586667,102.1.1.150,A0A3P7ETA6_F1_nD1,A0A3P7ETA6_F1,36-120,computed structural model
3969658,2004.1.1.1139,Q9HVA9_F1_nD5,Q9HVA9_F1,"6-220,686-935",computed structural model
3572526,386.1.1.377,O95567_F1_nD1,O95567_F1,201-255,computed structural model
3645234,605.1.1.233,A0A1D6MTE2_F1_nD3,A0A1D6MTE2_F1,571-630,computed structural model
4644368,11.1.4.120,P18164_nD1,P18164_F1,26-130,computed structural model
4078064,5069.1.2.4,B2XTC6_nD1,B2XTC6_F1,"6-95,151-175,356-380",computed structural model
4941689,5090.1.1.17,A0A832UNC7_F1_nD4,A0A832UNC7_F1,651-750,computed structural model
3443970,3939.1.1.322,Q0JLM7_F1_nD2,Q0JLM7_F1,111-200,computed structural model
3214160,12.1.1.110,Q17560_F1_nD2,Q17560_F1,401-485,computed structural model
3410592,101.1.8.25,Q9VZU3_F1_nD2,Q9VZU3_F1,336-390,computed structural model
4291301,192.10.1.8,P80872_nD1,P80872_F1,1-120,computed structural model
4634749,102.1.3.26,Q05766_nD2,Q05766_F1,241-450,computed structural model
4964356,304.8.1.125,D4GW75_F1_nD2,D4GW75_F1,56-164,computed structural model
3921594,5087.3.1.6,Q1MTC4_F1_nD3,Q1MTC4_F1,"626-935,961-1040,1166-1345",computed structural model
2834658,3156.1.1.31,e7thuBBB2,7thu_BBB,91-227,experimental structure
3193695,4953.1.1.38,U7PMB6_F1_nD7,U7PMB6_F1,1306-1410,computed structural model
3363421,101.1.2.730,I1KP31_F1_nD1,I1KP31_F1,36-100,computed structural model
3450837,101.1.1.502,Q6ZC35_F1_nD1,Q6ZC35_F1,71-150,computed structural model
3960055,592.1.1.14,X8F7H5_F1_nD1,X8F7H5_F1,1-130,computed structural model
3164335,3567.1.1.158,P45058_F1_nD1,P45058_F1,11-90,computed structural model
3463415,5074.1.1.13,A0A0N7KEN5_F1_nD1,A0A0N7KEN5_F1,11-45,computed structural model
3905461,148.1.3.371,Q802Y8_F1_nD1,Q802Y8_F1,6-125,computed structural model
5023211,310.3.1.25,Q8TWX6_F1_nD1,Q8TWX6_F1,6-115,computed structural model
4965632,192.7.1.85,D4GZ38_F1_nD2,D4GZ38_F1,146-210,computed structural model
3958416,3704.1.1.6,X8F814_F1_nD1,X8F814_F1,"1-160,186-200",computed structural model
4982026,150.1.1.209,EPP00028932_nD1,EPP00028932,71-210,computed structural model
4217776,11.1.1.1355,Q9CN17_nD1,Q9CN17_F1,36-159,computed structural model
3867244,4953.1.1.37,Q80U59_F1_nD1,Q80U59_F1,"31-70,103-145",computed structural model
3572308,4.1.1.460,Q6PII3_F1_nD5,Q6PII3_F1,246-310,computed structural model
3573655,108.1.1.177,A0A077ZAK1_F1_nD1,A0A077ZAK1_F1,11-285,computed structural model
3847016,5001.1.1.141,Q5XK03_F1_nD1,Q5XK03_F1,"51-75,111-165,331-355,416-440",computed structural model
3248507,207.9.1.2,Q54MC2_F1_nD2,Q54MC2_F1,546-740,computed structural model
5023798,101.1.12.15,Q8TY24_F1_nD2,Q8TY24_F1,326-385,computed structural model
4050320,109.4.1.3449,Q8SW17_nD1,Q8SW17_F1,6-130,computed structural model
3366373,11.1.1.1233,K7KZR0_F1_nD2,K7KZR0_F1,"56-95,116-270",computed structural model
3200271,2007.2.2.8,C0NXK8_F1_nD3,C0NXK8_F1,"211-350,376-400",computed structural model
3463832,386.1.1.334,Q8S1Z1_F1_nD2,Q8S1Z1_F1,"46-130,156-200",computed structural model
4564806,4120.1.1.76,O27741_nD1,O27741_F1,6-90,computed structural model
4973582,101.1.2.918,EPP00014326_nD2,EPP00014326,291-365,computed structural model
3267962,11.1.1.1308,Q54ET6_F1_nD15,Q54ET6_F1,2176-2270,computed structural model
3216756,109.4.1.3210,Q22639_F1_nD3,Q22639_F1,"301-575,656-780,821-1058",computed structural model
3689697,605.4.1.8,A0A1C1CGC4_F1_nD1,A0A1C1CGC4_F1,6-95,computed structural model
3812395,4006.1.1.9,F8S296_F1_nD6,F8S296_F1,1696-1880,computed structural model
3953809,2003.1.2.232,O05897_F1_nD1,O05897_F1,"1-210,306-470",computed structural model
4650163,603.5.1.36,Q29006_nD1,Q29006_F1,1-110,computed structural model
4929489,101.1.2.897,A0A060HSV2_F1_nD1,A0A060HSV2_F1,6-70,computed structural model
3716774,306.5.1.2,Q4D6Q6_F1_nD1,Q4D6Q6_F1,1-115,computed structural model
4421106,207.1.1.441,Q5F479_nD2,Q5F479_F1,"26-45,76-335",computed structural model
3177791,170.1.1.37,P47024_F1_nD3,P47024_F1,241-335,computed structural model
5021347,376.1.2.45,Q8PZ65_F1_nD1,Q8PZ65_F1,1-65,computed structural model
4961733,109.2.1.110,D4GPZ6_F1_nD1,D4GPZ6_F1,6-540,computed structural model
3916044,3684.1.1.35,A0A2R8QKJ7_F1_nD2,A0A2R8QKJ7_F1,"216-355,666-685",computed structural model
4484845,148.1.3.294,A7TJJ7_nD3,A7TJJ7_F1,246-330,computed structural model
3568378,5002.1.1.5,A0A0G2JKD1_F1_nD4,A0A0G2JKD1_F1,506-545,computed structural model
3815641,109.4.1.2914,F4KEY9_F1_nD1,F4KEY9_F1,"41-780,806-920,951-1060",computed structural model
3407863,574.1.1.14,Q9VHB6_F1_nD1,Q9VHB6_F1,6-85,computed structural model
4511188,632.22.1.157,Q08B20_nD3,Q08B20_F1,"181-285,301-405",computed structural model
3539434,633.21.1.40,Q6ZNB7_F1_nD3,Q6ZNB7_F1,"41-90,326-440",computed structural model
4648753,605.1.1.278,O96910_nD1,O96910_F1,16-75,computed structural model
3177713,109.4.1.3109,P39011_F1_nD2,P39011_F1,426-633,computed structural model
3732232,109.3.1.293,A0A0D2EXC6_F1_nD1,A0A0D2EXC6_F1,16-170,computed structural model
3253231,389.1.1.172,Q86KF0_F1_nD4,Q86KF0_F1,636-695,computed structural model
4946333,5.1.3.271,A0A9Y1FLA4_F1_nD1,A0A9Y1FLA4_F1,6-405,computed structural model
3452886,145.1.1.60,Q0D502_F1_nD1,Q0D502_F1,41-190,computed structural model
4275946,3860.1.1.273,Q28G12_nD6,Q28G12_F1,501-625,computed structural model
4937901,2007.1.2.62,A0A5Q0UH23_F1_nD1,A0A5Q0UH23_F1,1-119,computed structural model
4990535,305.2.1.2,G4RLB4_F1_nD1,G4RLB4_F1,1-65,computed structural model
4943805,2003.1.1.369,A0A9Y1BK08_F1_nD1,A0A9Y1BK08_F1,1-125,computed structural model
3174547,7025.1.1.9,P46676_F1_nD3,P46676_F1,821-1039,computed structural model
3630475,109.4.1.2452,A0A044R1E0_F1_nD1,A0A044R1E0_F1,"66-205,226-275",computed structural model
3224750,189.1.1.20,H2KZH5_F1_nD2,H2KZH5_F1,"261-270,296-530",computed structural model
4346047,109.3.1.463,S7UQV8_nD1,S7UQV8_F1,16-170,computed structural model
3947884,101.1.1.393,A0A0H3H039_F1_nD1,A0A0H3H039_F1,11-65,computed structural model
3617611,391.1.1.20,A0A044RHJ3_F1_nD2,A0A044RHJ3_F1,231-270,computed structural model
4009702,300.1.1.20,P39393_F1_nD5,P39393_F1,686-905,computed structural model
3571244,11.1.1.1288,Q01113_F1_nD2,Q01113_F1,141-295,computed structural model
3195693,109.4.1.2823,C0NLW4_F1_nD14,C0NLW4_F1,1521-1815,computed structural model
3613986,109.4.1.3310,Q584Z0_F1_nD6,Q584Z0_F1,851-1250,computed structural model
4297645,5043.1.1.19,P0DMK6_nD1,P0DMK6_F1,11-185,computed structural model
3278459,881.1.1.33,K0EN42_F1_nD1,K0EN42_F1,326-504,computed structural model
4007544,109.4.1.3111,P39336_F1_nD3,P39336_F1,271-600,computed structural model
5057035,101.1.9.151,A0A842X4F2_F1_nD1,A0A842X4F2_F1,1-90,computed structural model
3535947,130.1.1.52,P42166_F1_nD3,P42166_F1,456-495,computed structural model
4961920,2006.1.4.59,D4GQG1_F1_nD1,D4GQG1_F1,6-200,computed structural model
3171534,3470.1.1.46,Q3E743_F1_nD1,Q3E743_F1,11-109,computed structural model
3764958,3755.3.1.567,D3ZDF3_F1_nD2,D3ZDF3_F1,446-605,computed structural model
3898564,11.1.1.1380,X1WHE3_F1_nD16,X1WHE3_F1,1521-1650,computed structural model
3982513,1.1.7.125,Q32D53_F1_nD2,Q32D53_F1,131-265,computed structural model
5053472,231.1.3.2,A0A532TMI2_F1_nD2,A0A532TMI2_F1,231-580,computed structural model
4388475,4207.1.2.56,Q49A88_nD1,Q49A88_F1,"426-510,516-585,606-655",computed structural model
4994499,109.3.1.489,EPP00024179_nD3,EPP00024179,351-575,computed structural model
3355392,192.8.1.348,K7K1D3_F1_nD1,K7K1D3_F1,"6-210,231-300",computed structural model
3571220,3939.1.1.367,Q8NEL0_F1_nD2,Q8NEL0_F1,81-145,computed structural model
3414047,3790.1.1.2,Q9VZE7_F1_nD5,Q9VZE7_F1,"306-350,411-570,606-650",computed structural model
3773331,389.1.2.10,Q63514_F1_nD9,Q63514_F1,501-558,computed structural model
3206950,1134.1.2.15,C0NUZ1_F1_nD1,C0NUZ1_F1,41-115,computed structural model
3169522,5.1.5.200,Q12027_F1_nD1,Q12027_F1,"1-165,187-210,236-295,338-374,426-450,481-515,546-685",computed structural model
3840044,2004.1.1.995,O25842_F1_nD2,O25842_F1,151-210,computed structural model
3641174,109.4.1.2670,A0A1D6LPL1_F1_nD1,A0A1D6LPL1_F1,"46-245,276-1060",computed structural model
3831970,5069.1.1.100,Q9LTD0_F1_nD1,Q9LTD0_F1,"21-105,181-215",computed structural model
3444464,101.1.1.484,Q0JA97_F1_nD1,Q0JA97_F1,"351-370,421-570",computed structural model
5064017,219.1.1.166,UPI002A9A9545_nD2,UPI002A9A9545,246-400,computed structural model
3281810,148.1.1.69,K0ET13_F1_nD2,K0ET13_F1,161-225,computed structural model
3392884,109.40.1.10,Q9V9W7_F1_nD2,Q9V9W7_F1,381-515,computed structural model
5037154,4953.1.1.39,A0A257AE68_F1_nD1,A0A257AE68_F1,61-145,computed structural model
3927986,192.15.1.120,A0A0K0DSD2_F1_nD1,A0A0K0DSD2_F1,"126-185,556-595",computed structural model
4493299,6020.1.1.2,Q2S526_nD2,Q2S526_F1,111-259,computed structural model
3867681,632.22.1.179,Q8BHX1_F1_nD3,Q8BHX1_F1,111-275,computed structural model
3563069,1086.1.1.5,Q99944_F1_nD1,Q99944_F1,46-90,computed structural model
3601242,616.1.1.35,E9AHN5_F1_nD1,E9AHN5_F1,11-140,computed structural model
4091555,604.5.1.65,P69955_nD1,P69955_F1,"21-145,196-270",computed structural model
3527443,109.4.1.3461,Q92616_F1_nD5,Q92616_F1,2086-2665,computed structural model
3477441,3939.1.1.267,A0A5K4FCC9_F1_nD5,A0A5K4FCC9_F1,"496-530,561-825",computed structural model
4578412,3473.1.1.16,Q9N1Q7_nD1,Q9N1Q7_F1,38-110,computed structural model
4499275,11.1.1.1287,P97224_nD1,P97224_F1,36-168,computed structural model
3820375,601.29.1.13,F4JV39_F1_nD6,F4JV39_F1,666-845,computed structural model
4961667,5084.1.1.45,D4GPU3_F1_nD1,D4GPU3_F1,6-120,computed structural model
4671353,604.6.1.51,O44219_nD1,O44219_F1,16-100,computed structural model
3205921,650.1.1.21,C0NNV6_F1_nD1,C0NNV6_F1,"116-150,191-275,456-465",computed structural model
3570262,632.22.1.66,Q5M9N0_F1_nD4,Q5M9N0_F1,281-680,computed structural model
3624073,109.4.1.2462,A0A044SSS8_F1_nD1,A0A044SSS8_F1,6-950,computed structural model
3674276,603.1.1.161,A0A1D6MBN8_F1_nD1,A0A1D6MBN8_F1,51-190,computed structural model
3963070,604.1.1.263,X8FAR7_F1_nD2,X8FAR7_F1,56-195,computed structural model
3499419,626.1.1.10,A0A5K4FAK4_F1_nD2,A0A5K4FAK4_F1,"26-150,196-425,671-680,706-745,776-995,1026-1205,1231-1260",computed structural model
4141722,605.1.1.289,P68583_nD1,P68583_F1,"11-40,46-115",computed structural model
3758266,632.8.1.16,D4A6K8_F1_nD2,D4A6K8_F1,111-195,computed structural model
4962793,316.1.1.86,D4GSH5_F1_nD1,D4GSH5_F1,"1-55,76-185",computed structural model
4985514,205.1.1.121,EPP00016417_nD1,EPP00016417,"1-175,206-220",computed structural model
3231777,101.1.1.527,Q9XUG3_F1_nD1,Q9XUG3_F1,26-75,computed structural model
3623922,331.10.2.6,A0A044UUG6_F1_nD4,A0A044UUG6_F1,506-590,computed structural model
4947688,7584.1.1.10,A0AAF0D2H8_F1_nD1,A0AAF0D2H8_F1,16-305,computed structural model
5034430,211.1.1.61,A0A151DVX0_F1_nD1,A0A151DVX0_F1,6-100,computed structural model
3944566,809.1.1.10,A0A0H3H200_F1_nD4,A0A0H3H200_F1,1316-1375,computed structural model
5014387,3826.1.1.100,Q5JHS1_F1_nD1,Q5JHS1_F1,1-85,computed structural model
3568235,192.15.1.165,O60858_F1_nD2,O60858_F1,91-295,computed structural model
3712040,3860.1.1.278,Q4DI04_F1_nD1,Q4DI04_F1,86-205,computed structural model
4990542,377.1.1.128,G4RLB9_F1_nD1,G4RLB9_F1,1-45,computed structural model
4008328,5086.1.1.219,P75968_F1_nD1,P75968_F1,"11-95,141-215",computed structural model
5029148,11.1.1.1394,A0A0B5HX13_F1_nD3,A0A0B5HX13_F1,251-380,computed structural model
3219631,5.1.11.36,Q18859_F1_nD1,Q18859_F1,11-720,computed structural model
3608046,11.1.1.1317,Q580A2_F1_nD1,Q580A2_F1,"1-30,56-185",computed structural model
3995607,5.1.4.512,A0A158Q645_F1_nD3,A0A158Q645_F1,161-490,computed structural model
3454557,207.1.1.446,Q6K8E2_F1_nD2,Q6K8E2_F1,101-635,computed structural model
3695152,7542.1.1.8,A0A1C1CF87_F1_nD1,A0A1C1CF87_F1,"1-170,706-735",computed structural model
4943979,101.1.2.874,A0A9Y1BKE3_F1_nD1,A0A9Y1BKE3_F1,11-80,computed structural model
3400649,3473.1.1.2,P21663_F1_nD1,P21663_F1,21-50,computed structural model
4011131,3860.1.1.205,A0A175VUB5_F1_nD1,A0A175VUB5_F1,226-345,computed structural model
3542259,386.1.1.390,Q2TB10_F1_nD4,Q2TB10_F1,"331-380,481-590,616-648",computed structural model
3658408,4325.1.1.13,A0A1D6NYQ4_F1_nD3,A0A1D6NYQ4_F1,381-455,computed structural model
4490971,148.1.3.341,Q08309_nD1,Q08309_F1,1-125,computed structural model
3682815,109.59.1.22,A0A1D6MMV5_F1_nD3,A0A1D6MMV5_F1,"136-280,436-470",computed structural model
3564304,3567.1.1.174,Q8WY22_F1_nD1,Q8WY22_F1,"71-100,126-180",computed structural model
4962856,375.1.1.349,D4GSN3_F1_nD1,D4GSN3_F1,21-60,computed structural model
3826002,4991.1.1.41,Q9FMN1_F1_nD2,Q9FMN1_F1,"186-375,416-460",computed structural model
4962027,2003.1.1.380,D4GQP8_F1_nD3,D4GQP8_F1,306-470,computed structural model
4673268,3115.1.1.8,P12288_nD1,P12288_F1,11-70,computed structural model
3770709,101.1.11.179,Q5XIA0_F1_nD5,Q5XIA0_F1,451-530,computed structural model
3189881,3562.1.1.34,U7PYF1_F1_nD1,U7PYF1_F1,"96-110,266-385,426-495",computed structural model
3965225,159.1.2.30,Q5F9I8_F1_nD2,Q5F9I8_F1,126-270,computed structural model
3831657,145.1.1.58,O65451_F1_nD2,O65451_F1,"111-170,231-240,281-365",computed structural model
2834662,375.1.8.4,e7thuFFF1,7thu_FFF,1-98,experimental structure
3932343,109.4.1.2532,A0A0K0DUG9_F1_nD1,A0A0K0DUG9_F1,51-420,computed structural model
3681513,633.1.1.8,A0A1D6INR6_F1_nD1,A0A1D6INR6_F1,"66-75,126-170,241-285,456-470",computed structural model
5042980,101.35.1.41,A0A662P461_F1_nD2,A0A662P461_F1,151-200,computed structural model
4458248,304.8.1.97,Q64314_nD1,Q64314_F1,171-280,computed structural model
3974734,101.1.1.469,P32265_F1_nD1,P32265_F1,6-50,computed structural model
3805304,376.1.2.43,Q9ZPU3_F1_nD1,Q9ZPU3_F1,31-120,computed structural model
4993195,632.6.1.15,EPP00012667_nD1,EPP00012667,1-95,computed structural model
3630515,604.1.1.174,A0A044UZ17_F1_nD5,A0A044UZ17_F1,461-700,computed structural model
3189324,375.1.1.319,U7Q4K3_F1_nD1,U7Q4K3_F1,41-110,computed structural model
3541154,1078.1.1.6,A6NJY4_F1_nD1,A6NJY4_F1,16-70,computed structural model
3932626,3826.1.1.47,A0A0K0ELQ9_F1_nD2,A0A0K0ELQ9_F1,36-155,computed structural model
4965914,304.54.1.8,D4GZR6_F1_nD2,D4GZR6_F1,171-250,computed structural model
3802084,6155.1.1.14,Q9ZWI7_F1_nD1,Q9ZWI7_F1,"56-105,131-185",computed structural model
4189329,6026.1.1.36,E6WMH4_nD1,E6WMH4_F1,26-155,computed structural model
5025138,101.1.10.80,Q9HJM2_F1_nD1,Q9HJM2_F1,"6-110,116-210",computed structural model
4988618,632.2.1.45,EPP00020452_nD1,EPP00020452,11-70,computed structural model
3220263,2496.1.1.12,O44994_F1_nD2,O44994_F1,"181-265,306-370",computed structural model
3380494,5020.1.1.9,K7M648_F1_nD3,K7M648_F1,141-170,computed structural model
5062088,2002.1.1.449,UPI00276FFC88_nD1,UPI00276FFC88,6-315,computed structural model
4963299,304.24.1.43,D4GTR1_F1_nD1,D4GTR1_F1,6-130,computed structural model
3942705,12.1.1.101,A0A0H3GYE9_F1_nD2,A0A0H3GYE9_F1,152-270,computed structural model
