ecod_uid,f_id,ecod_domain_id,ecod_source_id,seqid_range,dtype
3438208,109.4.1.1285,Q0JER4_F1_nD2,Q0JER4_F1,36-890,computed structural model
2448606,109.4.1.1286,e6mfvA1,6mfv_A,293-648,experimental structure
4017934,109.4.1.1289,A0A175W5C6_F1_nD3,A0A175W5C6_F1,"6-75,176-220,311-365,531-1015,1126-1320",computed structural model
1683529,109.4.1.1290,e4ui9X1,4ui9_X,"2-76,98-506",experimental structure
3818544,109.4.1.1292,Q9LQQ1_F1_nD2,Q9LQQ1_F1,221-459,computed structural model
4807453,109.4.1.1293,e6xywAQ01,6xyw_AQ,177-345,experimental structure
3377301,109.4.1.1295,A0A0R0KN33_F1_nD1,A0A0R0KN33_F1,1-258,computed structural model
1824606,109.4.1.1296,e5i9dA1,5i9d_A,42-224,experimental structure
1713675,109.4.1.1300,e5a31Y1,5a31_Y,"36-110,132-552",experimental structure
4325886,109.4.1.1302,Q16JL4_nD2,Q16JL4_F1,141-655,computed structural model
4863697,109.4.1.1305,e8r5oG01,8r5o_G,196-544,experimental structure
2875708,109.4.1.1306,e8a3tK2,8a3t_K,670-758,experimental structure
3297570,109.4.1.1308,I1NG06_F1_nD1,I1NG06_F1,71-315,computed structural model
4879979,109.4.1.1309,e9balA01,9bal_A,1-546,experimental structure
3303918,109.4.1.1310,I1L8R7_F1_nD1,I1L8R7_F1,1-260,computed structural model
3638427,109.4.1.1311,C1H3F7_F1_nD2,C1H3F7_F1,"291-340,381-575",computed structural model
3772356,109.4.1.1312,Q5U2N8_F1_nD2,Q5U2N8_F1,246-554,computed structural model
330239,109.4.1.1313,e2z5kA1,2z5k_A,"5-319,366-890",experimental structure
2754182,109.4.1.1314,e7dhgC1,7dhg_C,"109-274,297-600",experimental structure
3735441,109.4.1.1319,A0A0D2GEI5_F1_nD3,A0A0D2GEI5_F1,"326-445,486-885",computed structural model
2325232,109.4.1.1320,e6fuzA1,6fuz_A,"14-236,260-295,330-337",experimental structure
3632613,109.4.1.1323,C1H3J5_F1_nD2,C1H3J5_F1,446-874,computed structural model
4119053,109.4.1.1324,Q5ZLK5_nD2,Q5ZLK5_F1,"21-30,126-265",computed structural model
3551630,109.4.1.1328,Q9UPU9_F1_nD2,Q9UPU9_F1,51-160,computed structural model
4807457,109.4.1.1330,e6xywBG02,6xyw_BG,404-550,experimental structure
4888141,109.4.1.1331,e9kfxA1,9kfx_A,1-472,experimental structure
1614803,109.4.1.1332,e4db8D1,4db8_D,169-250,experimental structure
3275552,109.4.1.1334,Q55EX4_F1_nD2,Q55EX4_F1,"146-180,231-450,486-530",computed structural model
3297832,109.4.1.1335,K7LNM0_F1_nD1,K7LNM0_F1,1-748,computed structural model
3829150,109.4.1.1336,Q9FLJ4_F1_nD2,Q9FLJ4_F1,231-370,computed structural model
3907749,109.4.1.1337,Q803N9_F1_nD1,Q803N9_F1,16-255,computed structural model
3208310,109.4.1.1341,C0NW49_F1_nD1,C0NW49_F1,"36-60,126-440,496-765",computed structural model
3564869,109.4.1.1344,Q9P253_F1_nD3,Q9P253_F1,566-840,computed structural model
2791196,109.4.1.1348,e7aieB1,7aie_B,47-254,experimental structure
3248234,109.4.1.1349,Q54TP6_F1_nD2,Q54TP6_F1,141-305,computed structural model
3763964,109.4.1.1351,F1LY69_F1_nD3,F1LY69_F1,761-1245,computed structural model
4099524,109.4.1.1352,Q6FUG0_nD1,Q6FUG0_F1,"6-560,646-675",computed structural model
2774008,109.4.1.1353,e6xt9D1,6xt9_D,37-432,experimental structure
4655715,109.4.1.1355,Q2HH52_nD3,Q2HH52_F1,121-690,computed structural model
4801678,109.4.1.1356,e6rw4401,6rw4_4,244-376,experimental structure
431870,109.4.1.1357,e3u4tB1,3u4t_B,6-263,experimental structure
1680218,109.4.1.1358,e4xl5C2,4xl5_C,136-259,experimental structure
3841828,109.4.1.1361,Q6ZQ38_F1_nD2,Q6ZQ38_F1,426-725,computed structural model
1181999,109.4.1.1363,e2qnaA2,2qna_A,"1-167,192-756",experimental structure
3832850,109.4.1.1364,P93812_F1_nD3,P93812_F1,411-1035,computed structural model
3672361,109.4.1.1365,K7W070_F1_nD2,K7W070_F1,161-265,computed structural model
4001925,109.4.1.1367,A0A0N4UA33_F1_nD2,A0A0N4UA33_F1,"586-685,776-1080,1106-1300,1361-1915",computed structural model
3669235,109.4.1.1369,A0A1D6E703_F1_nD1,A0A1D6E703_F1,"191-470,511-535,606-785",computed structural model
165732,109.4.1.1370,e2qk2A1,2qk2_A,1-241,experimental structure
3810357,109.4.1.1371,Q9M1V3_F1_nD4,Q9M1V3_F1,501-875,computed structural model
3372168,109.4.1.1374,A0A0R0G316_F1_nD2,A0A0R0G316_F1,156-250,computed structural model
4649278,109.4.1.1375,Q6NRL6_nD1,Q6NRL6_F1,1-265,computed structural model
4790953,109.4.1.1376,e5wlcLP01,5wlc_LP,1-196,experimental structure
3490979,109.4.1.1378,A0A5K4ENG1_F1_nD1,A0A5K4ENG1_F1,"6-720,756-775,826-850,1076-1405",computed structural model
4658088,109.4.1.1379,A1CHV7_nD2,A1CHV7_F1,"161-550,586-610",computed structural model
3805783,109.4.1.1381,Q9SL80_F1_nD3,Q9SL80_F1,356-950,computed structural model
3195661,109.4.1.1382,C0NDB3_F1_nD2,C0NDB3_F1,321-565,computed structural model
3830169,109.4.1.1383,Q9LNU6_F1_nD1,Q9LNU6_F1,1-760,computed structural model
3224938,109.4.1.1385,P90757_F1_nD4,P90757_F1,731-1405,computed structural model
4464588,109.4.1.1386,B4KJ11_nD1,B4KJ11_F1,"11-470,591-1005",computed structural model
3276005,109.4.1.1387,Q54JJ6_F1_nD1,Q54JJ6_F1,"1-115,141-170,216-375,411-655,801-900",computed structural model
4029660,109.4.1.1390,C6KT96_F1_nD1,C6KT96_F1,"1-355,1096-1120",computed structural model
3809780,109.4.1.1391,X5JA13_F1_nD3,X5JA13_F1,156-825,computed structural model
3817299,109.4.1.1392,F4K2C1_F1_nD1,F4K2C1_F1,1-1065,computed structural model
3681438,109.4.1.1393,A0A1D6QT92_F1_nD2,A0A1D6QT92_F1,"111-365,386-405",computed structural model
3657599,109.4.1.1396,A0A1D6M2S2_F1_nD1,A0A1D6M2S2_F1,1-375,computed structural model
3776021,109.4.1.1400,Q5XI83_F1_nD1,Q5XI83_F1,116-595,computed structural model
3892323,109.4.1.1401,A0A2R8QPS2_F1_nD4,A0A2R8QPS2_F1,736-1439,computed structural model
3630967,109.4.1.1402,C1GP26_F1_nD4,C1GP26_F1,"746-805,826-955,996-1405",computed structural model
3345521,109.4.1.1403,A0A0R0I715_F1_nD1,A0A0R0I715_F1,1-570,computed structural model
318463,109.4.1.1404,e2j9qB1,2j9q_B,42-328,experimental structure
3828423,109.4.1.1405,Q0WMT6_F1_nD1,Q0WMT6_F1,6-245,computed structural model
3668879,109.4.1.1406,A0A1D6PGE3_F1_nD1,A0A1D6PGE3_F1,1-170,computed structural model
3881899,109.4.1.1407,A5WV17_F1_nD1,A5WV17_F1,"31-735,1136-1170",computed structural model
3810238,109.4.1.1408,Q38845_F1_nD1,Q38845_F1,6-588,computed structural model
3310138,109.4.1.1409,K7LBD3_F1_nD3,K7LBD3_F1,"346-355,376-400,441-990",computed structural model
3377010,109.4.1.1411,K7LWC5_F1_nD3,K7LWC5_F1,"396-475,531-685",computed structural model
1866170,109.4.1.1412,e5dbkA1,5dbk_A,5-359,experimental structure
3693606,109.4.1.1414,A0A1C1CCL4_F1_nD2,A0A1C1CCL4_F1,"621-680,706-845,876-955",computed structural model
3565991,109.4.1.1415,P48378_F1_nD2,P48378_F1,"326-400,436-670",computed structural model
3540594,109.4.1.1417,Q9UPW5_F1_nD1,Q9UPW5_F1,"16-360,671-690",computed structural model
1734829,109.4.1.1418,e5cheF1,5che_F,42-158,experimental structure
3753881,109.4.1.1419,O55007_F1_nD1,O55007_F1,1-250,computed structural model
1667933,109.4.1.1421,e3fp3A1,3fp3_A,7-525,experimental structure
3915228,109.4.1.1423,A0A286Y9X1_F1_nD3,A0A286Y9X1_F1,"201-220,411-615,661-670,906-1075,1101-1295,1376-1440,1481-1720,1826-1860",computed structural model
3459963,109.4.1.1424,Q0J5U1_F1_nD2,Q0J5U1_F1,201-305,computed structural model
3327235,109.4.1.1425,I1KG51_F1_nD3,I1KG51_F1,141-740,computed structural model
2555651,109.4.1.1426,e6sa7A1,6sa7_A,201-507,experimental structure
2814210,109.4.1.1427,e7qe7Z1,7qe7_Z,"35-110,132-540",experimental structure
3799574,109.4.1.1428,A0A0H5S8S6_F1_nD1,A0A0H5S8S6_F1,"6-180,206-445,471-880,971-1010",computed structural model
1833575,109.4.1.1433,e4jhrA1,4jhr_A,26-266,experimental structure
3169068,109.4.1.1434,Q04183_F1_nD2,Q04183_F1,"176-190,266-345,406-650",computed structural model
3692167,109.4.1.1435,A0A1C1C845_F1_nD2,A0A1C1C845_F1,"296-915,991-1075",computed structural model
3403322,109.4.1.1436,A1Z9A8_F1_nD1,A1Z9A8_F1,41-650,computed structural model
1588169,109.4.1.1437,e2xpiD1,2xpi_D,"45-60,81-511",experimental structure
2506920,109.4.1.1443,e6ef4A1,6ef4_A,17-588,experimental structure
2045339,109.4.1.1444,e5mgxE1,5mgx_E,117-266,experimental structure
3207040,109.4.1.1446,C0NDD3_F1_nD1,C0NDD3_F1,"6-1055,1076-1105,1136-1285,1306-1334",computed structural model
3870445,109.4.1.1447,D4AFX7_F1_nD4,D4AFX7_F1,"336-590,671-755",computed structural model
2125481,109.4.1.1448,e5oj8A1,5oj8_A,46-255,experimental structure
3891353,109.4.1.1449,A0A2R8QJ99_F1_nD1,A0A2R8QJ99_F1,81-215,computed structural model
3194339,109.4.1.1450,U7Q554_F1_nD2,U7Q554_F1,"456-595,651-790,821-940,1171-1230",computed structural model
3273640,109.4.1.1451,Q54IY5_F1_nD3,Q54IY5_F1,"1041-1055,1081-1275",computed structural model
3773580,109.4.1.1452,D3ZA82_F1_nD1,D3ZA82_F1,"31-80,151-615,641-690",computed structural model
3929209,109.4.1.1453,A0A0K0E6S2_F1_nD1,A0A0K0E6S2_F1,11-145,computed structural model
3421620,109.4.1.1454,B9FDQ8_F1_nD1,B9FDQ8_F1,"11-70,116-305",computed structural model
3362674,109.4.1.1455,I1K1N8_F1_nD1,I1K1N8_F1,1-270,computed structural model
4322672,109.4.1.1457,A7THU3_nD1,A7THU3_F1,"21-655,681-705",computed structural model
3856813,109.4.1.1458,Q8BHY2_F1_nD1,Q8BHY2_F1,1-515,computed structural model
4889566,109.4.1.1461,e9pwoA8,9pwo_A,"1651-1702,1708-1786,1789-1796,1812-1863,1907-2052",experimental structure
4889568,109.4.1.1462,e9pwoA10,9pwo_A,"2372-2396,2414-2510,2515-2599,2609-2783",experimental structure
2581380,109.4.1.1465,e6fvbA1,6fvb_A,4-1027,experimental structure
1877693,109.4.1.1468,e5lj3S1,5lj3_S,37-556,experimental structure
3757966,109.4.1.1469,O08873_F1_nD3,O08873_F1,"916-1030,1236-1395,1486-1495",computed structural model
3304651,109.4.1.1470,A0A0R0IYG9_F1_nD5,A0A0R0IYG9_F1,"571-600,781-925",computed structural model
3580875,109.4.1.1471,A0A3P7FW66_F1_nD1,A0A3P7FW66_F1,16-300,computed structural model
3921001,109.4.1.1472,F1QXF4_F1_nD2,F1QXF4_F1,"156-310,341-1185",computed structural model
4830091,109.4.1.1473,e7yeaA01,7yea_A,62-163,experimental structure
2390641,109.4.1.1474,e6g5sA1,6g5s_A,25-146,experimental structure
3682724,109.4.1.1475,A0A1D6M1A2_F1_nD4,A0A1D6M1A2_F1,"251-280,321-345,466-640",computed structural model
3824591,109.4.1.1476,Q56XI1_F1_nD2,Q56XI1_F1,171-705,computed structural model
3369981,109.4.1.1477,I1KPN2_F1_nD2,I1KPN2_F1,401-640,computed structural model
2390490,109.4.1.1479,e5yzgI1,5yzg_I,156-819,experimental structure
4144332,109.4.1.1480,P0CM61_nD1,P0CM61_F1,21-210,computed structural model
2722250,109.4.1.1483,e7dcoI1,7dco_I,191-820,experimental structure
3394194,109.4.1.1484,Q9VWN9_F1_nD4,Q9VWN9_F1,306-515,computed structural model
3416603,109.4.1.1487,Q7PLL6_F1_nD8,Q7PLL6_F1,2341-2630,computed structural model
3108031,109.4.1.1489,e8tweA2,8twe_A,232-390,experimental structure
3781251,109.4.1.1491,Q5ADP3_F1_nD2,Q5ADP3_F1,201-525,computed structural model
3916393,109.4.1.1492,B0V0X2_F1_nD3,B0V0X2_F1,"451-1060,1231-1263",computed structural model
3348378,109.4.1.1494,K7KA77_F1_nD2,K7KA77_F1,211-440,computed structural model
3383664,109.4.1.1495,K7MDX5_F1_nD1,K7MDX5_F1,1-300,computed structural model
4882701,109.4.1.1496,e9fpzB01,9fpz_B,1-688,experimental structure
3560818,109.4.1.1497,Q7Z460_F1_nD1,Q7Z460_F1,"6-245,286-590",computed structural model
4244643,109.4.1.1498,C5E0N8_nD1,C5E0N8_F1,91-550,computed structural model
1910305,109.4.1.1499,e5l9uX1,5l9u_X,"2-76,98-402",experimental structure
4887283,109.4.1.1500,e9eg1A1,9eg1_A,32-333,experimental structure
3554694,109.4.1.1503,P50748_F1_nD11,P50748_F1,1631-1860,computed structural model
4001683,109.4.1.1504,A0A158Q6N6_F1_nD5,A0A158Q6N6_F1,"981-1035,1066-1545",computed structural model
3215889,109.4.1.1505,Q20775_F1_nD2,Q20775_F1,241-545,computed structural model
4883565,109.4.1.1506,e9im6A01,9im6_A,41-1053,experimental structure
3792024,109.4.1.1507,A0A5S6PVG6_F1_nD1,A0A5S6PVG6_F1,"156-345,371-440",computed structural model
3586433,109.4.1.1508,A0A3P7FAL2_F1_nD2,A0A3P7FAL2_F1,"326-535,591-1140",computed structural model
4434435,109.4.1.1509,Q2JUT9_nD1,Q2JUT9_F1,31-173,computed structural model
3734269,109.4.1.1511,A0A0D2E654_F1_nD5,A0A0D2E654_F1,"1021-1030,1126-1590",computed structural model
3771911,109.4.1.1512,Q568Z0_F1_nD3,Q568Z0_F1,296-485,computed structural model
347172,109.4.1.1513,e2vyiB1,2vyi_B,7-130,experimental structure
3891008,109.4.1.1514,E7FG92_F1_nD2,E7FG92_F1,426-595,computed structural model
1148599,109.4.1.1515,e4g1tB1,4g1t_B,"8-294,314-452",experimental structure
3755087,109.4.1.1517,A0A140UHX3_F1_nD2,A0A140UHX3_F1,"246-495,526-1275",computed structural model
4022764,109.4.1.1518,A0A175W511_F1_nD2,A0A175W511_F1,"6-285,331-425,446-770,801-820,876-914",computed structural model
3817988,109.4.1.1519,Q9SZ52_F1_nD4,Q9SZ52_F1,296-925,computed structural model
3651804,109.4.1.1520,A0A1D6F709_F1_nD2,A0A1D6F709_F1,186-695,computed structural model
3312076,109.4.1.1521,A0A0R0EN16_F1_nD4,A0A0R0EN16_F1,481-899,computed structural model
3312927,109.4.1.1522,K7KQT7_F1_nD4,K7KQT7_F1,356-475,computed structural model
3858625,109.4.1.1524,Q5DU37_F1_nD17,Q5DU37_F1,2391-2515,computed structural model
3329475,109.4.1.1525,I1KLZ3_F1_nD1,I1KLZ3_F1,221-588,computed structural model
3192066,109.4.1.1527,U7PW94_F1_nD1,U7PW94_F1,"6-105,131-245,281-460",computed structural model
3877988,109.4.1.1528,Q803M3_F1_nD2,Q803M3_F1,556-933,computed structural model
3372327,109.4.1.1529,K7L7Y2_F1_nD4,K7L7Y2_F1,"116-160,316-330,431-895",computed structural model
3684045,109.4.1.1530,A0A1D6JQ22_F1_nD2,A0A1D6JQ22_F1,136-760,computed structural model
3303405,109.4.1.1531,K7K947_F1_nD1,K7K947_F1,"1-275,301-330,386-450,471-525,581-655",computed structural model
1910252,109.4.1.1540,e5khrJ1,5khr_J,"4-95,124-508",experimental structure
2448747,109.4.1.1541,e6qdvT1,6qdv_T,"19-30,33-749",experimental structure
3586328,109.4.1.1542,A0A3P7F9W8_F1_nD8,A0A3P7F9W8_F1,"816-980,1126-1155,1206-1600,1626-1650,1716-1850",computed structural model
3649511,109.4.1.1543,G3K3T2_F1_nD4,G3K3T2_F1,1166-1440,computed structural model
3399488,109.4.1.1544,Q9VKY2_F1_nD1,Q9VKY2_F1,"1-320,341-765,946-1235",computed structural model
3929547,109.4.1.1545,A0A0K0DUK0_F1_nD1,A0A0K0DUK0_F1,6-325,computed structural model
1181324,109.4.1.1549,e3ly7A2,3ly7_A,185-371,experimental structure
3233749,109.4.1.1550,Q19493_F1_nD1,Q19493_F1,21-955,computed structural model
3722584,109.4.1.1552,A0A0D2GAQ9_F1_nD2,A0A0D2GAQ9_F1,396-575,computed structural model
3182310,109.4.1.1553,U7Q8X1_F1_nD1,U7Q8X1_F1,"6-165,196-470",computed structural model
3700086,109.4.1.1554,Q4DMS1_F1_nD2,Q4DMS1_F1,271-490,computed structural model
3367669,109.4.1.1556,K7MW81_F1_nD2,K7MW81_F1,"601-635,821-960",computed structural model
3905467,109.4.1.1557,F1QN40_F1_nD3,F1QN40_F1,"311-630,716-1235",computed structural model
4588743,109.4.1.1558,A8C750_nD1,A8C750_F1,"1-1025,1041-1525,1541-1925",computed structural model
3665480,109.4.1.1559,A0A1D6KSB0_F1_nD1,A0A1D6KSB0_F1,61-340,computed structural model
3365774,109.4.1.1560,A0A0R0KJ34_F1_nD3,A0A0R0KJ34_F1,"41-135,456-715",computed structural model
3637048,109.4.1.1561,C1H1G7_F1_nD4,C1H1G7_F1,1831-2080,computed structural model
2161614,109.4.1.1563,e6bk8U1,6bk8_U,"21-163,196-349,375-809",experimental structure
3379549,109.4.1.1564,K7LW07_F1_nD2,K7LW07_F1,361-810,computed structural model
4574119,109.4.1.1565,Q0U0H7_nD5,Q0U0H7_F1,"156-205,306-335,611-635,671-820,846-905,946-1260",computed structural model
3468586,109.4.1.1566,Q0IRY6_F1_nD1,Q0IRY6_F1,1-855,computed structural model
3297307,109.4.1.1567,K7LAA1_F1_nD2,K7LAA1_F1,116-280,computed structural model
3899807,109.4.1.1568,F8W2D1_F1_nD3,F8W2D1_F1,251-445,computed structural model
3875335,109.4.1.1569,Q9Z2U2_F1_nD3,Q9Z2U2_F1,241-475,computed structural model
3639967,109.4.1.1570,C1H1J6_F1_nD1,C1H1J6_F1,"21-455,486-1475",computed structural model
3259789,109.4.1.1574,Q54UG2_F1_nD3,Q54UG2_F1,441-825,computed structural model
3844430,109.4.1.1577,Q7TQK1_F1_nD2,Q7TQK1_F1,471-800,computed structural model
3870816,109.4.1.1578,Q80TA9_F1_nD5,Q80TA9_F1,"971-1090,1111-1190,1216-1240,1446-1465",computed structural model
3303060,109.4.1.1579,A0A0R0JID0_F1_nD3,A0A0R0JID0_F1,301-540,computed structural model
4547102,109.4.1.1580,Q5BDX1_nD1,Q5BDX1_F1,"11-35,41-625,641-673",computed structural model
3578112,109.4.1.1581,A0A3P7FJV4_F1_nD1,A0A3P7FJV4_F1,16-260,computed structural model
3995699,109.4.1.1582,A0A0N4UGA6_F1_nD1,A0A0N4UGA6_F1,6-455,computed structural model
3320940,109.4.1.1583,I1JUZ0_F1_nD1,I1JUZ0_F1,1-225,computed structural model
3730579,109.4.1.1585,A0A0D2F6D7_F1_nD2,A0A0D2F6D7_F1,361-625,computed structural model
3735930,109.4.1.1587,A0A0D2DVV2_F1_nD1,A0A0D2DVV2_F1,"21-110,231-320,366-740,776-1180,1206-1555",computed structural model
3689812,109.4.1.1589,A0A1C1CLF6_F1_nD1,A0A1C1CLF6_F1,6-890,computed structural model
3720913,109.4.1.1590,A0A0D2GYS3_F1_nD1,A0A0D2GYS3_F1,6-620,computed structural model
3638507,109.4.1.1591,C1H6S0_F1_nD1,C1H6S0_F1,6-285,computed structural model
3577776,109.4.1.1592,A0A3P7FBD0_F1_nD1,A0A3P7FBD0_F1,6-940,computed structural model
3764600,109.4.1.1595,D4AAU1_F1_nD1,D4AAU1_F1,16-315,computed structural model
3385329,109.4.1.1596,I1K1N8_F1_nD5,I1K1N8_F1,"901-925,996-1300",computed structural model
3832964,109.4.1.1597,Q9ZQX6_F1_nD2,Q9ZQX6_F1,"1-25,46-160,276-888",computed structural model
3302025,109.4.1.1598,A0A0R0FYJ2_F1_nD4,A0A0R0FYJ2_F1,1126-1370,computed structural model
3816579,109.4.1.1599,Q9MAT2_F1_nD2,Q9MAT2_F1,221-665,computed structural model
3413316,109.4.1.1602,O18388_F1_nD1,O18388_F1,"6-370,606-880",computed structural model
1181387,109.4.1.1603,e1gcjB3,1gcj_B,1-460,experimental structure
3693294,109.4.1.1605,A0A1C1CIQ4_F1_nD4,A0A1C1CIQ4_F1,666-980,computed structural model
3656388,109.4.1.1606,A0A1D6F736_F1_nD2,A0A1D6F736_F1,566-880,computed structural model
3786394,109.4.1.1607,A0A1D8PI20_F1_nD1,A0A1D8PI20_F1,31-305,computed structural model
3891904,109.4.1.1608,A0A286YB17_F1_nD1,A0A286YB17_F1,1-360,computed structural model
3913736,109.4.1.1609,A0A2R8PZ81_F1_nD1,A0A2R8PZ81_F1,6-300,computed structural model
3459537,109.4.1.1610,Q5ZDP1_F1_nD4,Q5ZDP1_F1,471-755,computed structural model
3369909,109.4.1.1611,I1JUZ0_F1_nD6,I1JUZ0_F1,1591-1870,computed structural model
3454762,109.4.1.1612,Q5VRH9_F1_nD4,Q5VRH9_F1,316-610,computed structural model
3367389,109.4.1.1615,I1K1M8_F1_nD4,I1K1M8_F1,446-860,computed structural model
3356077,109.4.1.1616,K7MW25_F1_nD4,K7MW25_F1,1366-1645,computed structural model
4669336,109.4.1.1617,Q6NVK9_nD1,Q6NVK9_F1,21-460,computed structural model
3209265,109.4.1.1621,C0NYJ8_F1_nD2,C0NYJ8_F1,"1-120,151-435,466-480",computed structural model
3400006,109.4.1.1623,Q9VT41_F1_nD1,Q9VT41_F1,"6-685,716-845",computed structural model
2875709,109.4.1.1625,e8a3tD1,8a3t_D,"4-46,74-147,184-572",experimental structure
2875703,109.4.1.1626,e8a3tF1,8a3t_F,"23-209,432-755",experimental structure
2634910,109.4.1.1627,e6t46G1,6t46_G,7-371,experimental structure
3765042,109.4.1.1628,Q5M7V7_F1_nD1,Q5M7V7_F1,141-540,computed structural model
2392078,109.4.1.1629,e6f9iB1,6f9i_B,"7-232,257-291",experimental structure
3584960,109.4.1.1633,A0A3P7DKU8_F1_nD6,A0A3P7DKU8_F1,1286-1593,computed structural model
3623475,109.4.1.1634,A0A044S061_F1_nD1,A0A044S061_F1,"16-345,371-380,441-460,551-560,626-1005",computed structural model
3888027,109.4.1.1635,F1R935_F1_nD2,F1R935_F1,1101-1270,computed structural model
4567040,109.4.1.1636,Q6IR80_nD1,Q6IR80_F1,11-290,computed structural model
3816714,109.4.1.1637,Q9M0I7_F1_nD1,Q9M0I7_F1,1-648,computed structural model
3560966,109.4.1.1638,Q14008_F1_nD3,Q14008_F1,"576-825,846-1090",computed structural model
3659095,109.4.1.1639,A0A1D6HKR0_F1_nD3,A0A1D6HKR0_F1,486-610,computed structural model
3795673,109.4.1.1640,A0A1P6CE96_F1_nD3,A0A1P6CE96_F1,"436-445,486-868",computed structural model
3337812,109.4.1.1641,I1MXM3_F1_nD1,I1MXM3_F1,51-275,computed structural model
3833738,109.4.1.1642,F4IBR2_F1_nD4,F4IBR2_F1,"191-460,501-565,1291-2015,2356-2400",computed structural model
4196886,109.4.1.1643,Q6DDW4_nD2,Q6DDW4_F1,"406-480,486-515",computed structural model
3873620,109.4.1.1645,G3UYY4_F1_nD4,G3UYY4_F1,"311-350,1256-1520",computed structural model
3551590,109.4.1.1647,O15287_F1_nD1,O15287_F1,11-205,computed structural model
3944646,109.4.1.1649,A0A0H3GUH4_F1_nD2,A0A0H3GUH4_F1,111-345,computed structural model
3532365,109.4.1.1650,Q00610_F1_nD2,Q00610_F1,356-840,computed structural model
3635080,109.4.1.1651,C1GQP7_F1_nD1,C1GQP7_F1,6-320,computed structural model
4296321,109.4.1.1653,Q28DB0_nD1,Q28DB0_F1,31-585,computed structural model
3497940,109.4.1.1655,A0A3Q0KED0_F1_nD1,A0A3Q0KED0_F1,"1-325,596-615,641-670",computed structural model
3438459,109.4.1.1656,A0A0N7KKI3_F1_nD3,A0A0N7KKI3_F1,1021-1305,computed structural model
3179227,109.4.1.1657,U7Q584_F1_nD1,U7Q584_F1,6-135,computed structural model
3366289,109.4.1.1659,I1MDJ7_F1_nD1,I1MDJ7_F1,16-555,computed structural model
1763937,109.4.1.1662,e5fjyA1,5fjy_A,39-323,experimental structure
3480234,109.4.1.1663,A0A3Q0KNF0_F1_nD2,A0A3Q0KNF0_F1,391-1188,computed structural model
3920492,109.4.1.1665,A4VCH4_F1_nD3,A4VCH4_F1,621-960,computed structural model
3695480,109.4.1.1666,A0A1C1CRZ4_F1_nD8,A0A1C1CRZ4_F1,"1141-1285,1306-1365",computed structural model
3829270,109.4.1.1667,F4IL68_F1_nD1,F4IL68_F1,"61-515,551-815,841-925",computed structural model
3436109,109.4.1.1668,Q6Z371_F1_nD4,Q6Z371_F1,396-740,computed structural model
3350812,109.4.1.1670,I1LK44_F1_nD1,I1LK44_F1,11-350,computed structural model
3789280,109.4.1.1672,A0A1D8PHC4_F1_nD1,A0A1D8PHC4_F1,66-665,computed structural model
3545778,109.4.1.1674,Q96DC7_F1_nD1,Q96DC7_F1,6-490,computed structural model
3485125,109.4.1.1677,A0A5K4F4P5_F1_nD1,A0A5K4F4P5_F1,6-380,computed structural model
4203074,109.4.1.1678,Q4WWL0_nD1,Q4WWL0_F1,"41-65,241-1510,1571-1595",computed structural model
3740566,109.4.1.1679,O94556_F1_nD2,O94556_F1,246-560,computed structural model
3599551,109.4.1.1680,A4I1S1_F1_nD1,A4I1S1_F1,6-270,computed structural model
4096080,109.4.1.1681,C9JQI7_nD2,C9JQI7_F1,"231-490,516-525,586-635",computed structural model
3821424,109.4.1.1682,B5TYT3_F1_nD2,B5TYT3_F1,241-310,computed structural model
3346010,109.4.1.1683,K7MQ77_F1_nD3,K7MQ77_F1,"1-15,36-145,391-930",computed structural model
3718695,109.4.1.1686,Q4CNH7_F1_nD1,Q4CNH7_F1,11-505,computed structural model
4310296,109.4.1.1690,Q01495_nD1,Q01495_F1,"181-210,216-255,261-565",computed structural model
388217,109.4.1.1691,e3ma5C1,3ma5_C,6-92,experimental structure
2560523,109.4.1.1693,e6q83A1,6q83_A,2-1075,experimental structure
3175450,109.4.1.1694,P38330_F1_nD1,P38330_F1,"101-220,241-380",computed structural model
3786963,109.4.1.1695,Q5A2V2_F1_nD2,Q5A2V2_F1,396-613,computed structural model
3787732,109.4.1.1696,A0A1D8PN34_F1_nD1,A0A1D8PN34_F1,86-753,computed structural model
1182359,109.4.1.1702,e3vtyD2,3vty_D,7-177,experimental structure
2067735,109.4.1.1703,e5jjtB2,5jjt_B,1-159,experimental structure
3898191,109.4.1.1705,A5WUT8_F1_nD9,A5WUT8_F1,2051-2530,computed structural model
3558400,109.4.1.1706,P81274_F1_nD2,P81274_F1,"156-175,201-405,626-655",computed structural model
3996239,109.4.1.1709,A0A0N4UPH6_F1_nD1,A0A0N4UPH6_F1,26-175,computed structural model
3584805,109.4.1.1710,A0A3P7ETB0_F1_nD2,A0A3P7ETB0_F1,126-340,computed structural model
3580018,109.4.1.1711,A0A3P7FF35_F1_nD2,A0A3P7FF35_F1,276-633,computed structural model
3680718,109.4.1.1712,A0A1D6JJP2_F1_nD6,A0A1D6JJP2_F1,"956-1200,1876-1980,2021-2445",computed structural model
3914567,109.4.1.1715,A0A2R8Q077_F1_nD2,A0A2R8Q077_F1,"251-580,611-630",computed structural model
3166707,109.4.1.1716,P34160_F1_nD2,P34160_F1,331-860,computed structural model
3660039,109.4.1.1717,A0A096TC93_F1_nD3,A0A096TC93_F1,"76-105,291-315,1106-1420",computed structural model
