ecod_uid,domain_id,t_id,old_f,commons_f,dominant_pfam,dominant_name,dominant_cov_pct,dominant_score,verdict
2526318,e6hq6A4,7093.1.1,,7093.1.1.1,PF31272,GH149_ins_2,100.0,107.1,supports_commons
2576194,e6h1wA2,7103.1.1,,7103.1.1.1,PF31224,MJ1004_C,100.0,142.1,supports_commons
2576209,e6jq1B2,7112.1.1,,7112.1.1.1,PF31238,DdrO_C,100.0,111.5,supports_commons
185295,e3h09A3,207.2.1,207.2.1.7,207.2.1.75,,,,,no_dominant_pfam
146895,e3h2yA1,2004.1.1,2004.1.1.73,2004.1.1.422,PF03193,RsgA_GTPase,77.4,38.4,supports_commons
177,e1t62A1,1.1.9,1.1.9.9,1.1.9.35,PF30643,ASCH_2,76.5,163.7,supports_commons
1830979,e5jpzB1,109.4.1,109.4.1.83,109.4.1.1303,,,,,no_dominant_pfam
1487349,e4rfsA1,2004.1.1,2004.1.1.5,2004.1.1.417,,,,,no_dominant_pfam
3174,e1tizA1,108.1.1,108.1.1.1,108.1.1.97,PF13499,EF-hand_7,95.5,46.9,supports_commons
1487350,e4rfsB1,2004.1.1,2004.1.1.5,2004.1.1.445,,,,,no_dominant_pfam
8696,e1zfjA2,2002.1.1,2002.1.1.23,2002.1.1.263,PF00478,IMPDH,93.7,536.2,ambiguous_both
7437,e1prtA1,237.1.1,237.1.1.7,237.1.1.33,PF02917,Pertussis_S1,99.6,429.0,ambiguous_both
4613,e1xqrA1,109.4.1,,109.4.1.1413,,,,,no_dominant_pfam
1568669,e2aprA2,1.1.1,1.1.1.1,1.1.1.27,PF00026,Asp,91.6,341.5,ambiguous_both
1108116,e4je3A1,3435.1.1,,3435.1.1.7,PF30932,IML3,98.3,324.0,supports_commons
4586,e1u6gC1,109.4.1,109.4.1.34,109.4.1.1501,,,,,no_dominant_pfam
1005465,e2xidB4,11.1.4,11.1.4.39,11.1.4.97,PF24547,DUF7601,94.2,80.1,supports_commons
8128,e1wepA1,376.1.3,376.1.3.1,376.1.3.56,PF30811,PHD_UBR7-like,77.2,36.5,supports_commons
8441,e1ozzA1,387.1.5,,387.1.5.28,PF31121,DEF1,97.7,100.1,supports_commons
8463,e1xdtR1,389.1.1,389.1.1.1,389.1.1.99,PF30999,EGF_TGFA-like,97.6,39.2,supports_commons
5474,e1xerA1,205.1.1,205.1.1.1,205.1.1.41,,,,,no_dominant_pfam
8462,e1k36A1,389.1.1,389.1.1.1,389.1.1.101,PF29256,EGF_Epiregulin,89.1,90.1,supports_commons
5092,e2cpyA1,304.9.1,304.9.1.1,304.9.1.77,PF28441,RRM_11,83.5,38.3,supports_commons
2072472,e5t77A1,1075.5.1,1075.5.1.2,1075.5.1.12,PF03023,MurJ,97.0,337.6,ambiguous_both
1555749,e4ydhA1,109.4.1,109.4.1.89,109.4.1.1299,PF06371,Drf_GBD,61.4,93.9,ambiguous_both
3762,e1wb9A1,601.23.1,601.23.1.1,601.23.1.4,PF05192,MutS_III,97.0,172.2,ambiguous_both
2387867,e6fb3A2,3735.1.1,3735.1.1.3,3735.1.1.14,PF25023,TEN_YD-shell,99.0,697.2,supports_commons
1828347,e5ctqA1,109.4.1,109.4.1.83,109.4.1.1303,,,,,no_dominant_pfam
1820986,e5dfzB2,109.4.1,109.4.1.298,109.4.1.1594,,,,,no_dominant_pfam
2485650,e5yclA2,633.16.2,,633.16.2.2,PF29431,HigA_N,91.8,85.8,supports_commons
1954217,e5hl3A2,207.1.1,207.1.1.20,207.1.1.144,,,,,no_dominant_pfam
1842586,e5ja4D1,109.3.1,109.3.1.1,109.3.1.162,PF12796,Ank_2,64.4,75.9,supports_commons
4234,e1ppjC2,5069.1.1,5069.1.1.1,5069.1.1.54,PF00033,Cytochrome_B,76.0,289.4,ambiguous_both
119032,e1s6cA1,108.1.1,108.1.1.29,108.1.1.98,PF13499,EF-hand_7,81.1,60.5,ambiguous_both
1779594,e5hx2A2,1047.1.1,,1047.1.1.1,,,,,no_dominant_pfam
4575,e2ooeA1,109.4.1,109.4.1.83,109.4.1.1316,PF05843,Suf,98.5,703.1,ambiguous_both
2187,e1zgkA1,5.1.3,5.1.3.6,5.1.3.117,,,,,no_dominant_pfam
2225,e1l0qA2,5.1.4,5.1.4.64,5.1.4.405,,,,,no_dominant_pfam
119003,e1omrA2,108.1.1,108.1.1.29,108.1.1.97,PF13499,EF-hand_7,74.5,36.1,ambiguous_both
1556802,e4ad8A1,2004.1.1,2004.1.1.87,2004.1.1.433,PF02463,SMC_N,87.9,49.4,ambiguous_both
1031089,e3sfzA6,5.1.5,5.1.5.1,5.1.5.75,,,,,no_dominant_pfam
2095496,e5o01A1,109.4.1,109.4.1.198,109.4.1.1304,,,,,no_dominant_pfam
2298,e1dq3A1,69.1.1,69.1.1.4,69.1.1.11,PF14890,Intein_splicing,95.8,139.8,ambiguous_both
2036593,e5tqbB1,109.4.1,109.4.1.118,109.4.1.1264,,,,,no_dominant_pfam
2075105,e5h28A1,109.3.1,,109.3.1.170,,,,,no_dominant_pfam
2322965,e6f5dL1,109.4.1,,109.4.1.1284,PF29978,ATP18_TPR,82.4,287.7,supports_commons
5049,e1wg5A1,304.9.1,304.9.1.1,304.9.1.77,PF28441,RRM_11,81.7,92.1,supports_commons
2084847,e5ve9B1,108.1.1,108.1.1.29,108.1.1.97,PF13499,EF-hand_7,77.1,47.5,ambiguous_both
2323971,e5ve8B1,109.4.1,,109.4.1.1697,,,,,no_dominant_pfam
4604,e1m8zA1,109.4.1,109.4.1.16,109.4.1.1265,,,,,no_dominant_pfam
1933284,e5f0pA1,109.4.1,109.4.1.44,109.4.1.1333,PF03635,Vps35,99.3,686.9,ambiguous_both
4616,e2bnxA1,109.4.1,109.4.1.89,109.4.1.1299,,,,,no_dominant_pfam
1555748,e4yc7B1,109.4.1,109.4.1.89,109.4.1.1299,,,,,no_dominant_pfam
1291870,e4hnwA1,109.4.1,109.4.1.173,109.4.1.1389,,,,,no_dominant_pfam
1673889,e4ui9O2,109.4.1,109.4.1.185,109.4.1.1398,,,,,no_dominant_pfam
1722652,e5a6cB1,109.4.1,109.4.1.198,109.4.1.1315,,,,,no_dominant_pfam
4606,e1oyzA1,109.4.1,109.4.1.207,109.4.1.1283,,,,,no_dominant_pfam
1889998,e5d08A3,109.4.1,109.4.1.207,109.4.1.1259,PF13646,HEAT_2,63.9,53.2,ambiguous_both
1713369,e4zlhB1,109.4.1,109.4.1.210,109.4.1.1555,,,,,no_dominant_pfam
1125473,e4ij2F1,11.1.1,11.1.1.72,11.1.1.861,PF05031,NEAT,84.2,67.4,ambiguous_both
1820968,e4j0mA1,207.1.1,207.1.1.1,207.1.1.323,,,,,no_dominant_pfam
1126564,e4bujF1,109.4.1,109.4.1.255,109.4.1.2094,,,,,no_dominant_pfam
1180304,e4lxrA1,207.1.1,207.1.1.24,207.1.1.158,,,,,no_dominant_pfam
2526320,e6iczZ1,396.3.1,396.3.1.2,396.3.1.7,,,,,no_dominant_pfam
1124192,e4adyA2,109.35.1,109.35.1.1,109.35.1.10,,,,,no_dominant_pfam
3146,e2opoA1,108.1.1,108.1.1.1,108.1.1.99,PF13499,EF-hand_7,77.8,61.9,supports_commons
1826881,e2xb0X2,101.1.1,101.1.1.3,101.1.1.288,PF23588,HTH_CHD1_Hrp3,82.1,80.3,supports_commons
10833,e1jfrA1,7579.1.1,,7579.1.1.98,PF12740,PETase,98.8,401.4,supports_commons
1723258,e4xhhA1,206.1.1,206.1.1.1,206.1.1.72,PF00069,Pkinase,64.6,80.5,ambiguous_both
1407180,e4rcnA6,2486.1.1,2486.1.1.3,2486.1.1.15,PF01039,Carboxyl_trans,100.0,231.9,ambiguous_both
118927,e1auiB2,108.1.1,108.1.1.29,108.1.1.97,PF13499,EF-hand_7,83.3,60.3,ambiguous_both
4922,e1orqC1,5054.1.1,5054.1.1.2,5054.1.1.59,PF00520,Ion_trans,96.9,74.6,ambiguous_both
5723,e1ecsA1,211.1.1,,211.1.1.41,PF31120,DUF8817,98.1,59.3,supports_commons
1916683,e3mmcB1,205.1.1,205.1.1.1,205.1.1.41,PF01077,NIR_SIR,100.0,126.4,pfam_has_no_fgroup_here
5478,e3c8yA3,205.1.1,205.1.1.16,205.1.1.42,PF12838,Fer4_7,71.1,30.3,ambiguous_both
1313622,e4tkoB1,1.1.7,1.1.7.3,1.1.7.88,PF25963,Beta-barrel_AAEA,84.5,30.5,supports_commons
3152,e1ozsA1,108.1.1,108.1.1.29,108.1.1.96,PF13499,EF-hand_7,89.0,68.8,ambiguous_both
3263,e1l9lA1,198.1.1,198.1.1.1,198.1.1.13,,,,,no_dominant_pfam
1002475,e3ne5B2,1.1.7,1.1.7.38,1.1.7.87,PF25954,Beta-barrel_RND_2,82.3,90.0,supports_commons
1503130,e4wwxB3,3948.1.1,3948.1.1.1,3948.1.1.3,PF26104,RAG1_ZnH2,96.4,302.8,supports_commons
1779584,e5dnyB1,2004.1.1,2004.1.1.198,2004.1.1.514,,,,,no_dominant_pfam
6742,e1cc1L3,244.4.1,244.4.1.2,244.4.1.3,,,,,no_dominant_pfam
1002477,e3ne5B4,6119.1.1,6119.1.1.1,6119.1.1.2,PF25919,BSH_CusB,100.0,89.0,pfam_has_no_fgroup_here
6236,e1q33A1,221.4.1,221.4.1.1,221.4.1.23,,,,,no_dominant_pfam
7316,e3bznA1,880.1.1,880.1.1.1,880.1.1.4,PF30495,Chorismate_bind_2,78.0,285.7,supports_commons
4580,e1qbkB1,109.4.1,109.4.1.204,109.4.1.1313,,,,,no_dominant_pfam
1316581,e2ru4B1,109.4.1,109.4.1.2,109.4.1.1332,,,,,no_dominant_pfam
1870438,e2vglA1,109.4.1,109.4.1.22,109.4.1.1255,PF01602,Adaptin_N,93.8,525.8,ambiguous_both
7192,e1oznA1,207.1.1,207.1.1.24,207.1.1.130,,,,,no_dominant_pfam
5091,e1welA1,304.9.1,304.9.1.1,304.9.1.77,PF28441,RRM_11,78.6,57.5,supports_commons
2084857,e5x90D1,1164.1.1,,1164.1.1.2,PF29777,LvgA,93.6,301.9,supports_commons
4562,e1xnfA1,109.4.1,109.4.1.95,109.4.1.1264,,,,,no_dominant_pfam
1676519,e4ui9I1,5.1.4,5.1.4.39,5.1.4.283,,,,,no_dominant_pfam
2485644,e5w4aB1,7030.1.1,,7030.1.1.1,PF29800,PGL_N,95.8,268.1,supports_commons
1681454,e5c2uA1,304.166.1,,304.166.1.9,PF29949,Nup54_a-b,87.9,129.7,supports_commons
48960,e2opoB1,108.1.1,108.1.1.1,108.1.1.99,PF13499,EF-hand_7,77.8,61.9,supports_commons
2485693,e6ghcB1,7040.1.1,,7040.1.1.1,PF30443,McrA_N,100.0,98.2,supports_commons
2526332,e6jl2A2,7092.1.1,,7092.1.1.1,PF31273,VDLT_N,100.0,170.8,supports_commons
2323987,e5w2lB1,2.1.1,2.1.1.66,2.1.1.243,PF30831,CTC1_5th,89.4,248.9,supports_commons
9777,e1lv7A2,2004.1.1,2004.1.1.1,2004.1.1.420,PF00004,AAA,74.0,163.8,ambiguous_both
609,e2vgnA1,4.23.1,4.23.1.1,4.23.1.2,PF26356,Pelota_N,99.3,86.1,supports_commons
223848,e3iddA1,7515.1.1,7515.1.1.8,7515.1.1.14,PF01676,Metalloenzyme,99.2,147.5,ambiguous_both
9644,e2afhE1,2004.1.1,2004.1.1.20,2004.1.1.419,PF00142,Fer4_NifH,94.1,443.2,ambiguous_both
7095,e1xwsA1,206.1.1,206.1.1.1,206.1.1.71,PF00069,Pkinase,92.7,232.8,ambiguous_both
1148095,e2o5vA1,2004.1.1,2004.1.1.87,2004.1.1.433,PF02463,SMC_N,91.1,45.8,ambiguous_both
9601,e2dy1A5,2004.1.1,2004.1.1.14,2004.1.1.414,PF00009,GTP_EFTU,100.0,112.2,ambiguous_both
1389177,e3izq11,2004.1.1,2004.1.1.14,2004.1.1.414,PF00009,GTP_EFTU,98.3,163.3,ambiguous_both
9044,e1orrA1,2003.1.1,2003.1.1.72,2003.1.1.141,PF16363,GDP_Man_Dehyd,97.0,177.3,ambiguous_both
7096,e1s9jA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,90.4,214.3,ambiguous_both
7073,e1kobA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,72.7,245.4,ambiguous_both
11057,e1cjwA1,213.1.1,213.1.1.1,213.1.1.72,PF00583,Acetyltransf_1,77.7,49.1,ambiguous_both
1088849,e4bkyA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,93.0,254.8,ambiguous_both
7078,e1yhwA1,206.1.1,206.1.1.1,206.1.1.72,PF00069,Pkinase,86.0,248.3,ambiguous_both
7079,e1o6yA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,95.3,173.1,ambiguous_both
7099,e2jflA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,89.9,236.7,ambiguous_both
7065,e3bqcA1,206.1.1,206.1.1.1,206.1.1.73,PF00069,Pkinase,87.2,237.4,ambiguous_both
1322288,e4qfgA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,93.7,259.1,ambiguous_both
1549037,e4lgdB1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,82.9,238.9,ambiguous_both
3085,e1wj7A1,103.1.1,103.1.1.14,103.1.1.84,PF28540,UBA_UBAP2,60.4,125.2,supports_commons
1144822,e3f83A1,11.1.5,11.1.5.26,11.1.5.96,PF31151,CfaE_1st,100.0,124.9,supports_commons
1144179,e4o1pC2,206.1.1,206.1.1.1,206.1.1.71,PF00069,Pkinase,61.4,50.8,ambiguous_both
1145908,e4cfhA1,206.1.1,206.1.1.1,206.1.1.70,PF00069,Pkinase,77.8,259.1,ambiguous_both
1411819,e4uw0A1,206.1.1,206.1.1.11,206.1.1.73,,,,,no_dominant_pfam
2324026,e5xfoA4,101.1.2,,101.1.2.500,PF30898,PCL_mid,87.1,104.6,supports_commons
3138,e1qx2A1,108.1.1,108.1.1.1,108.1.1.97,PF13499,EF-hand_7,90.8,36.2,supports_commons
6740,e1wuiL3,244.4.1,244.4.1.2,244.4.1.3,,,,,no_dominant_pfam
185292,e3gs9A2,3070.1.1,3070.1.1.3,3070.1.1.18,PF26674,Prophage_tail_N2,86.5,70.1,supports_commons
3264,e2gtgA1,198.1.1,198.1.1.2,198.1.1.10,PF20825,Saposin,97.4,27.8,supports_commons
1145819,e3h94A4,6119.1.1,6119.1.1.1,6119.1.1.2,PF25919,BSH_CusB,100.0,89.0,pfam_has_no_fgroup_here
1447958,e4ux3A1,2004.1.1,2004.1.1.87,2004.1.1.429,PF02463,SMC_N,96.0,213.3,ambiguous_both
1951795,e3j9zLH1,2490.3.1,2490.3.1.1,2490.3.1.3,,,,,no_dominant_pfam
146868,e3nsjA2,389.1.1,,389.1.1.110,PF28895,EGF_PRF1,94.6,40.6,supports_commons
185457,e3p8cF1,3305.1.1,3305.1.1.1,3305.1.1.7,,,,,no_dominant_pfam
2324037,e5xynD1,1195.1.1,,1195.1.1.2,PF29629,SHU2,71.8,182.6,supports_commons
2485657,e6a29E2,7053.1.1,,7053.1.1.1,PF29826,PprA_2nd,82.7,236.8,supports_commons
9608,e1mkyA3,2004.1.1,2004.1.1.73,2004.1.1.414,PF01926,MMR_HSR1,64.5,101.1,ambiguous_both
2825,e1r8dA1,101.1.9,101.1.9.17,101.1.9.82,PF13411,MerR_1,64.2,71.2,ambiguous_both
9774,e1iqpA3,2004.1.1,2004.1.1.1,2004.1.1.415,PF00004,AAA,72.0,69.0,ambiguous_both
147021,e3n54B1,3234.1.1,3234.1.1.1,3234.1.1.2,,,,,no_dominant_pfam
1070876,e4kq7A1,10.2.1,10.2.1.48,10.2.1.89,PF28589,GH172_dom,72.4,65.6,supports_commons
1482703,e4rlvA1,109.3.1,109.3.1.1,109.3.1.164,,,,,no_dominant_pfam
4551,e1elrA1,109.4.1,109.4.1.5,109.4.1.1394,,,,,no_dominant_pfam
2240,e1a12A1,5.1.4,5.1.4.7,5.1.4.255,PF25390,WD40_RLD,94.3,364.4,supports_commons
9109,e1yo6A1,2003.1.1,2003.1.1.3,2003.1.1.148,PF00106,adh_short,84.8,96.9,ambiguous_both
7186,e2astB2,207.1.1,,207.1.1.162,PF29594,LRR_SKP2,94.4,415.8,supports_commons
185442,e3ojaB1,207.1.1,207.1.1.24,207.1.1.130,,,,,no_dominant_pfam
2192,e2hqsA1,5.1.3,5.1.3.20,5.1.3.136,PF07676,PD40,100.0,400.1,ambiguous_both
2224,e1tyeA1,5.1.4,5.1.4.13,5.1.4.257,,,,,no_dominant_pfam
2323935,e5teeA2,5.1.4,5.1.4.6,5.1.4.285,PF23775,Beta-prop_RIG_2nd,91.8,130.7,supports_commons
184980,e2x58A2,2003.1.1,2003.1.1.36,2003.1.1.155,PF02737,3HCDH_N,96.7,182.6,ambiguous_both
2066817,e5mzhB2,5.1.5,5.1.5.1,5.1.5.80,PF23381,Beta-prop_IFT122_1st,81.9,221.7,supports_commons
9184,e2f1kA2,2003.1.1,2003.1.1.27,2003.1.1.147,PF02153,PDH_N,90.9,179.3,ambiguous_both
9183,e2g5cA2,2003.1.1,2003.1.1.27,2003.1.1.147,PF02153,PDH_N,90.6,188.8,ambiguous_both
9093,e2b69A1,2003.1.1,2003.1.1.72,2003.1.1.141,PF16363,GDP_Man_Dehyd,94.9,181.4,ambiguous_both
1514550,e1zq9A3,2003.1.5,2003.1.5.2,2003.1.5.155,PF00398,RrnaAD,100.0,232.6,ambiguous_both
1851163,e2n8yA1,108.1.1,108.1.1.1,108.1.1.103,PF13499,EF-hand_7,87.5,33.8,supports_commons
1031125,e4e3cB2,221.1.1,221.1.1.2,221.1.1.164,PF29299,UBL_IKK,92.9,125.4,supports_commons
7425,e1qsaA2,235.1.1,235.1.1.9,235.1.1.32,PF01464,SLT,72.0,122.8,ambiguous_both
224022,e4fe9A2,3597.1.1,3597.1.1.2,3597.1.1.5,PF26120,CBM_1st_SusF,98.2,88.9,supports_commons
1031124,e4e3cB1,206.1.1,206.1.1.1,206.1.1.72,PF00069,Pkinase,96.3,182.6,ambiguous_both
2075048,e1x42A3,2006.1.1,2006.1.1.1,2006.1.1.44,PF00702,Hydrolase,73.6,103.4,ambiguous_both
118942,e1exrA1,108.1.1,108.1.1.1,108.1.1.97,PF13499,EF-hand_7,83.3,63.2,supports_commons
9709,e1c4oA1,2004.1.1,2004.1.1.120,2004.1.1.489,,,,,no_dominant_pfam
1447873,e4rh7A4,2004.1.1,2004.1.1.156,2004.1.1.500,PF07728,AAA_5,74.1,89.4,ambiguous_both
7423,e1am7A1,235.1.1,,235.1.1.33,PF31186,Endolysin,94.2,230.9,supports_commons
9910,e2o2xA1,2006.1.1,2006.1.1.15,2006.1.1.44,PF00702,Hydrolase,66.0,34.6,supports_commons
4560,e1w3bA1,109.4.1,109.4.1.5,109.4.1.3572,,,,,no_dominant_pfam
1806521,e3tgoC1,331.3.1,331.3.1.8,331.3.1.50,PF29358,BamC-like_N,100.0,211.5,supports_commons
9224,e1kdgA2,2003.1.2,2003.1.2.3,2003.1.2.63,PF00732,GMC_oxred_N,82.2,69.3,ambiguous_both
586,e1vqoT1,4.1.1,4.1.1.95,4.1.1.295,PF16906,Ribosomal_L26,96.6,85.4,ambiguous_both
1096987,e4kksA2,1.1.7,1.1.7.38,1.1.7.87,PF25954,Beta-barrel_RND_2,81.9,34.6,supports_commons
1145751,e3lnnA2,1.1.7,1.1.7.38,1.1.7.87,PF25954,Beta-barrel_RND_2,83.7,59.2,supports_commons
1070,e1dypA1,10.1.1,10.1.1.11,10.1.1.74,PF30275,GH16_PorA-D,95.2,83.8,supports_commons
1870486,e5g53C1,2004.1.1,2004.1.1.47,2004.1.1.431,PF00503,G-alpha,83.4,182.0,ambiguous_both
1124210,e4lp7B2,54.1.1,54.1.1.2,54.1.1.7,PF23766,Matrix_Pneumo_C,98.3,203.2,supports_commons
185755,e4g1gA2,54.1.1,54.1.1.1,54.1.1.6,PF23765,Matrix_Paramyxo_C,91.0,160.7,supports_commons
2324072,e6bzfB1,2008.1.1,,2008.1.1.149,PF30140,ZIP2_M,94.9,117.9,supports_commons
2617272,e5ym0A1,2007.1.20,2007.1.20.1,2007.1.20.2,PF24877,ILV_EDD_C,97.4,244.7,supports_commons
2323967,e5vbnA1,2.1.1,,2.1.1.224,PF29084,OB_POLE2,99.2,142.4,supports_commons
1841007,e4bepB3,109.3.1,109.3.1.8,109.3.1.176,PF12796,Ank_2,62.8,47.3,ambiguous_both
4578,e1qgrA1,109.4.1,109.4.1.55,109.4.1.1345,,,,,no_dominant_pfam
1147811,e4g23A1,109.4.1,109.4.1.240,109.4.1.1384,PF17177,PPR_long,91.5,263.8,ambiguous_both
185910,e2e87A1,2004.1.1,2004.1.1.147,2004.1.1.453,PF01926,MMR_HSR1,63.0,75.2,supports_commons
7191,e1p9aG1,207.1.1,207.1.1.11,207.1.1.165,,,,,no_dominant_pfam
3262,e1nklA1,198.1.1,198.1.1.3,198.1.1.26,,,,,no_dominant_pfam
2041636,e5ulmA1,109.4.1,109.4.1.193,2007.15.1.11,PF13281,MAP3K_TRAF_bd,97.5,451.2,ambiguous_both
6738,e1ublL5,244.4.1,244.4.1.2,244.4.1.3,,,,,no_dominant_pfam
7227,e2bm5A1,207.9.1,207.9.1.2,207.9.1.7,,,,,no_dominant_pfam
10782,e2bceA1,7579.1.1,7579.1.1.1,7579.1.1.89,PF00135,COesterase,96.7,550.4,ambiguous_both
1487475,e4rg6A1,109.4.1,109.4.1.7,109.4.1.1294,,,,,no_dominant_pfam
1840991,e3mwyW4,2004.1.1,2004.1.1.24,2004.1.1.428,PF11496,HDA2-3,76.9,36.6,supports_commons
2205,e1k3iA3,5.1.4,5.1.4.10,5.1.4.291,,,,,no_dominant_pfam
9290,e1djqA3,2003.1.3,2003.1.3.3,2003.1.3.15,PF07992,Pyr_redox_2,61.4,35.6,ambiguous_both
1503129,e4wwxB2,2484.1.1,2484.1.1.64,2484.1.1.195,,,,,no_dominant_pfam
185635,e4a53A1,4.1.1,4.1.1.67,4.1.1.391,,,,,no_dominant_pfam
2038,e2f2hA3,4178.1.1,,4178.1.1.4,PF29281,YicI_C,86.1,77.5,supports_commons
1310586,e4nsxA1,5.1.4,5.1.4.39,5.1.4.280,PF25171,Beta-prop_WDR36-Utp21_1st,83.6,300.6,supports_commons
2387804,e5xllA1,9.30.1,,9.30.1.1,PF31220,PknI_sensor,100.0,246.0,supports_commons
4549,e1a17A1,109.4.1,109.4.1.6,109.4.1.1802,,,,,no_dominant_pfam
4563,e2c2lA1,109.4.1,109.4.1.9,109.4.1.1707,,,,,no_dominant_pfam
185943,e1qexA3,3386.1.1,3386.1.1.1,3386.1.1.4,PF23618,T4_gp9_10_C,86.7,143.9,supports_commons
224012,e4ei0A2,3077.1.1,3077.1.1.2,3077.1.1.3,PF29636,DUF8576,100.0,171.0,supports_commons
1721533,e4qo5A1,139.2.1,139.2.1.7,139.2.1.17,,,,,no_dominant_pfam
10862,e2jbwA1,7579.1.1,7579.1.1.32,7579.1.1.118,PF06500,FrsA-like,61.1,43.3,ambiguous_both
9624,e2cxxA1,2004.1.1,2004.1.1.73,2004.1.1.414,PF01926,MMR_HSR1,70.1,70.0,ambiguous_both
9695,e3dhwC2,2004.1.1,2004.1.1.5,2004.1.1.417,PF00005,ABC_tran,62.1,133.4,ambiguous_both
9688,e1w1wA1,2004.1.1,2004.1.1.87,2004.1.1.481,PF02463,SMC_N,96.4,220.7,ambiguous_both
9690,e1qhlA1,2004.1.1,2004.1.1.113,2004.1.1.1172,PF04310,MukB,100.0,412.8,ambiguous_both
6542,e2ftxA1,4099.1.1,,4099.1.1.25,PF29749,SPC25_C,82.0,168.2,supports_commons
7424,e1gbsA1,235.1.1,235.1.1.9,235.1.1.31,PF31087,LysG,97.3,308.3,supports_commons
1676526,e4ui9Y1,109.4.1,109.4.1.118,109.4.1.1264,,,,,no_dominant_pfam
11071,e1u6mA1,213.1.1,213.1.1.1,213.1.1.72,PF00583,Acetyltransf_1,79.4,52.8,ambiguous_both
1291871,e4hnxA1,109.4.1,109.4.1.173,109.4.1.1389,,,,,no_dominant_pfam
1030869,e1h6tA3,207.1.1,207.1.1.20,207.1.1.142,,,,,no_dominant_pfam
1072,e1o4yA1,10.1.1,10.1.1.11,10.1.1.74,PF30275,GH16_PorA-D,92.2,156.2,supports_commons
2485656,e6a29E1,7052.1.1,,7052.1.1.1,PF29825,PprA_N,99.0,137.8,supports_commons
2080125,e5jqyA1,109.4.1,109.4.1.118,109.4.1.1287,,,,,no_dominant_pfam
