ecod_uid,domain_id,prev_verdict,t_id,old_f,old_pfam,commons_f,new_pfam,domain_arch,j_old,j_commons,best_match,exact_match,comp_verdict
118952,e1hqvA2,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.99,"PF13202,PF13405,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
9356,e1i1nA1,ambiguous_both,2003.1.5,2003.1.5.4,PF01135,2003.1.5.153,"PF01135,PF13649",PF01135,1.0,0.5,2003.1.5.4,True,comp_supports_old
1693513,e1ihmA2,ambiguous_both,1.2.1,1.2.1.2,PF08435,1.2.1.4,"PF00915,PF08435",PF08435,1.0,0.5,1.2.1.2,True,comp_supports_old
118964,e1jbaA2,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",PF13499,1.0,0.5,108.1.1.29;108.1.1.64,True,comp_supports_old
118965,e1jfjA1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.99,"PF13202,PF13405,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
9355,e1jg1A1,ambiguous_both,2003.1.5,2003.1.5.4,PF01135,2003.1.5.153,"PF01135,PF13649",PF01135,1.0,0.5,2003.1.5.4,True,comp_supports_old
5482,e1jnrB1,no_dominant_pfam,205.1.1,205.1.1.13,"PF12139,PF12838",205.1.1.47,"PF00037,PF12139,PF12838","PF12139,PF12838",1.0,0.67,205.1.1.13,True,comp_supports_old
7073,e1kobA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1107957,e1kqfB3,ambiguous_both,205.1.1,205.1.1.17,PF13247,205.1.1.48,"PF12837,PF13247",PF13247,1.0,0.5,205.1.1.17,True,comp_supports_old
9777,e1lv7A2,ambiguous_both,2004.1.1,2004.1.1.1,PF00004,2004.1.1.420,"PF00004,PF06068",PF00004,1.0,0.5,2004.1.1.1,True,comp_supports_old
1088763,e1mppA1,ambiguous_both,1.1.1,1.1.1.1,PF00026,1.1.1.27,"PF00026,PF14543",PF00026,1.0,0.5,1.1.1.1,True,comp_supports_old
9602,e1n0uA5,ambiguous_both,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",PF00009,1.0,0.5,2004.1.1.14,True,comp_supports_old
7079,e1o6yA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1088767,e1oewA2,ambiguous_both,1.1.1,1.1.1.1,PF00026,1.1.1.27,"PF00026,PF14543",PF00026,1.0,0.5,1.1.1.1,True,comp_supports_old
119003,e1omrA2,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",PF13499,1.0,0.5,108.1.1.29;108.1.1.64,True,comp_supports_old
3161,e1oqpA1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
4922,e1orqC1,ambiguous_both,5054.1.1,5054.1.1.2,PF00520,5054.1.1.59,"PF00520,PF07885",PF00520,1.0,0.5,5054.1.1.2,True,comp_supports_old
9044,e1orrA1,ambiguous_both,2003.1.1,2003.1.1.72,PF16363,2003.1.1.141,"PF02719,PF16363",PF16363,1.0,0.5,2003.1.1.72,True,comp_supports_old
4606,e1oyzA1,no_dominant_pfam,109.4.1,109.4.1.207,PF13646,109.4.1.1283,"PF02985,PF03130,PF13646",PF13646,1.0,0.33,109.4.1.207;109.4.1.796;109.4.1.797,True,comp_supports_old
3152,e1ozsA1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
7191,e1p9aG1,no_dominant_pfam,207.1.1,207.1.1.11,"PF01462,PF13855",207.1.1.165,"PF00560,PF01462,PF12799,PF13855","PF01462,PF13855",1.0,0.5,207.1.1.11,True,comp_supports_old
4234,e1ppjC2,ambiguous_both,5069.1.1,5069.1.1.1,PF00033,5069.1.1.54,"PF00033,PF13631",PF00033,1.0,0.5,5069.1.1.1,True,comp_supports_old
7437,e1prtA1,ambiguous_both,237.1.1,237.1.1.7,PF02917,237.1.1.33,"PF02917,PF22596",PF02917,1.0,0.5,237.1.1.7,True,comp_supports_old
2827,e1q08A1,ambiguous_both,101.1.9,101.1.9.14,PF09278,101.1.9.82,"PF09278,PF13411",PF09278,1.0,0.5,101.1.9.14,True,comp_supports_old
1514546,e1qamA3,ambiguous_both,2003.1.5,2003.1.5.2,PF00398,2003.1.5.182,"PF00398,PF08241",PF00398,1.0,0.5,2003.1.5.2,True,comp_supports_old
9690,e1qhlA1,ambiguous_both,2004.1.1,2004.1.1.113,PF04310,2004.1.1.1172,"PF04310,PF13555",PF04310,1.0,0.5,2004.1.1.113,True,comp_supports_old
10163,e1r3nA2,ambiguous_both,2011.1.1,2011.1.1.6,PF01546,2011.1.1.20,"PF01546,PF04389",PF01546,1.0,0.5,2011.1.1.6,True,comp_supports_old
119021,e1r7rA6,ambiguous_both,2004.1.1,2004.1.1.1,PF00004,2004.1.1.415,"PF00004,PF05496",PF00004,1.0,0.5,2004.1.1.1,True,comp_supports_old
9227,e1ryiA2,ambiguous_both,2003.1.2,2003.1.2.12,PF01266,2003.1.2.60,"PF01266,PF13450",PF01266,1.0,0.5,2003.1.2.12,True,comp_supports_old
119032,e1s6cA1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.98,"PF00036,PF13202,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
7096,e1s9jA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1088769,e1smrA2,ambiguous_both,1.1.1,1.1.1.1,PF00026,1.1.1.27,"PF00026,PF14543",PF00026,1.0,0.5,1.1.1.1,True,comp_supports_old
1141779,e1tedA2,ambiguous_both,7581.1.1,7581.1.1.4,PF00195,7581.1.1.24,"PF00195,PF08545",PF00195,1.0,0.5,7581.1.1.4,True,comp_supports_old
11071,e1u6mA1,ambiguous_both,213.1.1,213.1.1.1,PF00583,213.1.1.72,"PF00583,PF13673",PF00583,1.0,0.5,213.1.1.1,True,comp_supports_old
9698,e1uaaA2,ambiguous_both,2004.1.1,2004.1.1.195,PF13361,2004.1.1.508,"PF13361,PF13538",PF13361,1.0,0.5,2004.1.1.195,True,comp_supports_old
10839,e1ukcA1,ambiguous_both,7579.1.1,7579.1.1.1,PF00135,7579.1.1.89,"PF00135,PF20434",PF00135,1.0,0.5,7579.1.1.1,True,comp_supports_old
586,e1vqoT1,ambiguous_both,4.1.1,4.1.1.95,PF16906,4.1.1.295,"PF00467,PF16906",PF16906,1.0,0.5,4.1.1.95,True,comp_supports_old
2200,e1w0pA3,no_dominant_pfam,5.1.3,5.1.3.26,PF13088,5.1.3.134,"PF02012,PF13088",PF13088,1.0,0.5,5.1.3.26,True,comp_supports_old
9688,e1w1wA1,ambiguous_both,2004.1.1,2004.1.1.87,PF02463,2004.1.1.481,"PF02463,PF13555",PF02463,1.0,0.5,2004.1.1.87,True,comp_supports_old
2198,e1w8oA3,ambiguous_both,5.1.3,5.1.3.26,PF13088,5.1.3.134,"PF02012,PF13088",PF13088,1.0,0.5,5.1.3.26,True,comp_supports_old
3762,e1wb9A1,ambiguous_both,601.23.1,601.23.1.1,PF05192,601.23.1.4,"PF05190,PF05192",PF05192,1.0,0.5,601.23.1.1,True,comp_supports_old
10875,e1wdkC2,ambiguous_both,7581.1.1,7581.1.1.1,PF00108,7581.1.1.22,"PF00108,PF00109",PF00108,1.0,0.5,7581.1.1.1,True,comp_supports_old
9605,e1wf3A2,ambiguous_both,2004.1.1,2004.1.1.73,PF01926,2004.1.1.474,"PF00350,PF01926",PF01926,1.0,0.5,2004.1.1.73,True,comp_supports_old
9623,e1wxqA2,no_dominant_pfam,2004.1.1,2004.1.1.74,"PF01926,PF08438",2004.1.1.597,"PF01926,PF02421,PF08438","PF01926,PF08438",1.0,0.67,2004.1.1.74,True,comp_supports_old
2075048,e1x42A3,ambiguous_both,2006.1.1,2006.1.1.1,PF00702,2006.1.1.44,"PF00702,PF13242",PF00702,1.0,0.5,2006.1.1.1,True,comp_supports_old
119099,e1xo5A1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.103,"PF13405,PF13499,PF13833",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
7095,e1xwsA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.71,"PF00069,PF06293",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
7078,e1yhwA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.72,"PF00069,PF17667",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
9109,e1yo6A1,ambiguous_both,2003.1.1,2003.1.1.3,PF00106,2003.1.1.148,"PF00106,PF08659",PF00106,1.0,0.5,2003.1.1.103;2003.1.1.3,True,comp_supports_old
9877,e1zd3A1,ambiguous_both,2006.1.1,2006.1.1.1,PF00702,2006.1.1.46,"PF00702,PF13419",PF00702,1.0,0.5,2006.1.1.1,True,comp_supports_old
8696,e1zfjA2,ambiguous_both,2002.1.1,2002.1.1.23,PF00478,2002.1.1.263,"PF00478,PF01070",PF00478,1.0,0.5,2002.1.1.23,True,comp_supports_old
1514550,e1zq9A3,ambiguous_both,2003.1.5,2003.1.5.2,PF00398,2003.1.5.155,"PF00398,PF13649",PF00398,1.0,0.5,2003.1.5.2,True,comp_supports_old
9626,e1zunB3,ambiguous_both,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",PF00009,1.0,0.5,2004.1.1.14,True,comp_supports_old
9644,e2afhE1,ambiguous_both,2004.1.1,2004.1.1.20,PF00142,2004.1.1.419,"PF00142,PF13614",PF00142,1.0,0.5,2004.1.1.20,True,comp_supports_old
1568669,e2aprA2,ambiguous_both,1.1.1,1.1.1.1,PF00026,1.1.1.27,"PF00026,PF14543",PF00026,1.0,0.5,1.1.1.1,True,comp_supports_old
9878,e2b0cA1,ambiguous_both,2006.1.1,2006.1.1.1,PF00702,2006.1.1.44,"PF00702,PF13242",PF00702,1.0,0.5,2006.1.1.1,True,comp_supports_old
9093,e2b69A1,ambiguous_both,2003.1.1,2003.1.1.72,PF16363,2003.1.1.141,"PF02719,PF16363",PF16363,1.0,0.5,2003.1.1.72,True,comp_supports_old
10782,e2bceA1,ambiguous_both,7579.1.1,7579.1.1.1,PF00135,7579.1.1.89,"PF00135,PF20434",PF00135,1.0,0.5,7579.1.1.1,True,comp_supports_old
4616,e2bnxA1,no_dominant_pfam,109.4.1,109.4.1.89,"PF06367,PF06371",109.4.1.1299,"PF06367,PF06371,PF24959","PF06367,PF06371",1.0,0.67,109.4.1.89,True,comp_supports_old
9600,e2bv3A5,ambiguous_both,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",PF00009,1.0,0.5,2004.1.1.14,True,comp_supports_old
9624,e2cxxA1,ambiguous_both,2004.1.1,2004.1.1.73,PF01926,2004.1.1.414,"PF00009,PF01926",PF01926,1.0,0.5,2004.1.1.73,True,comp_supports_old
9601,e2dy1A5,ambiguous_both,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",PF00009,1.0,0.5,2004.1.1.14,True,comp_supports_old
9184,e2f1kA2,ambiguous_both,2003.1.1,2003.1.1.27,PF02153,2003.1.1.147,"PF02153,PF03807",PF02153,1.0,0.5,2003.1.1.27,True,comp_supports_old
9382,e2fk8A1,ambiguous_both,2003.1.5,2003.1.5.21,PF02353,2003.1.5.152,"PF02353,PF13649",PF02353,1.0,0.5,2003.1.5.21,True,comp_supports_old
9183,e2g5cA2,ambiguous_both,2003.1.1,2003.1.1.27,PF02153,2003.1.1.147,"PF02153,PF03807",PF02153,1.0,0.5,2003.1.1.27,True,comp_supports_old
9871,e2gfhA1,ambiguous_both,2006.1.1,2006.1.1.1,PF00702,2006.1.1.44,"PF00702,PF13242",PF00702,1.0,0.5,2006.1.1.1,True,comp_supports_old
7063,e2gfsA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
9406,e2gh1A1,ambiguous_both,2003.1.5,2003.1.5.82,PF13847,2003.1.5.201,"PF13649,PF13847",PF13847,1.0,0.5,2003.1.5.82,True,comp_supports_old
2192,e2hqsA1,ambiguous_both,5.1.3,5.1.3.20,PF07676,5.1.3.136,"PF00930,PF07676",PF07676,1.0,0.5,5.1.3.20,True,comp_supports_old
10852,e2hu7A2,ambiguous_both,7579.1.1,7579.1.1.3,PF00326,7579.1.1.94,"PF00326,PF02129",PF00326,1.0,0.5,7579.1.1.3,True,comp_supports_old
9230,e2iidA2,ambiguous_both,2003.1.2,2003.1.2.17,PF01593,2003.1.2.73,"PF01593,PF07992,PF13450",PF01593,1.0,0.33,2003.1.2.17,True,comp_supports_old
7099,e2jflA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1145809,e2lhiA1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",PF13499,1.0,0.5,108.1.1.29;108.1.1.64,True,comp_supports_old
1148095,e2o5vA1,ambiguous_both,2004.1.1,2004.1.1.87,PF02463,2004.1.1.433,"PF02463,PF13476",PF02463,1.0,0.5,2004.1.1.87,True,comp_supports_old
3163,e2obhA2,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
4575,e2ooeA1,ambiguous_both,109.4.1,109.4.1.83,PF05843,109.4.1.1316,"PF05843,PF23240,PF23241",PF05843,1.0,0.33,109.4.1.752;109.4.1.83,True,comp_supports_old
2218,e2ovrB1,no_dominant_pfam,5.1.4,5.1.4.1,PF00400,5.1.4.310,"PF00400,PF13360",PF00400,1.0,0.5,5.1.4.1;5.1.4.120,True,comp_supports_old
8457,e2p3uA1,ambiguous_both,389.1.1,389.1.1.17,PF14670,389.1.1.97,"PF12662,PF14670",PF14670,1.0,0.5,389.1.1.17;389.1.1.42,True,comp_supports_old
3148,e2pvbA1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.99,"PF13202,PF13405,PF13499",PF13499,1.0,0.33,108.1.1.29;108.1.1.64,True,comp_supports_old
10114,e2shpA3,ambiguous_both,2007.2.3,2007.2.3.1,PF00102,2007.2.3.21,"PF00102,PF22784",PF00102,1.0,0.5,2007.2.3.1,True,comp_supports_old
1870438,e2vglA1,ambiguous_both,109.4.1,109.4.1.22,PF01602,109.4.1.1255,"PF01602,PF12717",PF01602,1.0,0.5,109.4.1.22,True,comp_supports_old
9237,e2vouA2,ambiguous_both,2003.1.2,2003.1.2.15,PF01494,2003.1.2.99,"PF00070,PF01494",PF01494,1.0,0.5,2003.1.2.15,True,comp_supports_old
2033698,e2vpzB2,ambiguous_both,205.1.1,205.1.1.17,PF13247,205.1.1.44,"PF00037,PF13247",PF13247,1.0,0.5,205.1.1.17,True,comp_supports_old
184980,e2x58A2,ambiguous_both,2003.1.1,2003.1.1.36,PF02737,2003.1.1.155,"PF02737,PF03807",PF02737,1.0,0.5,2003.1.1.36,True,comp_supports_old
7065,e3bqcA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.73,"PF00069,PF01636",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
5478,e3c8yA3,ambiguous_both,205.1.1,205.1.1.16,PF12838,205.1.1.42,"PF00037,PF12837,PF12838",PF12838,1.0,0.33,205.1.1.16,True,comp_supports_old
1870442,e3cmmA1,ambiguous_both,2003.1.9,2003.1.9.1,PF00899,2003.1.9.8,"PF00899,PF16191",PF00899,1.0,0.5,2003.1.9.1,True,comp_supports_old
9695,e3dhwC2,ambiguous_both,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",PF00005,1.0,0.5,2004.1.1.5,True,comp_supports_old
185234,e3f6kA1,ambiguous_both,5.1.7,5.1.7.2,PF15902,5.1.7.4,"PF15899,PF15902",PF15902,1.0,0.5,5.1.7.2,True,comp_supports_old
223848,e3iddA1,ambiguous_both,7515.1.1,7515.1.1.8,PF01676,7515.1.1.14,"PF01676,PF10143",PF01676,1.0,0.5,7515.1.1.8,True,comp_supports_old
1389177,e3izq11,ambiguous_both,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",PF00009,1.0,0.5,2004.1.1.14,True,comp_supports_old
1551400,e3j6bQ1,ambiguous_both,4.1.1,4.1.1.146,PF22682,4.1.1.314,"PF00467,PF22682",PF22682,1.0,0.5,4.1.1.146,True,comp_supports_old
1411386,e3kv4A2,no_dominant_pfam,10.12.1,10.12.1.9,PF02373,10.12.1.101,"PF02373,PF13621",PF02373,1.0,0.5,10.12.1.9,True,comp_supports_old
119500,e3nnqA1,ambiguous_both,101.1.1,101.1.1.73,PF16721,101.1.1.301,"PF09337,PF16721",PF16721,1.0,0.5,101.1.1.73,True,comp_supports_old
1843702,e3q3qA1,ambiguous_both,7515.1.1,7515.1.1.6,PF01663,7515.1.1.15,"PF01663,PF01676",PF01663,1.0,0.5,7515.1.1.6,True,comp_supports_old
1117696,e3vkhA3,ambiguous_both,2004.1.1,2004.1.1.156,PF07728,2004.1.1.500,"PF07728,PF12774",PF07728,1.0,0.5,2004.1.1.156,True,comp_supports_old
1031105,e3zztA4,ambiguous_both,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",PF00009,1.0,0.5,2004.1.1.14,True,comp_supports_old
1556802,e4ad8A1,ambiguous_both,2004.1.1,2004.1.1.87,PF02463,2004.1.1.433,"PF02463,PF13476",PF02463,1.0,0.5,2004.1.1.87,True,comp_supports_old
1841007,e4bepB3,ambiguous_both,109.3.1,109.3.1.8,PF12796,109.3.1.176,"PF12796,PF13606,PF13637",PF12796,1.0,0.33,109.3.1.8;109.3.1.86,True,comp_supports_old
1088849,e4bkyA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1145884,e4cfeA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1145908,e4cfhA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1031124,e4e3cB1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.72,"PF00069,PF17667",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1147811,e4g23A1,ambiguous_both,109.4.1,109.4.1.240,PF17177,109.4.1.1384,"PF01535,PF17177",PF17177,1.0,0.5,109.4.1.240,True,comp_supports_old
1291870,e4hnwA1,no_dominant_pfam,109.4.1,109.4.1.173,PF12569,109.4.1.1389,"PF12569,PF13181",PF12569,1.0,0.5,109.4.1.173,True,comp_supports_old
1291871,e4hnxA1,no_dominant_pfam,109.4.1,109.4.1.173,PF12569,109.4.1.1389,"PF12569,PF13181",PF12569,1.0,0.5,109.4.1.173,True,comp_supports_old
1125473,e4ij2F1,ambiguous_both,11.1.1,11.1.1.72,PF05031,11.1.1.861,"PF05031,PF10049",PF05031,1.0,0.5,11.1.1.72,True,comp_supports_old
1108126,e4kc5A1,ambiguous_both,7581.1.1,7581.1.1.2,PF00109,7581.1.1.22,"PF00108,PF00109",PF00109,1.0,0.5,7581.1.1.2,True,comp_supports_old
1549037,e4lgdB1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1121969,e4m8oA3,ambiguous_both,2484.1.1,2484.1.1.34,PF03104,2484.1.1.197,"PF03104,PF10108",PF03104,1.0,0.5,2484.1.1.34,True,comp_supports_old
1144179,e4o1pC2,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.71,"PF00069,PF06293",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1495179,e4pj3A3,ambiguous_both,2004.1.1,2004.1.1.184,PF13086,2004.1.1.473,"PF04851,PF13086",PF13086,1.0,0.5,2004.1.1.184,True,comp_supports_old
1322288,e4qfgA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1487349,e4rfsA1,no_dominant_pfam,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",PF00005,1.0,0.5,2004.1.1.5,True,comp_supports_old
1447873,e4rh7A4,ambiguous_both,2004.1.1,2004.1.1.156,PF07728,2004.1.1.500,"PF07728,PF12774",PF07728,1.0,0.5,2004.1.1.156,True,comp_supports_old
1310610,e4upcA1,no_dominant_pfam,2011.1.1,2011.1.1.12,PF05450,2011.1.1.35,"PF04389,PF05450",PF05450,1.0,0.5,2011.1.1.12,True,comp_supports_old
1447958,e4ux3A1,ambiguous_both,2004.1.1,2004.1.1.87,PF02463,2004.1.1.429,"PF02463,PF13175",PF02463,1.0,0.5,2004.1.1.87,True,comp_supports_old
1731077,e4ww4B1,ambiguous_both,2004.1.1,2004.1.1.137,PF06068,2004.1.1.436,"PF03796,PF06068",PF06068,1.0,0.5,2004.1.1.137,True,comp_supports_old
1723258,e4xhhA1,ambiguous_both,206.1.1,206.1.1.1,PF00069,206.1.1.72,"PF00069,PF17667",PF00069,1.0,0.5,206.1.1.1,True,comp_supports_old
1555748,e4yc7B1,no_dominant_pfam,109.4.1,109.4.1.89,"PF06367,PF06371",109.4.1.1299,"PF06367,PF06371,PF24959","PF06367,PF06371",1.0,0.67,109.4.1.89,True,comp_supports_old
1555749,e4ydhA1,ambiguous_both,109.4.1,109.4.1.89,"PF06367,PF06371",109.4.1.1299,"PF06367,PF06371,PF24959","PF06367,PF06371",1.0,0.67,109.4.1.89,True,comp_supports_old
1716688,e4z87A1,ambiguous_both,2002.1.1,2002.1.1.23,PF00478,2002.1.1.263,"PF00478,PF01070",PF00478,1.0,0.5,2002.1.1.23,True,comp_supports_old
1889998,e5d08A3,ambiguous_both,109.4.1,109.4.1.207,PF13646,109.4.1.1259,"PF03130,PF13646",PF13646,1.0,0.5,109.4.1.207;109.4.1.796;109.4.1.797,True,comp_supports_old
1820986,e5dfzB2,no_dominant_pfam,109.4.1,109.4.1.298,PF22956,109.4.1.1594,"PF22646,PF22956",PF22956,1.0,0.5,109.4.1.298;109.4.1.878,True,comp_supports_old
1933284,e5f0pA1,ambiguous_both,109.4.1,109.4.1.44,PF03635,109.4.1.1333,"PF03635,PF27614",PF03635,1.0,0.5,109.4.1.44,True,comp_supports_old
1866768,e5fifD2,ambiguous_both,2486.1.1,2486.1.1.3,PF01039,2486.1.1.15,"PF01039,PF03255",PF01039,1.0,0.5,2486.1.1.3,True,comp_supports_old
1779592,e5frpA1,ambiguous_both,109.4.1,109.4.1.257,PF20168,109.4.1.1620,"PF12717,PF20168",PF20168,1.0,0.5,109.4.1.257;109.4.1.814,True,comp_supports_old
1870486,e5g53C1,ambiguous_both,2004.1.1,2004.1.1.47,PF00503,2004.1.1.431,"PF00025,PF00503",PF00503,1.0,0.5,2004.1.1.47,True,comp_supports_old
2044878,e5h68A1,ambiguous_both,2004.1.1,2004.1.1.87,PF02463,2004.1.1.480,"PF02463,PF13304,PF13555",PF02463,1.0,0.33,2004.1.1.87,True,comp_supports_old
1954217,e5hl3A2,no_dominant_pfam,207.1.1,207.1.1.20,PF12799,207.1.1.144,"PF00560,PF12799",PF12799,1.0,0.5,207.1.1.20;207.1.1.84,True,comp_supports_old
1885547,e5kokA1,ambiguous_both,2003.1.5,2003.1.5.21,PF02353,2003.1.5.152,"PF02353,PF13649",PF02353,1.0,0.5,2003.1.5.21,True,comp_supports_old
2072472,e5t77A1,ambiguous_both,1075.5.1,1075.5.1.2,PF03023,1075.5.1.12,"PF03023,PF13440",PF03023,1.0,0.5,1075.5.1.2,True,comp_supports_old
1891442,e5t8vA1,no_dominant_pfam,109.4.1,109.4.1.183,"PF12830,PF20168",109.4.1.1739,"PF12765,PF12830,PF20168","PF12830,PF20168",1.0,0.67,109.4.1.183,True,comp_supports_old
1933321,e5tj6A1,ambiguous_both,5054.1.1,5054.1.1.2,PF00520,5054.1.1.59,"PF00520,PF07885",PF00520,1.0,0.5,5054.1.1.2,True,comp_supports_old
2041636,e5ulmA1,ambiguous_both,109.4.1,109.4.1.193,PF13281,2007.15.1.11,PF13281,PF13281,1.0,1.0,109.4.1.193,True,comp_supports_old
2084847,e5ve9B1,ambiguous_both,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",PF13499,1.0,0.5,108.1.1.29;108.1.1.64,True,comp_supports_old
2057238,e5x3xA1,no_dominant_pfam,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",PF00005,1.0,0.5,2004.1.1.5,True,comp_supports_old
