f_group_id,f_group_name,fgroup_introduced_release,rep_ecod_uid,rep_domain_id,rep_range,rep_domain_version,is_representative,is_manual_representative,is_provisional_representative,classification_status,classification_method
109.4.1.1366,"DOCK_C-D_N, PF28208",v293.1,3779748,A0A0G2K3H2_F1_nD3,"1-30,56-95,121-160,206-260,551-560,731-860,981-1135,1161-1260,1321-1380,1446-1650",v292,t,f,t,classified,
109.4.1.1373,"Syndetin_C, Vps54_N",v293.1,3676400,A0A1D6K7X2_F1_nD3,"211-420,491-610,646-660,731-785,856-1030,1061-1125",v292,t,f,t,classified,
109.4.1.1380,"Arm, IBB, HEAT_2, Arm_3",v293.1,3196629,C0NWI6_F1_nD1,6-535,v292,t,f,t,classified,
109.4.1.1384,"PPR, PPR_long",v293.1,1147811,e4g23A1,A:24-246,v292,t,t,f,classified,
109.4.1.1387,"Dymeclin, Hid1",v293.1,3774342,D4A0C3_F1_nD1,"6-295,326-580,676-765",v292,t,f,t,classified,
109.4.1.1389,"NatA_aux_su, TPR_8",v293.1,1291870,e4hnwA1,"A:15-625,A:646-779,A:808-856",v292,t,t,f,classified,
109.4.1.1389,"NatA_aux_su, TPR_8",v293.1,1291871,e4hnxA1,"A:18-623,A:679-758,A:808-855",v292,t,t,f,classified,
109.4.1.1394,"TPR_1, TPR_8, TPR_12",v293.1,4551,e1elrA1,A:1-128,v292,t,t,f,classified,
109.4.1.1394,"TPR_1, TPR_8, TPR_12",v293.1,3990841,A0A0N4UFH6_F1_nD3,396-665,v292,t,f,t,classified,
109.4.1.1395,"Xpo1, TPR_TNPO3_IPO13_2nd, TPR_TNPO3_IPO13_4th, TPR_TNPO3_IPO13_3rd",v293.1,1140573,e4c0oA1,A:3-922,v292,t,f,t,classified,
109.4.1.1395,"Xpo1, TPR_TNPO3_IPO13_2nd, TPR_TNPO3_IPO13_4th, TPR_TNPO3_IPO13_3rd",v293.1,1148605,e4c0qB2,"B:5-526,B:552-560,B:581-621,B:642-922",v292,t,f,t,classified,
109.4.1.1397,"HAT, HAT_Syf1_CNRKL1_C, HAT_Syf1_CNRKL1_N, HAT_PRP39_C, PF29376",v293.1,3071370,e8c6jS1,S:15-656,v292,t,f,t,classified,
109.4.1.1398,"ANAPC5, TPR_10, PF29127",v293.1,1673889,e4ui9O2,O:207-756,v292,t,t,f,classified,
109.4.1.1399,"Tuberin, DUF3384",v293.1,3410210,Q9VW83_F1_nD2,"226-905,946-970,1781-1805",v292,t,f,t,classified,
109.4.1.1399,"Tuberin, DUF3384",v293.1,3730567,A0A0D2GAH7_F1_nD1,"56-355,376-935,961-1030,1376-1425",v292,t,f,t,classified,
109.4.1.1406,"HEAT, Vac14_Fab1_bd",v293.1,3178496,Q06708_F1_nD1,"6-170,196-315,356-385",v292,t,f,t,classified,
109.4.1.1413,PF28415,v293.1,4613,e1xqrA1,A:24-287,v292,t,t,f,classified,
109.4.1.1420,"Laa1_Sip1_HTR5, HEAT_HEATR5A",v293.1,3921528,A0A0R4ISV1_F1_nD1,"1-1250,1271-1820",v292,t,f,t,classified,
109.4.1.1427,"TPR_6, TPR_8, TPR_19",v293.1,1879641,e5g04X1,"X:36-110,X:132-540",v292,t,f,t,classified,
109.4.1.1429,"Med12, Med12-LCEWAV",v293.1,3869101,A2AGH6_F1_nD1,"101-310,346-625,731-760,1336-1645",v292,t,f,t,classified,
109.4.1.1432,"Thoc2, THOC2_N",v293.1,3520480,A0A077ZF34_F1_nD2,"171-385,406-510",v292,t,f,t,classified,
109.4.1.1435,"HEAT, VPS15-like_hel",v293.1,3189779,U7PVK3_F1_nD2,"361-415,436-1000,1271-1305",v292,t,f,t,classified,
109.4.1.1438,"TPR_1, TPR_8, TPR_16, TPR_19",v293.1,1145793,e2gw1A1,"A:1-129,A:157-514",v292,t,t,f,classified,
109.4.1.1440,"PPR, PPR_2, PPR_long, TPR_24",v293.1,1878863,e5i9fA1,A:37-424,v292,t,f,t,classified,
109.4.1.1441,"TPR_1, TPR_11, TPR_16",v293.1,3319093,K7LJ63_F1_nD3,306-635,v292,t,f,t,classified,
109.4.1.1441,"TPR_1, TPR_11, TPR_16",v293.1,3391254,Q7K4B6_F1_nD3,496-700,v292,t,f,t,classified,
109.4.1.1441,"TPR_1, TPR_11, TPR_16",v293.1,3466922,Q6ZKM0_F1_nD5,416-735,v292,t,f,t,classified,
109.4.1.1442,"HEAT_EF3_GNC1, HEAT_EF3_N",v293.1,1842535,e2iw3A2,A:7-338,v292,t,t,f,classified,
109.4.1.1456,"IBN_N, HEAT_IPO9_c",v293.1,3077426,e8f19A1,"A:1-851,A:875-896,A:955-1003",v292,t,f,t,classified,
109.4.1.1463,PF28490,v293.1,1843715,e5dlqB1,B:4-1110,v292,t,t,f,classified,
109.4.1.1466,"HAT, HAT_Syf1_CNRKL1_N",v293.1,1910322,e5gm6d1,"d:40-275,d:295-297",v292,t,f,t,classified,
109.4.1.1467,"COG3_N, COG3_C, PF31184",v293.1,4497411,Q96JB2_nD2,"131-510,556-625,681-825",v293,t,f,t,classified,
109.4.1.1473,"TPR_8, TPR_11, TPR_12",v293.1,151899,e4gcnA1,A:1-127,v292,t,f,t,classified,
109.4.1.1478,"TPR_11, TPR_16",v293.1,4012551,A0A175VNH6_F1_nD1,"206-290,311-650",v292,t,f,t,classified,
109.4.1.1482,"IBN_N, Xpo1, TPR_TNPO3_IPO13_2nd, TPR_TNPO3_IPO13_4th, TPR_TNPO3_IPO13_3rd",v293.1,3724744,A0A0D2F638_F1_nD1,1-973,v292,t,f,t,classified,
109.4.1.1486,"INTS5_N, INTS5_C",v293.1,3801223,A0A0H5SQ58_F1_nD1,"26-740,816-830",v292,t,f,t,classified,
109.4.1.1486,"INTS5_N, INTS5_C",v293.1,4294445,Q9VFS6_nD1,"6-545,586-685,741-780,811-830",v293,t,f,t,classified,
109.4.1.1486,"INTS5_N, INTS5_C",v293.1,4620272,Q8CHT3_nD1,"26-255,291-705,721-760,766-820,851-865",v293,t,f,t,classified,
109.4.1.1490,"MOR2-PAG1_C, MOR2-PAG1_mid",v293.1,3744254,Q9HDV6_F1_nD3,"1236-1965,2036-2095",v292,t,f,t,classified,
109.4.1.1493,"Zw10_middle, ZW10_C, ZW10_C2",v293.1,4415123,Q4V8C2_nD3,"91-305,311-425,471-775",v293,t,f,t,classified,
109.4.1.1499,"TPR_2, TPR_6, TPR_19",v293.1,1910263,e5khrX1,"X:2-76,X:98-418",v292,t,f,t,classified,
109.4.1.1501,"HEAT, TIP120, HEAT_EZ, HEAT_GCN1, TPR_CAND1",v293.1,4586,e1u6gC1,"C:4-307,C:344-1210",v292,t,t,f,classified,
109.4.1.1506,"HEAT, HEAT_EZ, Importin_rep_4, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,3190723,U7Q473_F1_nD1,"6-815,836-900",v292,t,f,t,classified,
109.4.1.1506,"HEAT, HEAT_EZ, Importin_rep_4, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,4125356,O60518_nD1,"6-335,341-1105",v293,t,f,t,classified,
109.4.1.1526,"RasGEF_N_2, RICTOR_N, RICTOR_M, RICTOR_V",v293.1,3696959,A0A1C1CRU4_F1_nD4,"221-530,551-1180",v292,t,f,t,classified,
109.4.1.1526,"RasGEF_N_2, RICTOR_N, RICTOR_M, RICTOR_V",v293.1,4112366,Q6QI06_nD1,"26-380,386-480,486-555,571-1005,1321-1355,1391-1415,1421-1445,1476-1525,1601-1695",v293,t,f,t,classified,
109.4.1.1532,"LINES_N, LINES_C",v293.1,3312444,K7K6S1_F1_nD1,"1-230,251-410,436-585,636-695",v292,t,f,t,classified,
109.4.1.1532,"LINES_N, LINES_C",v293.1,3886266,F1QRU0_F1_nD1,"6-490,556-604",v292,t,f,t,classified,
109.4.1.1536,"TPR_7, TPR_8, TPR_16, TPR_19",v293.1,424333,e3as5A1,A:4-179,v292,t,f,t,classified,
109.4.1.1537,"TPR_2, TPR_8, TPR_10, TPR_12",v293.1,2171546,e6c6kA1,A:3-465,v292,t,f,t,classified,
109.4.1.1538,"SYMPK_PTA1_N, PDS5",v293.1,1088203,e4imiA1,A:7-337,v292,t,f,t,classified,
109.4.1.1539,"HEAT_EZ, Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,1290148,e3w3tA1,A:4-1078,v292,t,f,t,classified,
109.4.1.1547,PF29709,v293.1,3582059,A0A3P7EIW2_F1_nD2,211-565,v292,t,f,t,classified,
109.4.1.1551,"RAI16-like, DUF5917",v293.1,3735897,A0A0D2HAB4_F1_nD1,"21-270,296-470,506-640,691-715,816-845",v292,t,f,t,classified,
109.4.1.1555,"TPR_7, TPR_19",v293.1,1713369,e4zlhB1,B:2-302,v292,t,t,f,classified,
109.4.1.1555,"TPR_7, TPR_19",v293.1,1714432,e4zlhA1,A:17-302,v292,t,f,t,classified,
109.4.1.1562,"TPR_17, TPR_16, TPR_19",v293.1,1610272,e3cvqA1,A:7-321,v292,t,f,t,classified,
109.4.1.1571,"IBN_N, Xpo1, Importin_rep, Importin_rep_2, Importin_rep_3, TPR_TNPO3_IPO13_2nd, TPR_TNPO3_IPO13_4th, TPR_TNPO3_IPO13_3rd",v293.1,1148603,e2xwuB2,"B:19-652,B:675-954",v292,t,f,t,classified,
109.4.1.1573,PF29376,v293.1,1736252,e5ganJ1,J:155-898,v292,t,t,f,classified,
109.4.1.1575,"PF29148, PF29151, PF29158",v293.1,1141025,e4n5cD1,D:7-802,v292,t,t,f,classified,
109.4.1.1588,"PF27584, PF27595, PF30849",v293.1,4886297,Q2UBW0_nD3,"281-330,486-600,606-1165,1171-1395,1416-1760,1806-1825",v293,t,,t,classified,
109.4.1.1593,"HEAT, HEAT_EZ, Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,3846956,Q8BKC5_F1_nD1,6-1095,v292,t,f,t,classified,
109.4.1.1593,"HEAT, HEAT_EZ, Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,3927606,A0A0K0ENQ5_F1_nD1,1-1100,v292,t,f,t,classified,
109.4.1.1593,"HEAT, HEAT_EZ, Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,4002063,A0A0N4UIL2_F1_nD1,"1-845,866-1144",v292,t,f,t,classified,
109.4.1.1594,"PPP2R1A-like_HEAT, VPS15-like_hel",v293.1,1820986,e5dfzB2,B:297-1031,v292,t,t,f,classified,
109.4.1.1613,"TPR_2, ANAPC3, TPR_8",v293.1,2875707,e8a3tK1,"K:229-326,K:352-669",v292,t,f,t,classified,
109.4.1.1620,"Cnd1, PDS5",v293.1,1779592,e5frpA1,A:5-693,v292,t,t,f,classified,
109.4.1.1630,"U3_assoc_6, HAT_Syf1_CNRKL1_N",v293.1,2125177,e5oqlE1,"E:2-196,E:272-409",v292,t,f,t,classified,
109.4.1.1642,"Npa1, NopRA1",v293.1,3376836,A0A0R0EYH1_F1_nD1,"16-510,566-1885,2081-2355,2391-2455",v292,t,f,t,classified,
109.4.1.1644,"Sec7-like_HDS, BIG2_C",v293.1,3993353,A0A3P7QUL0_F1_nD2,"441-460,711-1405",v292,t,f,t,classified,
109.4.1.1646,"Foie-gras_1, PF29907",v293.1,4013755,A0A175VX08_F1_nD3,"116-145,241-625",v292,t,f,t,classified,
109.4.1.1654,"SYMPK_PTA1_N, Symplekin_C",v293.1,4275441,Q92797_nD2,"1-350,556-1100,1136-1160",v293,t,f,t,classified,
109.4.1.1660,PF27570,v293.1,3469373,A0A0P0WJ92_F1_nD3,"161-175,216-240,336-550,686-815",v292,t,f,t,classified,
109.4.1.1671,"TPR_2, TPR_16, TPR_19",v293.1,3679543,A0A1D6NMA4_F1_nD1,191-395,v292,t,f,t,classified,
109.4.1.1673,"TPR_14, TPR_16, TPR_19, PF29376",v293.1,3180417,U7PWN8_F1_nD2,626-925,v292,t,f,t,classified,
109.4.1.1673,"TPR_14, TPR_16, TPR_19, PF29376",v293.1,3449554,Q0IWN2_F1_nD1,1-428,v292,t,f,t,classified,
109.4.1.1685,"PF27595, PF30849",v293.1,3208003,C0NW09_F1_nD3,"1151-1795,1831-1845,1901-1935",v292,t,f,t,classified,
109.4.1.1687,"AP5B1_N, AP5B1_middle",v293.1,3563491,Q2VPB7_F1_nD1,1-635,v292,t,f,t,classified,
109.4.1.1693,PF29955,v293.1,4137777,Q09796_nD1,1-985,v293,t,f,t,classified,
109.4.1.1697,"HEAT, IBN_N, TPR_IMB1, TPR_IPO5",v293.1,2323971,e5ve8B1,B:43-1116,v292,t,t,f,classified,
109.4.1.1697,"HEAT, IBN_N, TPR_IMB1, TPR_IPO5",v293.1,4518385,Q8VI75_nD1,1-795,v293,t,f,t,classified,
109.4.1.1707,"TPR_1, ANAPC3, TPR_8, CHIP_TPR_N",v293.1,4563,e2c2lA1,A:1-201,v292,t,t,f,classified,
109.4.1.1738,"PPR, PPR_1, PPR_2, DYW_deaminase, Eplus_motif, E_motif",v293.1,3462725,A0A0P0X0Q1_F1_nD2,231-769,v292,t,f,t,classified,
109.4.1.1739,"Cohesin_HEAT, Nipped-B_C, PDS5",v293.1,1891442,e5t8vA1,A:4-1456,v292,t,t,f,classified,
109.4.1.1753,GBP_repeat,v293.1,4029506,A0A143ZWU2_F1_nD2,226-810,v292,t,f,t,classified,
109.4.1.1755,"UTP20_N, UTP20, UTP20_C",v293.1,3692616,A0A1C1CCP9_F1_nD2,"1-1055,1276-2585",v292,t,f,t,classified,
109.4.1.1773,"IBN_N, HEAT_IPO9_c, TPR_IPO11",v293.1,2462397,e6n1zD1,"D:15-302,D:325-881,D:904-935,D:997-1041",v292,t,f,t,classified,
109.4.1.1793,"Sel1, TPR_8",v293.1,4537,e1ouvA1,A:5-269,v292,t,t,f,classified,
109.4.1.1798,"ANAPC3, TPR_8, TPR_12, TPR_16, TTC7_N",v293.1,1718749,e5dseC1,C:2-837,v292,t,t,f,classified,
109.4.1.1798,"ANAPC3, TPR_8, TPR_12, TPR_16, TTC7_N",v293.1,4064491,Q86TV6_nD1,"11-295,301-660,686-843",v293,t,f,t,classified,
109.4.1.1802,"TPR_1, PPP5, TPR_16",v293.1,4549,e1a17A1,A:4-162,v292,t,t,f,classified,
109.4.1.1807,"PF26573, PF30504",v293.1,3530947,Q9HCE0_F1_nD4,"711-930,961-1090,1116-1475",v292,t,f,t,classified,
109.4.1.1815,PF30838,v293.1,3586120,A0A3P7FQ37_F1_nD3,"191-325,431-700,831-1028",v292,t,f,t,classified,
109.4.1.1824,"Nup188_N, Nup188_C, Nup188_N-subdom_III",v293.1,3728562,A0A0D2GKX4_F1_nD1,1-1824,v292,t,f,t,classified,
109.4.1.1829,"ATP13, PPR_3",v293.1,4545933,Q9USP3_nD1,1-440,v293,t,f,t,classified,
109.4.1.1844,"TPR_1, TPR_10, TPR_12",v293.1,3990840,A0A0N4UFH6_F1_nD2,"1-35,111-395",v292,t,f,t,classified,
109.4.1.1862,"Ufd2P_core, RKP_N, TPR_RNF123",v293.1,3680397,A0A1D6IKD5_F1_nD2,"46-95,291-680,721-730,761-1235",v292,t,f,t,classified,
109.4.1.1874,"COG3_C, PF31184",v293.1,3273328,Q54TT4_F1_nD5,"481-495,516-670,716-860",v292,t,f,t,classified,
109.4.1.1878,"Focadhesin, DUF3730",v293.1,3916712,E7FGT5_F1_nD1,"6-735,756-810,1046-1705,1726-1805",v292,t,f,t,classified,
109.4.1.1920,"ANAPC3, TPR_8, TPR_12, RapH_N",v293.1,1118456,e4i9cA1,A:3-374,v292,t,f,t,classified,
109.4.1.1924,"RALGAPB_N, PF27567",v293.1,3627161,A0A044UWH4_F1_nD1,"16-530,566-875",v292,t,f,t,classified,
109.4.1.1926,"TPR_8, TPR_10, TPR_11, TPR_19",v293.1,3502203,A0A077Z8Y4_F1_nD1,21-195,v292,t,f,t,classified,
109.4.1.1932,"NopRA1, PF26140",v293.1,3171078,P34241_F1_nD2,371-1764,v292,t,f,t,classified,
109.4.1.1933,"TPR_14, TPR_19, HAT_PRP39_N",v293.1,3723992,A0A0D2D962_F1_nD4,551-700,v292,t,f,t,classified,
109.4.1.1945,"HEAT_Maestro, HEAT_Maestro_2, HEAT_MROH2B_1st, HEAT_MROH2B_C",v293.1,3216039,K8ERU3_F1_nD1,"6-765,786-1765",v292,t,f,t,classified,
109.4.1.1946,"TPR_2, TPR_8, TPR_12",v293.1,3933480,A0A0K0DYM6_F1_nD1,"1-395,426-570",v292,t,f,t,classified,
109.4.1.1965,PF28295,v293.1,2841850,e6whbA1,"A:10-61,A:90-306",v292,t,f,t,classified,
109.4.1.1974,"Gcn1_N, GNC1_N",v293.1,3171188,P33892_F1_nD1,1-665,v292,t,f,t,classified,
109.4.1.1975,"ParcG, HEAT_GCN1_C_2",v293.1,3194616,U7Q5H6_F1_nD10,2211-2680,v292,t,f,t,classified,
109.4.1.1996,"DUF4704, Neurobeachin",v293.1,3672750,A0A1D6QSM7_F1_nD3,"606-1020,1291-1490",v292,t,f,t,classified,
109.4.1.2025,AC_N,v293.1,3543247,O43306_F1_nD1,"131-320,636-775,811-930",v292,t,f,t,classified,
109.4.1.2031,"TPR_1, ANAPC3, TPR_8",v293.1,3411530,Q9VS37_F1_nD1,"6-175,301-325,506-900",v292,t,f,t,classified,
109.4.1.2043,"TPR_8, TPR_10, TPR_16",v293.1,3863703,Q56A06_F1_nD2,"261-275,296-320,456-600",v292,t,f,t,classified,
109.4.1.2093,"IBN_N, Xpo1, Importin_rep, Importin_rep_3, TPR_TNPO3_IPO13_4th",v293.1,1122217,e2x1gF1,F:11-965,v292,t,f,t,classified,
109.4.1.2093,"IBN_N, Xpo1, Importin_rep, Importin_rep_3, TPR_TNPO3_IPO13_4th",v293.1,3409367,Q9VEC5_F1_nD1,1-965,v292,t,f,t,classified,
109.4.1.2094,"TPR_8, TPR_22",v293.1,1126564,e4bujF1,"F:5-342,F:403-1436",v292,t,t,f,classified,
109.4.1.2108,"Htt_N-HEAT, Htt_N-HEAT_1, Htt_C-HEAT",v293.1,3628307,A0A044TN99_F1_nD1,"1-325,381-1220,1731-2045,2076-2554",v292,t,f,t,classified,
109.4.1.2108,"Htt_N-HEAT, Htt_N-HEAT_1, Htt_C-HEAT",v293.1,3799578,A0A1U7F475_F1_nD2,"1-325,426-680,706-855,881-1050,1071-1110,1271-1495,2031-2065,2306-2594",v292,t,f,t,classified,
109.4.1.2122,"Zw10_middle, ZW10_C2",v293.1,3519213,A0A077Z6U1_F1_nD1,"91-415,526-820",v292,t,f,t,classified,
109.4.1.2124,"Htt_N-HEAT, Htt_N-HEAT_1",v293.1,3520619,A0A077Z7F2_F1_nD1,"1-275,356-390,416-1480",v292,t,f,t,classified,
109.4.1.2124,"Htt_N-HEAT, Htt_N-HEAT_1",v293.1,3584108,A0A3P7EHW6_F1_nD1,"1-375,496-785,806-950,996-1150,1176-1200",v292,t,f,t,classified,
109.4.1.2130,"PC_rep, HEAT_2",v293.1,2129015,e5m32i1,"i:475-481,i:489-693,i:756-775",v292,t,f,t,classified,
109.4.1.2153,DUF5917,v293.1,3525477,Q8N612_F1_nD2,"426-460,551-575,736-830,916-950",v292,t,f,t,classified,
109.4.1.2174,"HEAT, Vac14_Fig4_bd, Vac14_Fab1_bd, HEAT_EF3_N",v293.1,3298342,A0A0R0IKU5_F1_nD1,6-490,v292,t,f,t,classified,
109.4.1.2176,"HEAT_EZ, Importin_rep_4, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,3344993,A0A0R0JW92_F1_nD1,"6-800,821-925",v292,t,f,t,classified,
109.4.1.2194,"TPR_4, TPR_10, TPR_12, TPR_16",v293.1,3182967,U7PP98_F1_nD6,856-1030,v292,t,f,t,classified,
109.4.1.2200,"MOR2-PAG1_N, MOR2-PAG1_C, MOR2-PAG1_mid",v293.1,3640594,C1GZN2_F1_nD2,"111-145,241-325,366-750,771-825,851-1185,1216-2310",v292,t,f,t,classified,
109.4.1.2230,"DUF908, DUF913",v293.1,3469648,Q0J365_F1_nD1,"1-195,221-415,456-650,746-870,891-1000,1096-1220",v292,t,f,t,classified,
109.4.1.2230,"DUF908, DUF913",v293.1,3920586,A0A2R8QKJ2_F1_nD1,"16-475,536-735,791-1005,1076-1335,1466-1670,1821-1905,2016-2035,2146-2270,2291-2340,2386-2445,2471-2495",v292,t,f,t,classified,
109.4.1.2318,"TPR_2, TPR_7, TPR_8, TPR_12",v293.1,3539714,Q96AY4_F1_nD2,"471-860,2341-2415",v292,t,f,t,classified,
109.4.1.2341,"SPG48, TPR_AP5Z1, TPR_AP5Z1_C",v293.1,4381731,O43299_nD1,"6-255,286-725,746-780",v293,t,f,t,classified,
109.4.1.2343,"MMS22L_N, MMS22L_C",v293.1,4548088,O46089_nD1,"1-25,46-1100",v293,t,f,t,classified,
109.4.1.2364,"TPR_6, TPR_16, TolA_bind_tri",v293.1,4008042,P45955_F1_nD2,"56-110,141-260",v292,t,f,t,classified,
109.4.1.2366,Vir1p,v293.1,4433559,P53185_nD2,"236-375,466-675",v293,t,f,t,classified,
109.4.1.2374,PF30033,v293.1,2420868,e5vxvA1,A:2-218,v292,t,f,t,classified,
109.4.1.2376,"GoLoco, TPR_7, TPR_12",v293.1,3410378,Q9VB22_F1_nD2,"216-415,436-495",v292,t,f,t,classified,
109.4.1.2378,"Asp-B-Hydro_N, TPR_6, TPR_8, TPR_16",v293.1,3842495,Q8BSY0_F1_nD1,"51-95,306-540",v292,t,f,t,classified,
109.4.1.2400,TRAM_LAG1_CLN8,v293.1,3762807,Q6AYM9_F1_nD1,16-265,v292,t,f,t,classified,
109.4.1.2423,"INTS1_R4, INTS1_INTS2-bd",v293.1,3407960,Q9W1C5_F1_nD5,"851-1165,1906-2045",v292,t,f,t,classified,
109.4.1.2437,"TPR_7, RapH_N",v293.1,180062,e3q15A1,A:6-378,v292,t,f,t,classified,
109.4.1.2447,"TIP120, HEAT_EZ, HEAT_GCN1, TPR_CAND1",v293.1,3098939,e8or3C1,"C:12-314,C:350-1218",v292,t,f,t,classified,
109.4.1.2483,"TPR_4, TPR_8, TPR_19, ARM_TT21, ARM_TT21_2nd, ARM_TT21_5th",v293.1,3502566,A0A077Z5M3_F1_nD1,1-510,v292,t,f,t,classified,
109.4.1.2498,"DUF1266, PF27158, PF30223",v293.1,3501148,A0A077ZGN2_F1_nD1,"6-265,286-300,321-500,621-820",v292,t,f,t,classified,
109.4.1.2507,"HEAT_EZ, Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IMB1",v293.1,3633705,A0A0A2V3X6_F1_nD1,1-805,v292,t,f,t,classified,
109.4.1.2516,"Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IPO5",v293.1,3734422,A0A0D2GTF1_F1_nD2,"6-320,351-370,616-1100",v292,t,f,t,classified,
109.4.1.2529,"HEAT, Vac14_Fab1_bd, PPP2R1A-like_HEAT, VPS15-like_hel, TPR_DNAAF5",v293.1,3791133,A0A0J9XLP4_F1_nD2,226-590,v292,t,f,t,classified,
109.4.1.2612,"HEAT, MMS19_C, HEAT_EZ, Importin_rep_4, Importin_rep_5, Importin_rep_6, TPR_IMB1, TPR_IPO5",v293.1,4022212,A0A175VUR9_F1_nD1,"6-815,836-1095",v292,t,f,t,classified,
109.4.1.2662,"HEAT, Importin_rep_4, Importin_rep_6, HEAT_GCN1, TPR_IMB1, TPR_IPO5",v293.1,3683800,A0A1D6L0X5_F1_nD1,"6-1100,1121-1130",v292,t,f,t,classified,
109.4.1.2676,"Suf, TPR_14, TPR_19, PF29376",v293.1,3671849,A0A1D6MXR6_F1_nD4,256-960,v292,t,f,t,classified,
109.4.1.2718,"INT1_R3, INTS1_INTS2-bd",v293.1,3585480,A0A3P7DLC8_F1_nD1,"6-475,511-635,861-1033",v292,t,f,t,classified,
109.4.1.2771,"FANCI_S1, FANCI_S2, FANCI_S3, FANCI_S4, FANCI_HD2",v293.1,3410402,A1Z7L1_F1_nD2,"166-780,806-1305,1336-1365",v292,t,f,t,classified,
109.4.1.2793,"SPO22, TPR_8",v293.1,3825527,B0M1H3_F1_nD1,21-590,v292,t,f,t,classified,
109.4.1.2873,"Mesothelin, Stereocilin",v293.1,3899300,E7EXK7_F1_nD1,"36-240,286-1045",v292,t,f,t,classified,
109.4.1.2877,"TPR_2, ANAPC3, TPR_8, TPR_16, TPR_19, TTC7_N",v293.1,4235833,E9Q6P5_nD1,6-840,v293,t,f,t,classified,
109.4.1.2893,"FANCI_S1-cap, FANCI_S1",v293.1,3900498,F1R3B9_F1_nD1,1-170,v292,t,f,t,classified,
109.4.1.2894,"FANCI_S1, FANCI_S2, FANCI_S3, FANCI_HD1, FANCI_HD2",v293.1,3917988,F1R3B9_F1_nD2,171-1040,v292,t,f,t,classified,
109.4.1.3165,"Ltn1_1st, LTN1_E3_ligase_6th",v293.1,3169496,Q04781_F1_nD2,"16-430,1201-1405",v292,t,f,t,classified,
109.4.1.3304,"ANAPC3, TPR_6, TPR_8, TPR_11, TPR_12, TPR_16",v293.1,3604197,Q57711_F1_nD2,146-335,v292,t,f,t,classified,
109.4.1.3380,"TPR_14, TPR_16, TTC7_N",v293.1,3394514,Q7KN74_F1_nD2,236-860,v292,t,f,t,classified,
109.4.1.3393,"Cnd1, Cohesin_HEAT, Cnd1_N",v293.1,3463224,Q7XAM6_F1_nD3,"206-455,531-795,816-1235",v292,t,f,t,classified,
109.4.1.3424,"DUF6831, DUF6832",v293.1,4030489,Q8I2U0_F1_nD1,61-320,v292,t,f,t,classified,
109.4.1.3569,"TPR_12, Consortin_N",v293.1,3918871,X1WD61_F1_nD1,6-205,v292,t,f,t,classified,
109.4.1.3572,"TPR_1, TPR_4, TPR_8, TPR_10, TPR_11, TPR_12, TPR_16, TPR_19",v293.1,4560,e1w3bA1,A:1-388,v292,t,t,f,classified,
109.4.1.3579,"Xpo1, Importin_rep, Importin_rep_3, TPR_TNPO3_IPO13_4th",v293.1,1758348,e3zkvA1,"A:54-76,A:99-967",v292,t,f,t,classified,
109.7.1.25,PPR,v293.1,3428374,Q6ZLD6_F1_nD3,611-725,v292,t,f,t,classified,
11.1.1.1023,MATH,v293.1,3221682,A0A5S9MN87_F1_nD5,566-685,v292,t,f,t,classified,
11.1.1.1057,"A2M, MG2, A2M_BRD, MG4, MG1",v293.1,3753073,P01026_F1_nD2,"26-225,351-670,756-825",v292,t,f,t,classified,
11.1.1.1155,PF30327,v293.1,1144732,e2nykA2,A:176-268,v292,t,t,f,classified,
11.1.1.1157,PF28858,v293.1,223973,e4ak1A3,A:425-538,v292,t,t,f,classified,
11.1.1.1158,PF28861,v293.1,223974,e4ak1A4,A:539-700,v292,t,t,f,classified,
11.1.1.1188,DUF2854,v293.1,3825031,A0A219HZL6_F1_nD2,146-265,v292,t,f,t,classified,
11.1.1.1195,"Calx-beta, Cadherin_3",v293.1,3494631,A0A5K4FEI4_F1_nD10,"1536-1545,1576-1605,1651-1710,2216-2340",v292,t,f,t,classified,
11.1.1.1218,"fn3, Kelch_1, Kelch_HCF",v293.1,3879896,F1Q750_F1_nD1,"6-400,1581-1655",v292,t,f,t,classified,
11.1.1.1291,Tag1_N,v293.1,4480160,Q06247_nD2,"81-135,161-270",v293,t,f,t,classified,
11.1.1.1361,"DUF2914, DUF5924",v293.1,3971194,Q9HT93_F1_nD3,226-345,v292,t,f,t,classified,
11.1.1.1383,PF28857,v293.1,223972,e4ak1A2,A:332-424,v292,t,t,f,classified,
11.1.1.850,PF28354,v293.1,3902508,F1R501_F1_nD3,551-640,v292,t,f,t,classified,
11.1.1.860,CLSTN_C,v293.1,3882607,A0A2R8QL11_F1_nD3,"246-795,841-865",v292,t,f,t,classified,
