ecod_uid,domain_id,t_id,old_f,old_f_pfam,commons_f,new_f_pfam,dom_len,dominant_pfam,dominant_name,dominant_cov_pct,dominant_bitscore,n_significant_pfams,verdict,pfam_implied_fgroups
119034,e1s6iA1,108.1.1,108.1.1.1,PF00036,108.1.1.97,"PF00036,PF13499",79,PF13499,EF-hand_7,79.7,50.2,2,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1790181,e5d0qC1,331.22.1,331.22.1.1,PF06804,331.22.1.2,PF29358,200,PF29358,BamC-like_N,92.0,211.2,1,supports_commons,331.22.1.2
119101,e1y1xA1,108.1.1,108.1.1.3,"PF00036,PF13405",108.1.1.98,"PF00036,PF13202,PF13499",84,PF13499,EF-hand_7,75.0,44.3,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
4607,e1te4A1,109.4.1,109.4.1.207,PF13646,109.4.1.1283,"PF02985,PF03130,PF13646",111,PF13646,HEAT_2,77.5,61.1,1,ambiguous_both,109.4.1.766;109.4.1.796;109.4.1.797;109.4.1.1546;109.4.1.1259;109.4.1.1268;109.4.1.1270;109.4.1.1283;109.4.1.1321;109.4.1.1332;109.4.1.1358;109.4.1.1380;109.4.1.1426;109.4.1.1422;109.4.1.1443;109.4.1.1481;109.4.1.1590;109.4.1.1655;109.4.1.1804;109.4.1.1902;109.4.1.2036;109.4.1.2130;109.4.1.2288;109.4.1.35;109.4.1.207;109.4.1.2620;109.4.1.2626;109.4.1.2841;109.4.1.2876;109.4.1.2918;109.4.1.2986;109.4.1.3100;109.4.1.3142;109.4.1.3342;109.4.1.3353;109.4.1.3427;109.4.1.3537;109.4.1.3581;109.4.1.3584;109.4.1.3597
3761,e1ewqA1,601.23.1,601.23.1.1,PF05192,601.23.1.4,"PF05190,PF05192",275,PF05192,MutS_III,97.5,163.0,1,ambiguous_both,601.23.1.3;601.23.1.5;601.23.1.4;601.23.1.6;601.23.1.1;601.23.1.8
119099,e1xo5A1,108.1.1,108.1.1.29,PF13499,108.1.1.103,"PF13405,PF13499,PF13833",89,PF13499,EF-hand_7,82.0,47.0,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
3163,e2obhA2,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",67,PF13499,EF-hand_7,97.0,57.3,2,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1031088,e3sfzA5,5.1.4,5.1.4.1,PF00400,5.1.4.274,"PF00400,PF12894,PF23098,PF23381",312,,,,,0,no_dominant_pfam,
118964,e1jbaA2,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",98,PF23564,EF-hand_FSTL1,87.8,35.0,2,points_to_other_fgroup,108.1.1.76;108.1.1.179
1885547,e5kokA1,2003.1.5,2003.1.5.21,PF02353,2003.1.5.152,"PF02353,PF13649",348,PF02353,CMAS,77.6,118.1,1,ambiguous_both,2003.1.5.222;2003.1.5.241;2003.1.5.152;2003.1.5.161;2003.1.5.170;2003.1.5.304;2003.1.5.308;2003.1.5.21;2003.1.5.335;2003.1.5.350;2003.1.5.351;2003.1.5.375;2003.1.5.437
185234,e3f6kA1,5.1.7,5.1.7.2,PF15902,5.1.7.4,"PF15899,PF15902",522,PF15902,Sortilin-Vps10,82.6,390.1,1,ambiguous_both,5.1.7.1;5.1.7.6;5.1.7.4;5.1.7.5;5.1.7.2;5.1.7.12
1288513,e4jp0A3,101.1.1,,,101.1.1.364,PF18010,34,PF18010,HTH_49,85.3,39.8,1,supports_commons,101.1.1.364;101.1.1.450
118952,e1hqvA2,108.1.1,108.1.1.29,PF13499,108.1.1.99,"PF13202,PF13405,PF13499",95,PF13499,EF-hand_7,66.3,50.8,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1117696,e3vkhA3,2004.1.1,2004.1.1.156,PF07728,2004.1.1.500,"PF07728,PF12774",181,PF07728,AAA_5,77.9,57.2,1,ambiguous_both,2004.1.1.592;2004.1.1.620;2004.1.1.424;2004.1.1.461;2004.1.1.482;2004.1.1.493;2004.1.1.500;2004.1.1.521;2004.1.1.542;2004.1.1.545;2004.1.1.623;2004.1.1.624;2004.1.1.628;2004.1.1.661;2004.1.1.784;2004.1.1.154;2004.1.1.2;2004.1.1.156;2004.1.1.804;2004.1.1.821;2004.1.1.897;2004.1.1.956;2004.1.1.972;2004.1.1.977;2004.1.1.1000;2004.1.1.1005;2004.1.1.1019;2004.1.1.1035;2004.1.1.1095;2004.1.1.1161
7190,e1jl5A1,207.1.1,,,207.1.1.199,"PF00560,PF12468",353,,,,,0,no_dominant_pfam,
119019,e1qv0A1,108.1.1,108.1.1.1,PF00036,108.1.1.97,"PF00036,PF13499",88,PF13499,EF-hand_7,71.6,33.4,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1145809,e2lhiA1,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",78,PF13499,EF-hand_7,83.3,61.2,3,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1843702,e3q3qA1,7515.1.1,7515.1.1.6,PF01663,7515.1.1.15,"PF01663,PF01676",402,PF01663,Phosphodiest,81.6,128.2,1,ambiguous_both,7515.1.1.7;7515.1.1.20;7515.1.1.15;7515.1.1.19;7515.1.1.23;7515.1.1.6;7515.1.1.30;7515.1.1.33
9749,e1qvrC4,2004.1.1,2004.1.1.1,PF00004,2004.1.1.462,PF23569,163,PF05621,TniB,83.4,23.2,3,points_to_other_fgroup,2004.1.1.127
9677,e1b0uA1,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",258,PF00005,ABC_tran,62.4,122.5,1,ambiguous_both,2004.1.1.553;2004.1.1.558;2004.1.1.576;2004.1.1.616;2004.1.1.417;2004.1.1.430;2004.1.1.435;2004.1.1.445;2004.1.1.467;2004.1.1.486;2004.1.1.491;2004.1.1.509;2004.1.1.515;2004.1.1.526;2004.1.1.540;2004.1.1.559;2004.1.1.583;2004.1.1.590;2004.1.1.600;2004.1.1.664;2004.1.1.722;2004.1.1.723;2004.1.1.752;2004.1.1.754;2004.1.1.780;2004.1.1.5;2004.1.1.7;2004.1.1.6;2004.1.1.8;2004.1.1.261;2004.1.1.309;2004.1.1.9;2004.1.1.247;2004.1.1.812;2004.1.1.814;2004.1.1.821;2004.1.1.846;2004.1.1.856;2004.1.1.860;2004.1.1.882;2004.1.1.887;2004.1.1.916;2004.1.1.971;2004.1.1.976;2004.1.1.1003;2004.1.1.1013;2004.1.1.1036;2004.1.1.1057;2004.1.1.1112;2004.1.1.1113;2004.1.1.1138;2004.1.1.1140
9294,e1gteA5,2003.1.3,2003.1.3.3,PF07992,2003.1.3.15,"PF07992,PF13450",196,PF07992,Pyr_redox_2,81.1,49.2,1,ambiguous_both,2003.1.3.15;2003.1.3.29;2003.1.3.31;2003.1.3.44;2003.1.3.3;2003.1.3.48;2003.1.3.53;2003.1.3.59;2003.1.3.60;2003.1.3.62;2003.1.3.65;2003.1.3.69;2003.1.3.71;2003.1.3.72
8457,e2p3uA1,389.1.1,389.1.1.17,PF14670,389.1.1.97,"PF12662,PF14670",51,PF14670,FXa_inhibition,70.6,47.2,1,ambiguous_both,389.1.1.42;389.1.1.97;389.1.1.116;389.1.1.129;389.1.1.17;389.1.1.144;389.1.1.177
5479,e1hfeL2,205.1.1,205.1.1.1,PF00037,205.1.1.41,"PF00037,PF13237",85,PF13237,Fer4_10,60.0,32.8,1,supports_commons,205.1.1.55;205.1.1.41;205.1.1.51;205.1.1.59;205.1.1.82;205.1.1.33;205.1.1.86;205.1.1.101;205.1.1.102;205.1.1.104;205.1.1.105;205.1.1.109;205.1.1.110;205.1.1.111
7193,e1w8aA1,207.1.1,207.1.1.11,"PF01462,PF13855",207.1.1.164,"PF00560,PF01462,PF01463,PF13855",192,,,,,0,no_dominant_pfam,
9015,e1hk8A1,2500.1.1,2500.1.1.5,PF13597,2500.1.1.7,"PF01228,PF13597",561,PF13597,NRDD,100.0,536.2,1,ambiguous_both,2500.1.1.7;2500.1.1.5
5482,e1jnrB1,205.1.1,205.1.1.13,"PF12139,PF12838",205.1.1.47,"PF00037,PF12139,PF12838",149,,,,,0,no_dominant_pfam,
1107951,e1h0hB2,205.1.1,205.1.1.17,PF13247,205.1.1.71,"PF12838,PF13247",149,,,,,0,no_dominant_pfam,
7389,e2f4mA1,219.1.1,219.1.1.13,PF01841,219.1.1.111,"PF01841,PF03835",287,,,,,0,no_dominant_pfam,
10804,e1k8qA1,7579.1.1,7579.1.1.6,PF00561,7579.1.1.93,"PF00561,PF04083",377,PF00561,Abhydrolase_1,79.8,97.3,1,ambiguous_both,7579.1.1.122;7579.1.1.125;7579.1.1.136;7579.1.1.142;7579.1.1.145;7579.1.1.149;7579.1.1.7;7579.1.1.114;7579.1.1.115;7579.1.1.117;7579.1.1.92;7579.1.1.93;7579.1.1.95;7579.1.1.96;7579.1.1.97;7579.1.1.100;7579.1.1.105;7579.1.1.106;7579.1.1.111;7579.1.1.153;7579.1.1.154;7579.1.1.156;7579.1.1.160;7579.1.1.175;7579.1.1.8;7579.1.1.6;7579.1.1.188;7579.1.1.196;7579.1.1.199;7579.1.1.203;7579.1.1.206;7579.1.1.207;7579.1.1.213;7579.1.1.215;7579.1.1.219;7579.1.1.221;7579.1.1.227;7579.1.1.229;7579.1.1.237;7579.1.1.246;7579.1.1.249;7579.1.1.252;7579.1.1.253;7579.1.1.256;7579.1.1.262;7579.1.1.264;7579.1.1.268
9237,e2vouA2,2003.1.2,2003.1.2.15,PF01494,2003.1.2.99,"PF00070,PF01494",265,PF01494,FAD_binding_3,60.0,36.5,1,ambiguous_both,2003.1.2.106;2003.1.2.119;2003.1.2.123;2003.1.2.98;2003.1.2.196;2003.1.2.197;2003.1.2.70;2003.1.2.75;2003.1.2.76;2003.1.2.85;2003.1.2.88;2003.1.2.90;2003.1.2.93;2003.1.2.99;2003.1.2.102;2003.1.2.107;2003.1.2.109;2003.1.2.121;2003.1.2.126;2003.1.2.132;2003.1.2.141;2003.1.2.142;2003.1.2.148;2003.1.2.149;2003.1.2.150;2003.1.2.152;2003.1.2.154;2003.1.2.166;2003.1.2.168;2003.1.2.171;2003.1.2.173;2003.1.2.13;2003.1.2.49;2003.1.2.15;2003.1.2.16;2003.1.2.180;2003.1.2.184;2003.1.2.185;2003.1.2.186;2003.1.2.192;2003.1.2.194;2003.1.2.201;2003.1.2.202;2003.1.2.203;2003.1.2.206;2003.1.2.207;2003.1.2.209;2003.1.2.217;2003.1.2.219;2003.1.2.222;2003.1.2.229;2003.1.2.231;2003.1.2.233;2003.1.2.236;2003.1.2.239;2003.1.2.240;2003.1.2.243;2003.1.2.246;2003.1.2.249;2003.1.2.251;2003.1.2.256;2003.1.2.257;2003.1.2.262;2003.1.2.265;2003.1.2.268;2003.1.2.273;2003.1.2.274;2003.1.2.276;2003.1.2.278;2003.1.2.279;2003.1.2.281;2003.1.2.289;2003.1.2.291
9871,e2gfhA1,2006.1.1,2006.1.1.1,PF00702,2006.1.1.44,"PF00702,PF13242",247,PF13419,HAD_2,81.0,77.1,2,points_to_other_fgroup,2006.1.1.45;2006.1.1.46;2006.1.1.53;2006.1.1.57;2006.1.1.18;2006.1.1.74
215,e1arbA1,1.1.17,1.1.17.1,PF00089,1.1.17.9,PF30586,263,PF30586,LYSC_C,86.7,217.2,2,supports_commons,1.1.17.9;1.1.17.11
185951,e2fgtA2,3425.2.1,3425.2.1.1,PF07435,3425.2.1.3,PF29809,241,PF29809,YycH_C,96.3,303.8,1,supports_commons,3425.2.1.3
9600,e2bv3A5,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",257,PF00009,GTP_EFTU,98.8,223.1,1,ambiguous_both,2004.1.1.557;2004.1.1.625;2004.1.1.414;2004.1.1.682;2004.1.1.772;2004.1.1.779;2004.1.1.14;2004.1.1.15;2004.1.1.823;2004.1.1.994;2004.1.1.1176
9602,e1n0uA5,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",341,PF00009,GTP_EFTU,95.9,176.2,1,ambiguous_both,2004.1.1.557;2004.1.1.625;2004.1.1.414;2004.1.1.682;2004.1.1.772;2004.1.1.779;2004.1.1.14;2004.1.1.15;2004.1.1.823;2004.1.1.994;2004.1.1.1176
9485,e1nriA1,2007.6.1,2007.6.1.12,PF22645,2007.6.1.17,"PF01380,PF22645",248,,,,,0,no_dominant_pfam,
2066777,e3wpcA1,207.1.1,207.1.1.24,PF13855,207.1.1.210,"PF00560,PF13516,PF13855,PF18837",748,,,,,0,no_dominant_pfam,
1821879,e2gv9B7,1058.1.1,,,1058.1.1.1,PF31254,79,PF31254,Herpes_Pol_N,100.0,114.7,1,supports_commons,1058.1.1.1
1108122,e4k17A2,207.1.1,207.1.1.22,PF13516,207.1.1.161,"PF13516,PF29265",516,PF29265,LRR_CARMIL,99.4,937.9,1,supports_commons,207.1.1.161;207.1.1.227;207.1.1.329
7194,e1xkuA1,207.1.1,207.1.1.24,PF13855,207.1.1.140,"PF00560,PF01462,PF13855",305,,,,,0,no_dominant_pfam,
146239,e3ml3A1,207.2.1,207.2.1.10,PF03212,207.2.1.74,PF18883,156,PF03212,Pertactin,81.4,29.0,2,supports_old_ecod_rep,207.2.1.11;207.2.1.7;207.2.1.75;207.2.1.78;207.2.1.10
7388,e1x3zA1,219.1.1,219.1.1.13,PF01841,219.1.1.111,"PF01841,PF03835",320,,,,,0,no_dominant_pfam,
1145884,e4cfeA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",314,PF00069,Pkinase,80.6,249.8,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
10114,e2shpA3,2007.2.3,2007.2.3.1,PF00102,2007.2.3.21,"PF00102,PF22784",307,PF00102,Y_phosphatase,80.8,273.6,1,ambiguous_both,2007.2.3.21;2007.2.3.22;2007.2.3.23;2007.2.3.26;2007.2.3.31;2007.2.3.1;2007.2.3.36;2007.2.3.37;2007.2.3.39
1870442,e3cmmA1,2003.1.9,2003.1.9.1,PF00899,2003.1.9.8,"PF00899,PF16191",236,PF00899,ThiF,97.0,98.7,1,ambiguous_both,2003.1.9.8;2003.1.9.9;2003.1.9.4;2003.1.9.1;2003.1.9.10;2003.1.9.11;2003.1.9.13;2003.1.9.14
9393,e1y8cA1,2003.1.5,2003.1.5.81,PF13649,2003.1.5.151,"PF13489,PF13649",246,PF13489,Methyltransf_23,80.1,37.1,3,supports_commons,2003.1.5.130;2003.1.5.240;2003.1.5.151;2003.1.5.165;2003.1.5.177;2003.1.5.197;2003.1.5.237;2003.1.5.245;2003.1.5.266;2003.1.5.270;2003.1.5.275;2003.1.5.282;2003.1.5.305;2003.1.5.313;2003.1.5.79;2003.1.5.329;2003.1.5.330;2003.1.5.335;2003.1.5.337;2003.1.5.343;2003.1.5.346;2003.1.5.347;2003.1.5.350;2003.1.5.377;2003.1.5.420;2003.1.5.422;2003.1.5.435;2003.1.5.438
9382,e2fk8A1,2003.1.5,2003.1.5.21,PF02353,2003.1.5.152,"PF02353,PF13649",280,PF02353,CMAS,96.8,401.1,1,ambiguous_both,2003.1.5.222;2003.1.5.241;2003.1.5.152;2003.1.5.161;2003.1.5.170;2003.1.5.304;2003.1.5.308;2003.1.5.21;2003.1.5.335;2003.1.5.350;2003.1.5.351;2003.1.5.375;2003.1.5.437
10852,e2hu7A2,7579.1.1,7579.1.1.3,PF00326,7579.1.1.94,"PF00326,PF02129",260,PF01738,DLH,85.4,22.6,7,points_to_other_fgroup,7579.1.1.129;7579.1.1.112;7579.1.1.124;7579.1.1.160;7579.1.1.163;7579.1.1.164;7579.1.1.173;7579.1.1.13;7579.1.1.193;7579.1.1.201;7579.1.1.218;7579.1.1.223;7579.1.1.258
7243,e2oi5A1,208.1.1,208.1.1.1,PF00132,208.1.1.20,"PF00132,PF25087",201,PF25087,GMPPB_C,62.7,41.4,1,supports_commons,208.1.1.20;208.1.1.21;208.1.1.23;208.1.1.24;208.1.1.31;208.1.1.34;208.1.1.17;208.1.1.49
2200,e1w0pA3,5.1.3,5.1.3.26,PF13088,5.1.3.134,"PF02012,PF13088",364,,,,,0,no_dominant_pfam,
2751,e2hyeC2,101.1.2,101.1.2.13,PF00888,101.1.2.493,PF26557,84,PF26557,Cullin_AB,82.1,158.3,1,supports_commons,101.1.2.493;101.1.2.626
1687171,e5cwwB1,5.1.4,,,5.1.4.331,PF30861,591,PF30861,NUP82_beta-prop,99.7,900.2,1,supports_commons,5.1.4.331
1310587,e4nsxA2,5.1.4,5.1.4.1,PF00400,5.1.4.270,"PF00400,PF12894,PF25168",335,PF25168,Beta-prop_WDR36-Utp21_2nd,97.3,334.2,1,supports_commons,5.1.4.270;5.1.4.287;5.1.4.446;5.1.4.237;5.1.4.551;5.1.4.659
1291898,e4ci8A1,5.1.4,5.1.4.2,"PF00400,PF03451",5.1.4.269,"PF00400,PF03451,PF23409",314,PF23409,Beta-prop_EML,85.0,420.2,1,supports_commons,5.1.4.165;5.1.4.269;5.1.4.302;5.1.4.413;5.1.4.171;5.1.4.526
1291899,e4ci8A2,5.1.4,5.1.4.2,"PF00400,PF03451",5.1.4.293,"PF00400,PF12894,PF23414",326,PF23414,Beta-prop_EML_2,82.5,366.5,1,supports_commons,5.1.4.272;5.1.4.293;5.1.4.413;5.1.4.170;5.1.4.520;5.1.4.526;5.1.4.609
119021,e1r7rA6,2004.1.1,2004.1.1.1,PF00004,2004.1.1.415,"PF00004,PF05496",178,PF00004,AAA,75.3,158.3,1,ambiguous_both,2004.1.1.566;2004.1.1.579;2004.1.1.599;2004.1.1.604;2004.1.1.616;2004.1.1.653;2004.1.1.415;2004.1.1.420;2004.1.1.425;2004.1.1.432;2004.1.1.444;2004.1.1.452;2004.1.1.461;2004.1.1.471;2004.1.1.479;2004.1.1.476;2004.1.1.493;2004.1.1.501;2004.1.1.527;2004.1.1.530;2004.1.1.544;2004.1.1.617;2004.1.1.623;2004.1.1.628;2004.1.1.639;2004.1.1.644;2004.1.1.646;2004.1.1.682;2004.1.1.683;2004.1.1.684;2004.1.1.687;2004.1.1.691;2004.1.1.702;2004.1.1.716;2004.1.1.741;2004.1.1.742;2004.1.1.4;2004.1.1.2;2004.1.1.1;2004.1.1.258;2004.1.1.3;2004.1.1.800;2004.1.1.819;2004.1.1.855;2004.1.1.877;2004.1.1.886;2004.1.1.891;2004.1.1.905;2004.1.1.906;2004.1.1.918;2004.1.1.919;2004.1.1.922;2004.1.1.938;2004.1.1.958;2004.1.1.973;2004.1.1.1015;2004.1.1.1033;2004.1.1.1067;2004.1.1.1097;2004.1.1.1104;2004.1.1.1137;2004.1.1.1142;2004.1.1.1150;2004.1.1.1155;2004.1.1.1161;2004.1.1.1163;2004.1.1.1174
2233,e2ebsA1,5.1.4,5.1.4.52,PF15902,5.1.4.406,"PF15899,PF15902,PF25852",427,,,,,0,no_dominant_pfam,
1148107,e3j65q2,5.1.5,5.1.5.1,PF00400,5.1.5.78,"PF00400,PF08662,PF12894",389,,,,,0,no_dominant_pfam,
9395,e1wznA1,2003.1.5,2003.1.5.81,PF13649,2003.1.5.151,"PF13489,PF13649",251,PF13489,Methyltransf_23,82.5,41.8,2,supports_commons,2003.1.5.130;2003.1.5.240;2003.1.5.151;2003.1.5.165;2003.1.5.177;2003.1.5.197;2003.1.5.237;2003.1.5.245;2003.1.5.266;2003.1.5.270;2003.1.5.275;2003.1.5.282;2003.1.5.305;2003.1.5.313;2003.1.5.79;2003.1.5.329;2003.1.5.330;2003.1.5.335;2003.1.5.337;2003.1.5.343;2003.1.5.346;2003.1.5.347;2003.1.5.350;2003.1.5.377;2003.1.5.420;2003.1.5.422;2003.1.5.435;2003.1.5.438
9406,e2gh1A1,2003.1.5,2003.1.5.82,PF13847,2003.1.5.201,"PF13649,PF13847",281,PF13847,Methyltransf_31,70.1,56.5,1,ambiguous_both,2003.1.5.72;2003.1.5.208;2003.1.5.210;2003.1.5.232;2003.1.5.242;2003.1.5.244;2003.1.5.252;2003.1.5.156;2003.1.5.166;2003.1.5.167;2003.1.5.173;2003.1.5.184;2003.1.5.191;2003.1.5.198;2003.1.5.201;2003.1.5.204;2003.1.5.235;2003.1.5.237;2003.1.5.251;2003.1.5.264;2003.1.5.278;2003.1.5.279;2003.1.5.282;2003.1.5.299;2003.1.5.82;2003.1.5.318;2003.1.5.328;2003.1.5.331;2003.1.5.347;2003.1.5.348;2003.1.5.351;2003.1.5.357;2003.1.5.362;2003.1.5.390;2003.1.5.391;2003.1.5.403;2003.1.5.406;2003.1.5.412;2003.1.5.415;2003.1.5.419;2003.1.5.421;2003.1.5.424;2003.1.5.426;2003.1.5.429;2003.1.5.437;2003.1.5.439
2033698,e2vpzB2,205.1.1,205.1.1.17,PF13247,205.1.1.44,"PF00037,PF13247",57,PF13247,Fer4_11,100.0,91.5,3,ambiguous_both,205.1.1.34;205.1.1.55;205.1.1.56;205.1.1.57;205.1.1.58;205.1.1.62;205.1.1.44;205.1.1.48;205.1.1.50;205.1.1.53;205.1.1.71;205.1.1.78;205.1.1.84;205.1.1.37;205.1.1.18;205.1.1.17;205.1.1.95;205.1.1.97;205.1.1.100;205.1.1.113;205.1.1.114;205.1.1.115
